X,Y,Name,description,AWARDED_DATE,LANDYADDRESSPOINT,PHOTOURL,ADDRESSBLOCKHOUSENUMBER,EST_ORIGINAL_COMPLETION_DATE,STATUS,APPROXIMATE_GFA,INFO_ON_CO_LOCATORS,ADDRESSBUILDINGNAME,HUP_COMPLETION_DATE,LANDXADDRESSPOINT,ADDRESSSTREETNAME,ADDRESSPOSTALCODE,IMPLEMENTATION_DATE,ADDRESS_MYENV,INC_CRC,FMEL_UPD_D
103.818641695106,1.27736683810318,Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),HUP Standard Upgrading,,28870.26,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876741836.gif,11,19/10/1974,Existing,,,,15/1/2010,26366.58,Telok Blangah Crescent,90011,,"Blk 11, Telok Blangah Crescent, Singapore 090011",917DDC2ADEC4B825,20221012163049
103.904260878989,1.32033178221424,Eunos Crescent Blk 4A,HUP Standard Upgrading,,33621.21,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267873497497.jpg,4A,7/7/2000,Existing,,,,30/3/2012,35895.18,Eunos Crescent,402004,,"Blk 4A, Eunos Crescent, Singapore 402004",E0DC5CBB7B498031,20221012163049
103.807626838954,1.27336828250285,Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),HUP Standard Upgrading,,28428.13,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153497855.jpg,79,30/5/1977,Existing,,,,20/8/2005,25140.71,Telok Blangah Drive,100079,,"Blk 79, Telok Blangah Drive, Singapore 100079",47E27FD727EB0084,20221012163049
103.831189303546,1.29234216757957,Zion Riverside Food Centre,HUP Standard Upgrading,,30526.15,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267879560483.jpg,70,1976,Existing,1421.31,,,5/3/2003,27763.03,Zion Road,247792,,"70, Zion Road, Singapore 247792",41709ABE04DAC74D,20221012163049
103.872090241567,1.3397961360031,Woodleigh Village Hawker Centre,New Centre,30/6/2017,35773.4,,202C,2023,Under Construction,,hawker centre/flats/bus interchange,Woodleigh Village,,32314.87,Woodleigh Link,363202,21/7/2017,,7729E118EFF3ED34,20221012163049
103.888489618777,1.39691417603694,Anchorvale Village Hawker Centre,New Centre,27/4/2018,42089.26,,339,2023,Under Construction,,hawker centre/supermarket/shops/flats,Anchorvale Village,,34139.8,Anchorvale Road,540339,28/5/2018,,F50A43DB6145A0FA,20221012163049
103.908252830309,1.41456688638677,Punggol Digital District Hawker Centre,New Centre,8/8/2019,44041.27,,,2024,Under Construction,,hawker centre/community club/bus interchange/childcare centre/JTC industrial units,,,36339.12,Ponggol Seventeenth Avenue,,21/8/2019,,9EA0132CAE64DE82,20221012163049
103.792773765463,1.30811775909823,Holland Drive Blk 44 (Holland Drive Market and Food Centre),HUP Standard Upgrading,,32270.57,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849222112.jpg,44,31/1/1999,Existing,,,,31/3/2014,23487.74,Holland Drive,270044,,"Blk 44, Holland Drive, Singapore 270044",A15ED2B9558FE12C,20221012163049
103.794862936127,1.31090802808558,Holland Village Market and Food Centre,HUP Rebuilding,,32579.1,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267415509849.jpg,1,Pre-War,Existing,1512.38,,,12/12/2005,23720.25,Lorong Mambong,277700,,"1, Lorong Mambong, Singapore 277700",69A5ED122EAF38CA,20221012163049
103.890081064953,1.35383739101169,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),HUP Rebuilding,,37326.05,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901634108.jpg,105,30/6/1982,Existing,,,,11/11/2005,34317.02,Hougang Ave 1,530105,,"Blk 105, Hougang Ave 1, Singapore 530105",47665F144FEA20A5,20221012163049
103.885977616903,1.35911942212642,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),HUP Standard Upgrading,,37910.1,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849628846.jpg,209,30/9/1983,Existing,,,,24/1/2011,33860.34,Hougang Street 21,530209,,"Blk 209, Hougang Street 21, Singapore 530209",5F6AEDB70E5BFDB0,20221012163049
103.88394058022,1.30241881353449,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),HUP Standard Upgrading,,31640.43,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874223880.jpg,4A,3/1/1969,Existing,,,,16/2/2012,33633.77,Jalan Batu,432004,,"Blk 4A, Jalan Batu, Singapore 432004",551478E0E33D084E,20221012163049
103.826013285715,1.28000481198881,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),HUP Standard Upgrading,,29161.95,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874698833.jpg,112,1/1/1969,Existing,,,,28/11/2013,27186.98,Jalan Bukit Merah,160112,,"Blk 112, Jalan Bukit Merah, Singapore 160112",F6CA40B9C1F55859,20221012163049
103.808127999318,1.28695275198944,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),HUP Reconfiguration,,29930.23,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267760203.jpg,6,11/10/1974,Existing,,,,11/8/2006,25196.5,Jalan Bukit Merah,150006,,"Blk 6, Jalan Bukit Merah, Singapore 150006",D9BD256F984769CE,20221012163049
103.839945947186,1.28823055540002,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),HUP Standard Upgrading,,30071.51,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874440744.jpg,1,21/1/1969,Existing,,,,4/10/2010,28737.57,Jalan Kukoh,161001,,"Blk 1, Jalan Kukoh, Singapore 161001",8943084A09FFC63A,20221012163049
103.731579747132,1.34531247026793,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),HUP Standard Upgrading,,36383.57,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275537901886.jpg,347,17/10/1984,Existing,,,,31/12/2002,16677.58,Jurong East Ave 1,600347,,"Blk 347, Jurong East Ave 1, Singapore 600347",6C864243765870B9,20221012163049
103.737781231485,1.34344213770991,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),HUP Reconfiguration,,36176.73,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167615307.jpg,254,30/4/1983,Existing,,,,5/7/2006,17367.73,Jurong East Street 24,600254,,"Blk 254, Jurong East Street 24, Singapore 600254",037A6F1EA418B88F,20221012163049
103.697404254467,1.3412597060095,Jurong West Hawker Centre,New Centre,23/9/2015,35935.62,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/jurong-west-hawker-centre.jpg,50,28/7/2017,Under Construction,2987,,Jurong West Hawker Centre,,12874.19,Jurong West Street 61,648202,15/10/2015,"Blk 50, Jurong West St 61, Singapore 648202",A85BCE9D8344CCD9,20221012163049
103.71844754363,1.34964224318434,Jurong West Street 52 Blk 505,HUP Standard Upgrading,,36862.4,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155040710.jpg,505,16/1/1985,Existing,,,,2/1/2009,15216.13,Jurong West Street 52,640505,,"Blk 505, Jurong West Street 52, Singapore 640505",0AE38DCC13D11E52,20221012163049
103.884130183315,1.30739616009942,Kallang Estate Fresh Market and Food Centre,HUP Standard Upgrading,,32190.8,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155698415.jpg,17,1959,Existing,2629.19,,,31/10/2003,33654.86,Old Airport Road,397972,,"17, Old Airport Road, Singapore 397972",2F0C2533A9564FAF,20221012163049
103.818338919994,1.28733076703987,Redhill Lane Blk 85 (Redhill Food Centre),HUP Reconfiguration,,29972.02,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153717849.jpg,85,4/4/1972,Existing,,,,17/6/2005,26332.89,Redhill Lane,150085,,"Blk 85, Redhill Lane, Singapore 150085",1D515CA5BF8C1199,20221012163049
103.800696448529,1.43993283228134,Kampung Admiralty Hawker Centre,New Centre,17/10/2014,46846,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/kampung-admiralty-hawker-centre.jpg,676,8/5/2017,Existing (new),3440,studio apartments/supermarket/shops/specialist centre/senior care centre/child care centre/senior activity centre,Kampung Admiralty,,24369.66,Woodlands Drive 71,730676,1/4/2014,"Blk 676, Woodlands Drive 71, Singapore 730676",8E56FA1F3FFB53FC,20221012163049
103.906338526157,1.30228513841822,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Opted out of HUP,,31625.71,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267875360164.jpg,84,23/8/1976,Existing,,,,,36126.46,Marine Parade Central,440084,,"Blk 84, Marine Parade Central, Singapore 440084",069C7A0AFC199D59,20221012163049
103.915761950557,1.30577514781108,Marine Terrace Blk 50A (50A Marine Terrace),HUP Standard Upgrading,,32011.65,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153165514.jpg,50A,3/3/1975,Existing,,,,22/12/2008,37175.19,Marine Terrace,441050,,"Blk 50A, Marine Terrace, Singapore 441050",6834B4900CE3CB58,20221012163049
103.777203165702,1.44388181695611,Marsiling Lane Blk 20/21,HUP Standard Upgrading,,47282.71,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152527264.jpg,20/21,15/9/1975,Existing,,,,2/3/2009,21755.23,Marsiling Lane,730020,,"Blk 20/21, Marsiling Lane, Singapore 730020/730021",F48BB5AA17D51CAD,20221012163049
103.844827863123,1.28011223513205,Maxwell Food Centre (Kim Hua Market),Upgraded prior to HUP,,29173.83,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155734465.jpg,1,1935,Existing,3365.392,,,,29280.89,Kadayanallur Street,69184,,"1, Kadayanallur Street, Singapore 069184",FE75522D9D2BF902,20221012163049
103.802903901116,1.29323622090658,Mei Chin Road Blk 159 (Mei Chin Road Market),HUP Reconfiguration,,30625.03,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154581891.jpg,159,12/10/1970,Existing,,,,8/5/2009,24615.11,Mei Chin Road,140159,,"Blk 159, Mei Chin Road, Singapore 140159",58C10BCC40715F33,20221012163049
103.842578750107,1.28499102169498,New Market Road Blk 32 (People's Park Food Centre),HUP Standard Upgrading,,29713.3,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168123284.jpg,32,1965,Existing,,,,27/12/2005,29030.58,New Market Road,50032,,"Blk 32, New Market Road, Singapore 050032",431889D3F61E7C5D,20221012163049
103.93056047823,1.32473884451035,New Upper Changi Road Blk 208B,New Replacement Centre,,34108.62,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bedok-interchange-hawker-centre.jpg,208B,15/11/2014,Existing,,,,,38822.05,New Upper Changi Road,462208,,"Blk 208B, New Upper Changi Road, Singapore 462208",03BAD66584E9FC8A,20221012163049
103.941132372619,1.32418782817919,New Upper Changi Road Blk 58,HUP Standard Upgrading,,34047.74,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153263293.jpg,58,27/2/1978,Existing,,,,16/9/2008,39998.6,New Upper Changi Road,461058,,"Blk 58, New Upper Changi Road, Singapore 461058",57B99402D52B3692,20221012163049
103.839562687644,1.31189235691653,Newton Food Centre,HUP Standard Upgrading,,32687.91,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155777485.jpg,500,1971,Existing,3252.75,,,12/6/2006,28694.91,Clemenceau Ave North,229495,,"500, Clemenceau Ave North, Singapore 229495",A3E97849375282EC,20221012163049
103.863891012338,1.30576537802761,North Bridge Road Market,HUP Reconfiguration,,32010.44,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155297184.jpg,861,1973,Existing,3004.63,,,17/10/2005,31402.43,North Bridge Road,198783,,"861, North Bridge Road, Singapore 198783",3B33AC4CC5C80AFA,20221012163049
103.885833217727,1.30825156309798,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),HUP Standard Upgrading,,32285.39,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153198645.jpg,51,17/2/1973,Existing,,,,12/6/2007,33844.39,Old Airport Road,390051,,"Blk 51, Old Airport Road, Singapore 390051",49DC3EB42D0CB0BF,20221012163049
103.791402660553,1.27590752450201,Pasir Panjang Food Centre,HUP Standard Upgrading,,28708.93,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155813373.jpg,121,1978,Existing,1115.71,,,20/5/2002,23335.09,Pasir Panjang Road,118543,,"121, Pasir Panjang Road, Singapore 118543",311FCFFE66613E9B,20221012163049
103.951543034782,1.37343413973246,Pasir Ris Central Hawker Centre,New Centre,15/7/2015,39493.21,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/pasir-ris-central-hawker-centre.jpg,110,16/10/2017,Existing (new),4771,,Pasir Ris Central Hawker Centre,,41156.94,Pasir Ris Central,519641,29/7/2015,"Blk 110, Pasir Ris Central, Singapore 519641",0EC198F965C801F8,20221012163049
103.854211645499,1.30100146521405,Queen Street Blk 270 (Albert Centre),HUP Standard Upgrading,,31483.66,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267850253199.jpg,270,7/8/1978,Existing,,,,26/11/2009,30325.21,Queen Street,180270,,"Blk 270, Queen Street, Singapore 180270",0906CEDCBAD31312,20221012163049
103.818402623449,1.2878581025663,Redhill Lane Blk 79 (Redhill Market),HUP Reconfiguration,,30030.33,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153664347.jpg,79,1/1/1969,Existing,,,,28/6/2005,26339.98,Redhill Lane,150079,,"Blk 79, Redhill Lane, Singapore 150079",ECAC58C7BB3929B3,20221012163049
103.828994204342,1.37238494002145,Sembawang Hills Food Centre (Jalan Leban Food Centre),HUP Standard Upgrading,,39376.87,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155861677.jpg,590,1974,Existing,884.38,,,26/2/2003,27518.75,Upper Thomson Road,574419,,"590, Upper Thomson Road, Singapore 574419",6CC20791CC952192,20221012163049
103.866737484646,1.3631571201113,Serangoon Garden Market,HUP Rebuilding,,38356.53,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156095817.jpg,49A,1957,Existing,2448.2,,,26/9/2002,31719.13,Serangoon Garden Way,555945,,"49A, Serangoon Garden Way, Singapore 555945",F3EA4B58E3B63FF8,20221012163049
103.807943567416,1.27391379857001,Telok Blangah Drive Blk 82 (Telok Blangah Market),HUP Standard Upgrading,,28488.45,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153608307.jpg,82,30/5/1977,Existing,,,,29/11/2011,25175.96,Telok Blangah Drive,100082,,"Blk 82, Telok Blangah Drive, Singapore 100082",1EB09A22FB8BD4BB,20221012163049
103.82211725658,1.27271579716508,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),HUP Standard Upgrading,,28355.97,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267858653663.jpg,36,29/10/1975,Existing,,,,20/10/2010,26753.38,Telok Blangah Rise,90036,,"Blk 36, Telok Blangah Rise, Singapore 090036",336A650EE6B762D3,20221012163049
103.832348785334,1.28508825756819,Tiong Bahru Market,HUP Rebuilding,,29724.05,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156378375.jpg,30,,Existing,10630.72,,,10/2/2006,27892.07,Seng Poh Road,168898,,"30, Seng Poh Road, Singapore 168898",0FAB58D0996CF88C,20221012163049
103.84473162196,1.33809268551386,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),HUP Reconfiguration,,35585.01,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154499803.jpg,127,11/3/1969,Existing,,,,11/12/2003,29270.15,Lorong 1 Toa Payoh,310127,,"Blk 127, Lorong 1 Toa Payoh, Singapore 310127",ED2DB7B7A4CF487C,20221012163049
103.851999137527,1.33454816495637,Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),HUP Reconfiguration,,35193.08,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226848493.jpg,74,9/9/1968,Existing,,,,1/11/2004,30078.95,Lorong 4 Toa Payoh,310074,,"Blk 74, Lorong 4 Toa Payoh, Singapore 310074",0F387A4AD86AAD3F,20221012163049
103.849513484035,1.3384747524617,Toa Payoh Lorong 4 Blk 93,HUP Standard Upgrading,,35627.26,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154305312.jpg,93,19/7/1967,Existing,,,,20/7/2009,29802.32,Lorong 4 Toa Payoh,310093,,"Blk 93, Lorong 4 Toa Payoh, Singapore 310093",8ED7D817636ABBB7,20221012163049
103.852941556275,1.33603882157063,Toa Payoh Lorong 5 Blk 75,HUP Standard Upgrading,,35357.91,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878144152.jpg,75,5/2/1968,Existing,,,,21/11/2012,30183.83,Lorong 5 Toa Payoh,310075,,"Blk 75, Lorong 5 Toa Payoh, Singapore 310075",83FB95F6510F538F,20221012163049
103.857036007166,1.33523145909678,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),HUP Reconfiguration,,35268.64,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168256123.jpg,22,2/3/1970,Existing,,,,16/7/2004,30639.5,Lorong 7 Toa Payoh,310022,,"Blk 22, Lorong 7 Toa Payoh, Singapore 310022",E43A2111E04577EC,20221012163049
103.854395279214,1.3402608349586,Toa Payoh Lorong 8 Blk 210,HUP Standard Upgrading,,35824.76,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876959422.jpg,210,27/8/1974,Existing,,,,30/9/2011,30345.61,Lorong 8 Toa Payoh,310210,,"Blk 210, Lorong 8 Toa Payoh, Singapore 310210",AD6CE850859DDDC3,20221012163049
103.871620273635,1.31502804429519,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),HUP Standard Upgrading,,33034.67,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226056435.jpg,17,28/2/1974,Existing,,,,13/1/2009,32262.61,Upper Boon Keng Road,380017,,"Blk 17, Upper Boon Keng Road, Singapore 380017",5A26A7AC50F3A9B5,20221012163049
103.845818885585,1.28524640047048,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),HUP Reconfiguration,,29741.54,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878882405.jpg,531A,28/1/1978,Existing,,,,9/3/2011,29391.18,Upper Cross Street,51531,,"Blk 531A, Upper Cross Street, Singapore 051531",A6069393A97212DA,20221012163049
103.759166093858,1.31188972115897,West Coast Drive Blk 502 (Ayer Rajah Market),Not eligible for HUP,,32687.74,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168297394.jpg,502,19/1/1995,Existing,,,,,19747.53,West Coast Drive,120502,,"Blk 502, West Coast Drive, Singapore 120502",2DBB0A9FC85826E3,20221012163049
103.759751321019,1.31180301004196,West Coast Drive Blk 503 (Ayer Rajah Food Centre),HUP Standard Upgrading,,32678.15,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168322420.jpg,503,26/3/1979,Existing,,,,15/12/2002,19812.66,West Coast Drive,120503,,"Blk 503, West Coast Drive, Singapore 120503",7A27983404FB5BA2,20221012163049
103.855137696535,1.32294306204189,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),HUP Standard Upgrading,,33909.85,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154207158.jpg,90,26/8/1976,Existing,,,,25/10/2007,30428.25,Whampoa Drive,320090,,"Blk 90, Whampoa Drive, Singapore 320090",16F08FA02D2A5DE5,20221012163049
103.85406806286,1.32342175143826,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),HUP Standard Upgrading,,33962.78,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154257763.jpg,91/92,3/1/1973,Existing,,,,25/10/2007,30309.21,Whampoa Drive,320091,,"Blk 91/92, Whampoa Drive, Singapore 320091/320092",38A4F531F9CF7A4C,20221012163049
103.844747581861,1.42501763803265,Yishun Park Hawker Centre,New Centre,23/10/2015,45196.73,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/yishun-hawker-centre.jpg,51,3/7/2017,Existing (new),3364,,Yishun Park Hawker Centre,,29271.88,Yishun Avenue 11,768867,25/11/2015,"Blk 51, Yishun Avenue 11, Singapore 768867",2676B659B081726B,20221012163049
103.828537609942,1.43144768831222,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),HUP Standard Upgrading,,45907.73,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267438077554.jpg,104/105,31/3/1984,Existing,,,,4/8/2003,27467.95,Yishun Ring Road,760104,,"Blk 104/105, Yishun Ring Road, Singapore 760104/760105",A75CB1D5E4C5BBE2,20221012163049
