flat,top_school,top_school_dist,num_top_school_2km
4 LOR 7 TOA PAYOH,Pei Chun Public School,0.2524691793202453,3
114 POTONG PASIR AVE 1,Pei Chun Public School,0.8864268982518552,2
73 LOR 4 TOA PAYOH,Pei Chun Public School,0.4866606358318699,2
2 LOR 7 TOA PAYOH,Pei Chun Public School,0.2866720349130933,2
27 TOA PAYOH EAST,Pei Chun Public School,0.5112802352692075,2
3 LOR 7 TOA PAYOH,Pei Chun Public School,0.28501968192026755,3
125 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.7536057327218092,2
26 TOA PAYOH EAST,Pei Chun Public School,0.4552335256904461,2
34 LOR 5 TOA PAYOH,Pei Chun Public School,0.25553458685814984,2
199 TOA PAYOH NTH,Pei Chun Public School,0.7812377263141066,2
206 TOA PAYOH NTH,Pei Chun Public School,1.1579886392223786,2
18 LOR 7 TOA PAYOH,Pei Chun Public School,0.19681384077450978,3
38 LOR 5 TOA PAYOH,Pei Chun Public School,0.167769924189591,2
20 LOR 7 TOA PAYOH,Pei Chun Public School,0.28841221069206757,3
205 TOA PAYOH NTH,Pei Chun Public School,1.0137780605221285,2
168 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.2065284818262009,2
231 LOR 8 TOA PAYOH,Pei Chun Public School,0.46642375536767017,2
108 LOR 1 TOA PAYOH,Pei Chun Public School,1.0394626037035724,2
174 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.2301909757562241,3
117 POTONG PASIR AVE 1,Pei Chun Public School,0.8588863535633199,2
85C LOR 4 TOA PAYOH,CHIJ Primary (Toa Payoh),0.7385811809046999,2
69 LOR 4 TOA PAYOH,Pei Chun Public School,0.4104437113504644,2
116 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.9783863669651969,2
157 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.4261873539213372,2
85A LOR 4 TOA PAYOH,Pei Chun Public School,0.6628091229256896,2
104 POTONG PASIR AVE 1,Pei Chun Public School,1.5612312852244625,2
145 POTONG PASIR AVE 2,Pei Chun Public School,1.299351352992108,2
17 JOO SENG RD,Yangzheng Primary School,1.9820168527152329,1
185 TOA PAYOH CTRL,Pei Chun Public School,0.744802441032047,2
252 KIM KEAT LINK,Pei Chun Public School,0.650557649268947,2
202 TOA PAYOH NTH,Pei Chun Public School,0.8280834683065583,2
200 TOA PAYOH NTH,Pei Chun Public School,0.7248937838853353,2
204 TOA PAYOH NTH,Pei Chun Public School,0.8707362778908398,2
142 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.5025322761080605,2
175 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.5837888508500009,2
217 LOR 8 TOA PAYOH,Pei Chun Public School,0.6545215924670827,3
218 LOR 8 TOA PAYOH,Pei Chun Public School,0.657948911620616,3
10B LOR 7 TOA PAYOH,Pei Chun Public School,0.3379008019602917,3
10 LOR 7 TOA PAYOH,Pei Chun Public School,0.21436481162442747,3
48 LOR 5 TOA PAYOH,Pei Chun Public School,0.2031757529500811,2
145 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.5518441726660422,2
7 LOR 7 TOA PAYOH,Pei Chun Public School,0.25838030931646017,3
155 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.41640401466705673,2
146 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.5542693735661228,2
254 KIM KEAT AVE,Pei Chun Public School,0.6494863186934049,2
79B TOA PAYOH CTRL,CHIJ Primary (Toa Payoh),0.714821136399427,2
60 LOR 4 TOA PAYOH,Pei Chun Public School,0.5126745965414777,2
122 POTONG PASIR AVE 1,Pei Chun Public School,1.2173619209174058,2
82B LOR 4 TOA PAYOH,Pei Chun Public School,0.7334789165101091,2
123 POTONG PASIR AVE 1,Pei Chun Public School,1.1741722644144943,2
122 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.9228447490867903,2
99B LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.894949851658891,2
158 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.3922522583900518,2
99C LOR 2 TOA PAYOH,Pei Chun Public School,0.9124722653349552,2
99A LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.8705236522322518,2
18 MARSILING LANE,Admiralty Primary School,2.477373699665655,0
24 MARSILING DR,Admiralty Primary School,3.108292682598506,0
129 MARSILING RISE,Admiralty Primary School,2.43376095642405,0
19 MARSILING LANE,Admiralty Primary School,2.532275109076917,0
125 MARSILING RISE,Admiralty Primary School,2.3287388780918725,0
217 MARSILING CRES,Admiralty Primary School,3.095188412042532,0
218 MARSILING CRES,Admiralty Primary School,2.996652846500336,0
203 MARSILING DR,Admiralty Primary School,2.854321277358018,0
2 MARSILING DR,Admiralty Primary School,2.6150319603731793,0
23 MARSILING DR,Admiralty Primary School,2.978233814688515,0
22 MARSILING DR,Admiralty Primary School,2.85742731341902,0
1 MARSILING DR,Admiralty Primary School,2.6707317624976934,0
202 MARSILING DR,Admiralty Primary School,2.768827225759165,0
148 WOODLANDS ST 13,Admiralty Primary School,2.992610258895566,0
8 MARSILING DR,Admiralty Primary School,2.5476682750781543,0
30 MARSILING DR,Admiralty Primary School,3.0753114803294563,0
102 WOODLANDS ST 13,Admiralty Primary School,2.2182998406690593,0
213 MARSILING CRES,Admiralty Primary School,3.125876078901603,0
850 WOODLANDS ST 82,Admiralty Primary School,0.9048105157742289,2
152 WOODLANDS ST 13,Admiralty Primary School,2.9915428924077307,0
101 WOODLANDS ST 13,Admiralty Primary School,2.145468592108587,0
31 MARSILING DR,Admiralty Primary School,3.082536841772781,0
313 WOODLANDS ST 31,Admiralty Primary School,2.9607999979759874,0
854 WOODLANDS ST 83,Admiralty Primary School,0.83717437071321,2
28 MARSILING DR,Admiralty Primary School,2.9305646182895275,0
842 WOODLANDS ST 82,Admiralty Primary School,0.8708567705989945,2
579 WOODLANDS DR 16,Admiralty Primary School,1.4035856856610496,2
437 WOODLANDS ST 41,Admiralty Primary School,3.3094388042701732,0
120 MARSILING RISE,Admiralty Primary School,2.1704148359428057,0
177 WOODLANDS ST 13,Admiralty Primary School,2.6086986628847786,0
160 WOODLANDS ST 13,Admiralty Primary School,2.9785226603136086,0
840 WOODLANDS ST 82,Admiralty Primary School,0.8600244374658947,2
776 WOODLANDS CRES,Riverside Primary School,0.25653210479974076,2
775 WOODLANDS CRES,Riverside Primary School,0.27084172702143694,2
309 WOODLANDS AVE 1,Admiralty Primary School,3.029639394440633,0
156 WOODLANDS ST 13,Admiralty Primary School,3.0138513413951773,0
347 WOODLANDS AVE 3,Admiralty Primary School,2.3036559027971046,0
5A MARSILING DR,Admiralty Primary School,2.778590610685577,0
575 WOODLANDS DR 16,Admiralty Primary School,1.3036679585871274,2
168 WOODLANDS ST 11,Admiralty Primary School,2.836861605287272,0
173 WOODLANDS ST 13,Admiralty Primary School,2.6952150827567327,0
321 WOODLANDS ST 32,Admiralty Primary School,2.624541394678454,0
506 WOODLANDS DR 14,Admiralty Primary School,1.5209111388390375,1
620 WOODLANDS DR 52,Admiralty Primary School,1.026689413939303,2
752 WOODLANDS CIRCLE,Admiralty Primary School,0.6587504907592392,2
774 WOODLANDS CRES,Riverside Primary School,0.3230532291745465,2
615 WOODLANDS AVE 4,Admiralty Primary School,1.017716382254008,2
584 WOODLANDS DR 16,Admiralty Primary School,1.5588727068917174,1
554 WOODLANDS DR 53,Admiralty Primary School,1.2295913101693468,2
104 WOODLANDS ST 13,Admiralty Primary School,2.164946008125794,0
786B WOODLANDS DR 60,Riverside Primary School,0.196549682076933,2
541 WOODLANDS DR 16,Admiralty Primary School,1.7934128991060585,1
628B WOODLANDS RING RD,Admiralty Primary School,0.9428591909266199,2
737 WOODLANDS CIRCLE,Admiralty Primary School,0.3761616546857103,2
577 WOODLANDS DR 16,Admiralty Primary School,1.3480620526101073,2
159 WOODLANDS ST 13,Admiralty Primary School,3.0006508024095524,0
701 WOODLANDS DR 40,Admiralty Primary School,0.45084861114544905,2
725 WOODLANDS AVE 6,Admiralty Primary School,0.21622955192712762,2
747 WOODLANDS CIRCLE,Admiralty Primary School,0.5631235556332221,2
728 WOODLANDS CIRCLE,Admiralty Primary School,0.13107744144864755,2
546 WOODLANDS DR 16,Admiralty Primary School,1.5813413700834391,1
171 WOODLANDS ST 11,Admiralty Primary School,2.786374803089263,0
155 WOODLANDS ST 13,Admiralty Primary School,2.964197850592591,0
178 WOODLANDS ST 13,Admiralty Primary School,2.641721474062489,0
771 WOODLANDS DR 60,Riverside Primary School,0.43180194751030604,2
787B WOODLANDS CRES,Admiralty Primary School,0.22975071766703906,2
617 WOODLANDS AVE 4,Admiralty Primary School,1.0786025812540405,2
721 WOODLANDS CIRCLE,Admiralty Primary School,0.16669309966168386,2
710 WOODLANDS DR 70,Admiralty Primary School,0.35666467384403694,2
624A WOODLANDS DR 52,Admiralty Primary School,0.918595932567793,2
708 WOODLANDS DR 70,Admiralty Primary School,0.4116979447507483,2
632 WOODLANDS RING RD,Admiralty Primary School,0.7814437342110372,2
790 WOODLANDS AVE 6,Admiralty Primary School,0.3140147799116229,2
742 WOODLANDS CIRCLE,Admiralty Primary School,0.46806297359879456,2
545 WOODLANDS DR 16,Admiralty Primary School,1.6438746749807842,1
754 WOODLANDS CIRCLE,Admiralty Primary School,0.7407229620421478,2
778 WOODLANDS DR 60,Riverside Primary School,0.23043022833396842,2
549 WOODLANDS DR 44,Admiralty Primary School,1.349573955883168,2
763 WOODLANDS AVE 6,Admiralty Primary School,0.5449479228636052,2
845 WOODLANDS ST 82,Admiralty Primary School,0.8356322194785666,2
750 WOODLANDS AVE 4,Admiralty Primary School,0.7035796145398842,2
110 WOODLANDS ST 13,Admiralty Primary School,2.128970625091526,0
137 MARSILING RD,Admiralty Primary School,2.596409506517459,0
689B WOODLANDS DR 75,Riverside Primary School,0.7842732950832155,3
733 WOODLANDS CIRCLE,Admiralty Primary School,0.18549940824048458,2
787C WOODLANDS CRES,Riverside Primary School,0.25189432620179003,2
406 WOODLANDS ST 41,Admiralty Primary School,3.3731851962808466,0
739 WOODLANDS CIRCLE,Admiralty Primary School,0.37897228845353065,2
740 WOODLANDS CIRCLE,Admiralty Primary School,0.4656432905071589,2
856 WOODLANDS ST 83,Admiralty Primary School,0.7877473188577453,2
894C WOODLANDS DR 50,Admiralty Primary School,1.3293178787798112,2
860 WOODLANDS ST 83,Admiralty Primary School,0.7567812711950772,2
609 WOODLANDS RING RD,Admiralty Primary School,0.8505456248532781,2
214 MARSILING LANE,Admiralty Primary School,3.1885779018236917,0
215 MARSILING LANE,Admiralty Primary School,3.1617073279923975,0
528 WOODLANDS DR 14,Admiralty Primary School,1.4873025642381672,1
841 WOODLANDS ST 82,Admiralty Primary School,0.9322067262871522,2
521 WOODLANDS DR 14,Admiralty Primary School,1.2372637334604293,2
336 WOODLANDS AVE 1,Admiralty Primary School,2.4169245000330237,0
514 WOODLANDS DR 14,Admiralty Primary School,1.456333465230224,2
109 WOODLANDS ST 13,Admiralty Primary School,2.1980310238441154,0
539 WOODLANDS DR 16,Admiralty Primary School,1.7314257178530075,1
898A WOODLANDS DR 50,Admiralty Primary School,1.0006778172291988,2
328 WOODLANDS ST 32,Admiralty Primary School,2.6813585986465207,0
682A WOODLANDS DR 62,Admiralty Primary School,0.44267669363714524,2
319 WOODLANDS ST 31,Admiralty Primary School,2.8037891058979856,0
36 MARSILING DR,Admiralty Primary School,3.11321291877645,0
891A WOODLANDS DR 50,Admiralty Primary School,1.1253894630156922,2
547 WOODLANDS DR 16,Admiralty Primary School,1.5868260106438783,1
540 WOODLANDS DR 16,Admiralty Primary School,1.7900598502102723,1
744 WOODLANDS CIRCLE,Admiralty Primary School,0.45715085568700237,2
543 WOODLANDS DR 16,Admiralty Primary School,1.7319423045883953,1
764 WOODLANDS CIRCLE,Admiralty Primary School,0.4612488267864926,2
586 WOODLANDS DR 16,Admiralty Primary School,1.6595893461863167,1
723 WOODLANDS AVE 6,Admiralty Primary School,0.32539408926363433,2
772 WOODLANDS DR 60,Riverside Primary School,0.4063445346470516,2
416 WOODLANDS ST 41,Admiralty Primary School,3.322847441618047,0
681D WOODLANDS DR 62,Admiralty Primary School,0.4910915616065246,2
877 WOODLANDS AVE 9,Admiralty Primary School,1.008803027905216,2
686B WOODLANDS DR 73,Riverside Primary School,0.6979676744270746,2
522 WOODLANDS DR 14,Admiralty Primary School,1.1925684349147774,2
871 WOODLANDS ST 81,Admiralty Primary School,1.2153338737949582,2
787E WOODLANDS CRES,Riverside Primary School,0.2407131423094737,2
631 WOODLANDS RING RD,Admiralty Primary School,0.822696405919567,2
718 WOODLANDS AVE 6,Admiralty Primary School,0.17392554089193935,2
717 WOODLANDS DR 70,Admiralty Primary School,0.20398070540316618,2
688F WOODLANDS DR 75,Riverside Primary School,0.75677704333429,3
607 WOODLANDS RING RD,Admiralty Primary School,0.7854042269351305,2
417 WOODLANDS ST 41,Admiralty Primary School,3.2714309719240844,0
587 WOODLANDS DR 16,Admiralty Primary School,1.6555648621168413,1
527 WOODLANDS DR 14,Admiralty Primary School,1.4943462807117616,1
720 WOODLANDS AVE 6,Admiralty Primary School,0.12008313804657411,2
779 WOODLANDS CRES,Riverside Primary School,0.17996174423194222,2
897A WOODLANDS DR 50,Admiralty Primary School,0.9575847179190679,2
671 WOODLANDS DR 71,Admiralty Primary School,0.4196500928321565,2
170 WOODLANDS ST 11,Admiralty Primary School,2.82374853164454,0
585 WOODLANDS DR 16,Admiralty Primary School,1.5502436041507297,1
873 WOODLANDS ST 81,Admiralty Primary School,1.1478117284234473,2
748 WOODLANDS CIRCLE,Admiralty Primary School,0.5950856630712468,2
505 WOODLANDS DR 14,Admiralty Primary School,1.5199611753882754,1
602 WOODLANDS DR 42,Admiralty Primary School,0.6351762084159991,2
770 WOODLANDS DR 60,Riverside Primary School,0.350355602393375,2
688B WOODLANDS DR 75,Riverside Primary School,0.7011711125995664,3
341 WOODLANDS AVE 1,Admiralty Primary School,2.4373171374218003,0
614 WOODLANDS AVE 4,Admiralty Primary School,0.9904505929840773,2
663 WOODLANDS RING RD,Admiralty Primary School,0.7320399190011603,2
683A WOODLANDS DR 62,Admiralty Primary School,0.4236176252216829,2
896C WOODLANDS DR 50,Admiralty Primary School,0.9887793941659577,2
857 WOODLANDS ST 83,Admiralty Primary School,0.7201743464773736,2
689A WOODLANDS DR 75,Riverside Primary School,0.7391932335246865,3
786D WOODLANDS DR 60,Riverside Primary School,0.11331444178784103,2
513 WOODLANDS DR 14,Admiralty Primary School,1.5240779360976213,1
767 WOODLANDS CIRCLE,Admiralty Primary School,0.4771945595463595,2
501 WOODLANDS DR 14,Admiralty Primary School,1.3970892854476533,2
731 WOODLANDS CIRCLE,Admiralty Primary School,0.25034609602201036,2
35 MARSILING DR,Admiralty Primary School,3.1622143594391185,0
687C WOODLANDS DR 75,Admiralty Primary School,0.7105810397737399,2
534 WOODLANDS DR 14,Admiralty Primary School,1.6230122992911253,1
879 WOODLANDS ST 82,Admiralty Primary School,0.9007665674607922,2
681C WOODLANDS DR 62,Admiralty Primary School,0.46532183736681226,2
583 WOODLANDS DR 16,Admiralty Primary School,1.4518117463154,2
681A WOODLANDS DR 62,Admiralty Primary School,0.5407525158155541,2
678 WOODLANDS AVE 6,Admiralty Primary School,0.3246207687103908,2
517 WOODLANDS DR 14,Admiralty Primary School,1.3466570386919408,2
589 WOODLANDS DR 16,Admiralty Primary School,1.7347888028618552,1
670 WOODLANDS DR 71,Admiralty Primary School,0.4291513234651177,2
846 WOODLANDS AVE 4,Admiralty Primary School,0.7343649759826977,2
509 WOODLANDS DR 14,Admiralty Primary School,1.6370719618347238,1
893C WOODLANDS DR 50,Admiralty Primary School,1.274514884896849,2
635 WOODLANDS RING RD,Admiralty Primary School,0.7238002457555923,2
302 WOODLANDS ST 31,Admiralty Primary School,3.104266553214289,0
648 WOODLANDS RING RD,Admiralty Primary School,0.5048579643637877,2
652 WOODLANDS RING RD,Admiralty Primary School,0.5135554927376775,2
788C WOODLANDS CRES,Admiralty Primary School,0.2419448658804568,2
788D WOODLANDS CRES,Admiralty Primary School,0.3136058899233812,2
118 MARSILING RISE,Admiralty Primary School,2.2353280458873637,0
658 WOODLANDS RING RD,Admiralty Primary School,0.6644791394757349,2
405 WOODLANDS ST 41,Admiralty Primary School,3.39263980470991,0
419 WOODLANDS ST 41,Admiralty Primary School,3.2358028461614308,0
821 WOODLANDS ST 82,Admiralty Primary School,1.1170780001135312,2
402 WOODLANDS ST 41,Admiralty Primary School,3.3458978614680106,0
848 WOODLANDS ST 82,Admiralty Primary School,0.926465013335561,2
342 WOODLANDS AVE 1,Admiralty Primary School,2.4146917180770684,0
847 WOODLANDS ST 82,Admiralty Primary School,0.9259380105171691,2
271 YISHUN ST 22,Chongfu School,0.136308808329953,3
107 YISHUN RING RD,Chongfu School,1.4791117851109519,3
127 YISHUN ST 11,Chongfu School,1.036617683096563,3
640 YISHUN ST 61,Northland Primary School,0.23635567556138207,3
393 YISHUN AVE 6,Huamin Primary School,0.5041897746895366,3
263 YISHUN ST 22,Chongfu School,0.24785686340034185,3
108 YISHUN RING RD,Chongfu School,1.3223780881500025,3
125 YISHUN ST 11,Chongfu School,1.1026249603126521,3
269 YISHUN ST 22,Chongfu School,0.18058022265387227,3
237 YISHUN RING RD,Chongfu School,0.5481323320502638,3
797 YISHUN RING RD,Northland Primary School,0.8393925462268665,2
604 YISHUN ST 61,Northland Primary School,0.6046803693509694,3
165 YISHUN RING RD,Chongfu School,0.886289205310694,3
118 YISHUN RING RD,Chongfu School,1.2166579097821297,2
220 YISHUN ST 21,Chongfu School,0.693869293219671,3
605 YISHUN ST 61,Northland Primary School,0.5178238534064549,3
123 YISHUN ST 11,Chongfu School,0.9403353133306634,3
321 YISHUN CTRL,Huamin Primary School,0.36812477336861477,3
152 YISHUN ST 11,Chongfu School,0.958347517232476,3
632 YISHUN ST 61,Northland Primary School,0.32883810920693546,2
731 YISHUN ST 72,Northland Primary School,1.363099740438164,3
701 YISHUN AVE 5,Chongfu School,1.4932459998854768,3
708 YISHUN AVE 5,Chongfu School,1.7236400776032887,3
126 YISHUN ST 11,Chongfu School,1.1672411402920333,3
362 YISHUN RING RD,Huamin Primary School,0.18474582901764328,3
241 YISHUN RING RD,Chongfu School,0.694219096397108,3
242 YISHUN RING RD,Chongfu School,0.6343343485663255,3
354 YISHUN RING RD,Huamin Primary School,0.17119988309789333,3
740 YISHUN AVE 5,Chongfu School,1.2127723776003687,3
703 YISHUN AVE 5,Chongfu School,1.5177753317625235,3
122 YISHUN ST 11,Chongfu School,0.985255776445976,3
228 YISHUN ST 21,Chongfu School,0.39224934784035087,3
117 YISHUN RING RD,Chongfu School,1.3295637351313698,2
141 YISHUN RING RD,Chongfu School,1.3142314519153075,3
720 YISHUN ST 71,Northland Primary School,1.4621340108970562,3
148 YISHUN ST 11,Chongfu School,1.0534780757207474,3
208 YISHUN ST 21,Chongfu School,0.8366107831146762,3
146 YISHUN ST 11,Chongfu School,1.1171189874913288,3
423 YISHUN AVE 11,Huamin Primary School,0.6336026524551955,3
203 YISHUN ST 21,Chongfu School,0.8939990667298,3
862 YISHUN AVE 4,Northland Primary School,0.4552084661709603,2
147 YISHUN ST 11,Chongfu School,1.1453237374478147,3
202 YISHUN ST 21,Huamin Primary School,0.8700734384633867,3
217 YISHUN ST 21,Chongfu School,0.7198458807803457,3
218 YISHUN ST 21,Chongfu School,0.6907538579020585,3
253 YISHUN RING RD,Chongfu School,0.40272019188597064,3
245 YISHUN AVE 9,Chongfu School,0.5281997889589506,3
262 YISHUN ST 22,Chongfu School,0.2896196494753533,3
746 YISHUN ST 72,Northland Primary School,1.20854323458055,3
437 YISHUN AVE 6,Huamin Primary School,0.6914465814896531,2
741 YISHUN AVE 5,Chongfu School,1.1472317022312504,3
249 YISHUN AVE 9,Chongfu School,0.4492256896857069,3
254 YISHUN RING RD,Chongfu School,0.4410447124560898,3
783 YISHUN RING RD,Northland Primary School,0.9135237816401649,3
329 YISHUN RING RD,Huamin Primary School,0.4099234291730816,3
849 YISHUN RING RD,Northland Primary School,0.7630504882921707,2
745 YISHUN ST 72,Chongfu School,1.194884644476265,3
839 YISHUN ST 81,Northland Primary School,0.9601704780934448,2
173 YISHUN AVE 7,Chongfu School,0.9230322302675094,3
403 YISHUN AVE 6,Huamin Primary School,0.47998340790826355,3
718 YISHUN ST 71,Northland Primary School,1.5255294120953564,3
433 YISHUN AVE 6,Northland Primary School,0.7083460310896497,2
250 YISHUN AVE 9,Chongfu School,0.4118165563646462,3
101 YISHUN AVE 5,Chongfu School,1.5600348706558451,3
389 YISHUN AVE 6,Huamin Primary School,0.509360240942064,3
638 YISHUN ST 61,Northland Primary School,0.27436804321370367,2
778 YISHUN AVE 2,Northland Primary School,0.806001291791266,3
435 YISHUN AVE 6,Northland Primary School,0.7080892217431178,2
766 YISHUN AVE 3,Northland Primary School,0.8794760455985456,3
233 YISHUN ST 21,Chongfu School,0.40202741039479706,3
367 YISHUN RING RD,Huamin Primary School,0.305760686644184,3
111 YISHUN RING RD,Chongfu School,1.3206540214213658,3
609 YISHUN ST 61,Northland Primary School,0.509186356714835,3
868 YISHUN ST 81,Northland Primary School,0.885487946810799,2
399 YISHUN AVE 6,Huamin Primary School,0.32235939064300273,3
634 YISHUN ST 61,Northland Primary School,0.30374823517404875,2
647 YISHUN ST 61,Northland Primary School,0.4432608717850207,3
785 YISHUN AVE 2,Northland Primary School,0.7757834964875967,3
415 YISHUN AVE 11,Huamin Primary School,0.33342803720842856,3
765 YISHUN ST 72,Northland Primary School,0.8944043954203844,3
247 YISHUN AVE 9,Chongfu School,0.48528794839824496,3
730 YISHUN ST 71,Northland Primary School,1.254611345232923,3
175 YISHUN AVE 7,Chongfu School,0.7663176413896959,3
274 YISHUN ST 22,Chongfu School,0.10785181454146096,3
613 YISHUN ST 61,Northland Primary School,0.636069317315199,2
363 YISHUN RING RD,Huamin Primary School,0.23915837807088722,3
756 YISHUN ST 72,Northland Primary School,1.0558067403581386,3
283 YISHUN AVE 6,Chongfu School,0.12180648782625247,2
398 YISHUN RING RD,Huamin Primary School,0.2657120876375535,3
787 YISHUN RING RD,Northland Primary School,0.9866693702885254,2
768 YISHUN AVE 3,Northland Primary School,0.8633845670653807,3
302 YISHUN CTRL,Huamin Primary School,0.6105279206383963,3
626 YISHUN ST 61,Northland Primary School,0.6928059815838478,2
610 YISHUN ST 61,Northland Primary School,0.5387296079901496,2
308 YISHUN RING RD,Huamin Primary School,0.6239490228207153,3
167 YISHUN RING RD,Chongfu School,0.7984440617627927,3
816 YISHUN ST 81,Northland Primary School,1.3200346265009162,1
289 YISHUN AVE 6,Chongfu School,0.23781200674348685,2
617 YISHUN RING RD,Northland Primary School,0.6498101258429605,2
210 YISHUN ST 21,Huamin Primary School,0.7670808751675122,3
204 YISHUN ST 21,Chongfu School,0.9347165238662861,3
737 YISHUN ST 72,Chongfu School,1.2917713641315591,3
115B YISHUN RING RD,Chongfu School,1.465025880075292,1
833 YISHUN ST 81,Northland Primary School,1.0396629779318136,2
170 YISHUN AVE 7,Chongfu School,0.7409501334639005,2
159 YISHUN ST 11,Chongfu School,0.8539310873231054,3
749 YISHUN ST 72,Northland Primary School,1.1161581447544722,3
272 YISHUN ST 22,Chongfu School,0.04958471450703351,3
412 YISHUN RING RD,Huamin Primary School,0.34225983447441,3
357 YISHUN RING RD,Huamin Primary School,0.2280299712184959,3
622 YISHUN RING RD,Northland Primary School,0.718538902848416,2
296 YISHUN ST 20,Chongfu School,0.5384150697899285,3
644 YISHUN ST 61,Northland Primary School,0.3929328527736088,3
860 YISHUN AVE 4,Northland Primary School,0.3679645936294391,2
298 YISHUN ST 20,Chongfu School,0.5518924825260157,3
800 YISHUN RING RD,Northland Primary School,1.0122250128803907,2
212 YISHUN ST 21,Chongfu School,0.7601531619198125,3
775 YISHUN RING RD,Northland Primary School,0.988164539078197,3
297 YISHUN ST 20,Chongfu School,0.5240945963420756,3
238 YISHUN RING RD,Chongfu School,0.5910158234332437,3
636 YISHUN ST 61,Northland Primary School,0.22166022526511223,2
657 YISHUN AVE 4,Northland Primary School,0.22503434266337002,3
624 YISHUN RING RD,Northland Primary School,0.6753826005620956,2
866 YISHUN ST 81,Northland Primary School,0.7970462955707219,2
809 YISHUN RING RD,Northland Primary School,1.2312028968397661,2
326 YISHUN RING RD,Huamin Primary School,0.3484552162253936,3
850 YISHUN ST 81,Northland Primary School,0.7553679181366554,2
360 YISHUN RING RD,Huamin Primary School,0.18174605466582888,3
405 YISHUN AVE 6,Huamin Primary School,0.5603235715033749,3
324 YISHUN CTRL,Huamin Primary School,0.3115244905247138,3
606 YISHUN ST 61,Northland Primary School,0.5146240491390491,3
851 YISHUN ST 81,Northland Primary School,0.7511162100371435,2
361 YISHUN RING RD,Huamin Primary School,0.23833695414295927,3
611 YISHUN ST 61,Northland Primary School,0.5382076415042369,2
877 YISHUN ST 81,Northland Primary School,0.9909209517045898,2
640A YISHUN ST 61,Northland Primary School,0.1994383430458579,3
226E ANG MO KIO AVE 1,Ai Tong School,0.9976622254801994,1
180 ANG MO KIO AVE 5,Ai Tong School,1.876183208386976,1
538 ANG MO KIO AVE 5,Ai Tong School,2.805750772683283,0
727 ANG MO KIO AVE 6,Ai Tong School,1.9931503449231354,1
153 ANG MO KIO AVE 5,Ai Tong School,2.0133384199560656,0
536 ANG MO KIO AVE 10,Ai Tong School,2.8040407227848614,0
559 ANG MO KIO AVE 10,Yangzheng Primary School,2.7453981004323618,0
456 ANG MO KIO AVE 10,Yangzheng Primary School,2.3268763384290536,0
541 ANG MO KIO AVE 10,Ai Tong School,2.9157920464466756,0
214 ANG MO KIO AVE 3,Ai Tong School,1.1940717001330405,1
452 ANG MO KIO AVE 10,Yangzheng Primary School,2.630081334091918,0
441 ANG MO KIO AVE 10,Ai Tong School,2.42991180179528,0
129 ANG MO KIO AVE 3,Ai Tong School,1.4394318725489619,1
728 ANG MO KIO AVE 6,Ai Tong School,1.9389988878096962,1
534 ANG MO KIO AVE 10,Ai Tong School,2.7855098470042083,0
608 ANG MO KIO AVE 5,Ai Tong School,2.0332569417616257,0
223 ANG MO KIO AVE 1,Ai Tong School,0.8291914653616571,1
462 ANG MO KIO AVE 10,Yangzheng Primary School,2.341205791356735,0
152 ANG MO KIO AVE 5,Ai Tong School,1.9499226823268,1
639 ANG MO KIO AVE 6,Ai Tong School,2.383816815528305,0
444 ANG MO KIO AVE 10,Yangzheng Primary School,2.457650743117411,0
432 ANG MO KIO AVE 10,Ai Tong School,2.444470823509875,0
215 ANG MO KIO AVE 1,Ai Tong School,1.1756210299064345,1
112 ANG MO KIO AVE 4,Ai Tong School,1.221475227030253,1
107 ANG MO KIO AVE 4,Ai Tong School,1.2891220219670534,1
163 ANG MO KIO AVE 4,Ai Tong School,1.5442113924371146,1
646 ANG MO KIO AVE 6,Ai Tong School,2.3992274417662687,0
644 ANG MO KIO AVE 4,Ai Tong School,2.234094663153446,0
302 ANG MO KIO AVE 3,Ai Tong School,1.5799725723852092,1
255 ANG MO KIO AVE 4,Ai Tong School,1.1279675707136765,1
319 ANG MO KIO AVE 1,Ai Tong School,1.6742879735434868,1
229 ANG MO KIO AVE 3,Ai Tong School,1.1035863273185507,1
611 ANG MO KIO AVE 5,Ai Tong School,2.0139603197761513,0
612 ANG MO KIO AVE 4,Ai Tong School,2.1193262503272843,0
175 ANG MO KIO AVE 4,Ai Tong School,1.7351746192979747,1
211 ANG MO KIO AVE 3,Ai Tong School,1.3538946496150512,1
436 ANG MO KIO AVE 10,Ai Tong School,2.4558151578262866,0
