flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
35 MARINE CRES,East Coast Park,1.89,1,Parkway Parade,0.87,3,Kong Hwa School,2.86,0,Marine Terrace Blk 50A (50A Marine Terrace),0.44,3,Meridian,0.84,2,Marine Terrace,0.34,4,2
62 MARINE DR,East Coast Park,2.31,0,Parkway Parade,0.45,3,Kong Hwa School,2.48,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.3,4,Meridian,0.88,2,Marine Parade,0.21,5,3
34 MARINE CRES,East Coast Park,1.94,1,i12 Katong,0.8,3,Kong Hwa School,2.75,0,Marine Terrace Blk 50A (50A Marine Terrace),0.44,4,Meridian,0.7,2,Marine Terrace,0.35,5,3
55 MARINE TER,East Coast Park,1.71,1,i12 Katong,1.0,3,Maha Bodhi School,2.91,0,Marine Terrace Blk 50A (50A Marine Terrace),0.2,4,Meridian,0.65,2,Marine Terrace,0.13,4,2
17 MARINE TER,East Coast Park,1.72,1,i12 Katong,1.03,3,Kong Hwa School,2.98,0,Marine Terrace Blk 50A (50A Marine Terrace),0.28,3,Meridian,0.82,2,Marine Terrace,0.18,4,2
79 MARINE DR,East Coast Park,2.47,0,Parkway Parade,0.29,3,Kong Hwa School,2.41,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.18,4,Meridian,1.03,1,Marine Parade,0.17,4,3
28 MARINE CRES,East Coast Park,1.82,1,Parkway Parade,0.94,3,Kong Hwa School,2.9,0,Marine Terrace Blk 50A (50A Marine Terrace),0.37,3,Meridian,0.81,2,Marine Terrace,0.27,4,2
73 MARINE DR,East Coast Park,2.36,0,i12 Katong,0.4,3,Kong Hwa School,2.36,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.28,6,Meridian,0.78,3,Marine Parade,0.16,6,3
78 MARINE DR,East Coast Park,2.4,0,Parkway Parade,0.35,3,Kong Hwa School,2.46,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.24,3,Meridian,1.01,1,Marine Parade,0.21,4,3
5 CHANGI VILLAGE RD,Changi Beach Park,1.82,1,Jewel Changi Airport,3.16,0,Pasir Ris Primary School,3.23,0,Changi Village Blk 2 and 3,0.16,1,Jalan Besar,3.59,0,Jalan Besar,3.59,0,0
229 PASIR RIS ST 21,Pasir Ris Town Park,1.05,2,Downtown East,0.78,2,Pasir Ris Primary School,0.12,1,Pasir Ris Central Hawker Centre,1.14,1,Jalan Besar,0.78,2,Pasir Ris East,0.53,3,1
103 PASIR RIS ST 12,Pasir Ris Town Park,0.79,3,Downtown East,0.96,2,Pasir Ris Primary School,0.72,2,Pasir Ris Central Hawker Centre,0.99,1,Downtown,1.09,3,Pasir Ris East,0.14,4,1
427 PASIR RIS DR 6,Pasir Ris Town Park,0.42,3,Downtown East,0.63,2,Pasir Ris Primary School,0.79,2,Pasir Ris Central Hawker Centre,0.61,1,Downtown,0.74,2,Pasir Ris East,0.43,3,1
142 PASIR RIS ST 11,Pasir Ris Town Park,1.15,3,White Sands,1.43,4,Pasir Ris Primary School,1.08,3,Pasir Ris Central Hawker Centre,1.37,1,Tampines,1.36,3,Pasir Ris East,0.56,4,1
127 PASIR RIS ST 11,Pasir Ris Town Park,0.69,3,White Sands,0.95,5,Pasir Ris Primary School,1.11,3,Pasir Ris Central Hawker Centre,0.93,1,Downtown,1.22,3,Pasir Ris East,0.55,4,1
762 PASIR RIS ST 71,Pasir Ris Park,1.64,1,Pasir Ris West Plaza,0.52,2,Gongshang Primary School,2.65,0,Pasir Ris Central Hawker Centre,1.98,1,Pasir Ris,1.55,2,Tampines North,0.45,4,2
106 PASIR RIS ST 12,Pasir Ris Town Park,0.7,3,Downtown East,0.91,2,Pasir Ris Primary School,0.75,2,Pasir Ris Central Hawker Centre,0.91,1,Downtown,1.03,3,Pasir Ris East,0.2,4,1
472 PASIR RIS DR 6,Pasir Ris Town Park,0.61,2,Downtown East,0.27,2,Pasir Ris Primary School,0.65,1,Pasir Ris Central Hawker Centre,0.64,1,Jalan Besar,0.37,2,Jalan Besar,0.37,3,1
255 PASIR RIS ST 21,Pasir Ris Town Park,1.36,2,Downtown East,1.28,2,Pasir Ris Primary School,0.49,1,Pasir Ris Central Hawker Centre,1.52,1,Jalan Besar,1.32,2,Pasir Ris East,0.53,3,1
723 PASIR RIS ST 72,Pasir Ris Park,1.27,1,Pasir Ris West Plaza,0.11,2,Waterway Primary School,2.83,0,Pasir Ris Central Hawker Centre,1.85,1,Pasir Ris,1.45,1,Tampines North,1.07,3,2
252 PASIR RIS ST 21,Pasir Ris Town Park,1.21,2,Downtown East,1.18,2,Pasir Ris Primary School,0.49,2,Pasir Ris Central Hawker Centre,1.38,1,Jalan Besar,1.24,2,Pasir Ris East,0.37,3,1
215 PASIR RIS ST 21,Pasir Ris Town Park,1.11,2,Downtown East,1.1,2,Pasir Ris Primary School,0.48,2,Pasir Ris Central Hawker Centre,1.28,1,Jalan Besar,1.18,3,Pasir Ris East,0.27,4,1
458 PASIR RIS DR 4,Pasir Ris Town Park,0.8,2,Downtown East,0.67,2,Pasir Ris Primary School,0.37,2,Pasir Ris Central Hawker Centre,0.93,1,Jalan Besar,0.75,2,Pasir Ris East,0.32,3,1
742 PASIR RIS ST 71,Pasir Ris Park,1.59,3,Pasir Ris West Plaza,0.31,2,Gongshang Primary School,2.63,0,Pasir Ris Central Hawker Centre,1.78,1,Pasir Ris,1.61,2,Tampines North,0.67,4,2
122 PASIR RIS ST 11,Pasir Ris Town Park,0.59,3,White Sands,0.84,5,Pasir Ris Primary School,1.14,3,Pasir Ris Central Hawker Centre,0.83,1,Downtown,1.15,3,Pasir Ris East,0.6,4,1
119 PASIR RIS ST 11,Pasir Ris Town Park,0.51,3,White Sands,0.78,3,Pasir Ris Primary School,1.04,3,Pasir Ris Central Hawker Centre,0.75,1,Downtown,1.04,3,Pasir Ris East,0.53,4,1
417 PASIR RIS DR 6,Pasir Ris Town Park,0.34,3,Downtown East,0.44,2,Pasir Ris Primary School,0.82,2,Pasir Ris Central Hawker Centre,0.47,1,Downtown,0.55,2,Downtown,0.55,3,1
561 PASIR RIS ST 51,Tampines Eco Green,0.47,3,White Sands,0.61,7,Gongshang Primary School,1.1,3,Pasir Ris Central Hawker Centre,0.71,2,Downtown,1.19,3,Pasir Ris East,0.97,4,1
758 PASIR RIS ST 71,Pasir Ris Park,1.5,1,Pasir Ris West Plaza,0.46,2,Gongshang Primary School,2.79,0,Pasir Ris Central Hawker Centre,2.06,0,Pasir Ris,1.41,2,Tampines North,0.57,4,2
198 PASIR RIS ST 12,Pasir Ris Town Park,0.98,2,Downtown East,1.11,2,Pasir Ris Primary School,0.68,2,Pasir Ris Central Hawker Centre,1.18,1,Jalan Besar,1.22,3,Pasir Ris East,0.18,4,1
751 PASIR RIS ST 71,Pasir Ris Park,1.36,1,Pasir Ris West Plaza,0.32,2,Waterway Primary School,2.83,0,Pasir Ris Central Hawker Centre,2.05,0,Pasir Ris,1.33,1,Tampines North,0.73,3,2
428 PASIR RIS DR 6,Pasir Ris Town Park,0.51,3,Downtown East,0.73,2,Pasir Ris Primary School,0.78,2,Pasir Ris Central Hawker Centre,0.71,1,Downtown,0.85,3,Pasir Ris East,0.34,4,1
759 PASIR RIS ST 71,Pasir Ris Park,1.52,1,Pasir Ris West Plaza,0.53,2,Gongshang Primary School,2.8,0,Pasir Ris Central Hawker Centre,2.12,0,Pasir Ris,1.4,2,Tampines North,0.53,4,2
113 PASIR RIS ST 11,Pasir Ris Town Park,0.53,3,White Sands,0.83,3,Pasir Ris Primary School,0.92,3,Pasir Ris Central Hawker Centre,0.76,1,Downtown,0.98,3,Pasir Ris East,0.41,4,1
516 PASIR RIS ST 52,Pasir Ris Town Park,1.03,3,White Sands,0.71,3,Gongshang Primary School,1.97,1,Pasir Ris Central Hawker Centre,0.89,1,Downtown,1.32,2,Tampines North,1.21,4,2
515 PASIR RIS ST 52,Pasir Ris Town Park,1.1,3,White Sands,0.78,3,Gongshang Primary School,1.99,1,Pasir Ris Central Hawker Centre,0.96,1,Downtown,1.38,3,Tampines North,1.15,5,2
637 PASIR RIS DR 1,Pasir Ris Town Park,1.47,3,Pasir Ris West Plaza,0.55,3,Gongshang Primary School,2.37,0,Pasir Ris Central Hawker Centre,1.3,1,Downtown,1.64,2,Tampines North,1.0,4,2
186 PASIR RIS ST 11,Pasir Ris Town Park,1.05,3,Downtown East,1.27,3,Pasir Ris Primary School,0.89,3,Pasir Ris Central Hawker Centre,1.27,1,Downtown,1.39,3,Pasir Ris East,0.37,4,1
486 PASIR RIS DR 4,Pasir Ris Town Park,0.93,2,Downtown East,0.56,2,Pasir Ris Primary School,0.35,1,Pasir Ris Central Hawker Centre,0.99,1,Jalan Besar,0.54,2,Jalan Besar,0.54,3,1
272 PASIR RIS ST 21,Pasir Ris Town Park,1.56,2,Downtown East,1.61,2,Pasir Ris Primary School,0.88,2,Pasir Ris Central Hawker Centre,1.76,1,Jalan Besar,1.68,3,Pasir Ris East,0.73,4,1
572 PASIR RIS ST 53,Pasir Ris Town Park,0.79,3,White Sands,0.47,3,Gongshang Primary School,1.84,2,Pasir Ris Central Hawker Centre,0.66,1,Downtown,1.11,2,Downtown,1.11,4,2
147 PASIR RIS ST 13,Pasir Ris Town Park,1.41,2,Downtown East,1.59,2,Pasir Ris Primary School,1.03,3,Pasir Ris Central Hawker Centre,1.63,1,Tampines,1.5,3,Pasir Ris East,0.66,4,1
636 PASIR RIS DR 1,Pasir Ris Town Park,1.43,3,Pasir Ris West Plaza,0.59,3,Gongshang Primary School,2.35,0,Pasir Ris Central Hawker Centre,1.26,1,Downtown,1.59,2,Tampines North,1.04,4,2
638 PASIR RIS DR 1,Pasir Ris Town Park,1.39,4,Pasir Ris West Plaza,0.64,3,Gongshang Primary School,2.29,0,Pasir Ris Central Hawker Centre,1.23,1,Downtown,1.58,2,Tampines North,1.01,4,2
566 PASIR RIS ST 51,Pasir Ris Town Park,0.4,3,White Sands,0.37,6,Gongshang Primary School,1.32,2,Pasir Ris Central Hawker Centre,0.52,1,Downtown,1.05,3,Downtown,1.05,5,2
740 PASIR RIS ST 71,Pasir Ris Park,1.49,2,Pasir Ris West Plaza,0.2,2,Gongshang Primary School,2.71,0,Pasir Ris Central Hawker Centre,1.8,1,Pasir Ris,1.55,1,Tampines North,0.77,3,2
635 PASIR RIS DR 1,Pasir Ris Town Park,1.5,3,Pasir Ris West Plaza,0.52,3,Gongshang Primary School,2.44,0,Pasir Ris Central Hawker Centre,1.32,1,Downtown,1.64,3,Tampines North,1.04,5,2
752 PASIR RIS ST 71,Pasir Ris Park,1.44,1,Pasir Ris West Plaza,0.28,2,Gongshang Primary School,2.79,0,Pasir Ris Central Hawker Centre,1.95,1,Pasir Ris,1.43,2,Tampines North,0.7,4,2
251 PASIR RIS ST 21,Pasir Ris Town Park,1.12,2,Downtown East,0.98,2,Pasir Ris Primary School,0.24,1,Pasir Ris Central Hawker Centre,1.26,1,Jalan Besar,1.02,2,Pasir Ris East,0.39,3,1
253 PASIR RIS ST 21,Pasir Ris Town Park,1.24,2,Downtown East,1.2,2,Pasir Ris Primary School,0.47,2,Pasir Ris Central Hawker Centre,1.41,1,Jalan Besar,1.25,2,Pasir Ris East,0.41,3,1
513 PASIR RIS ST 52,Pasir Ris Town Park,1.07,3,White Sands,0.75,3,Gongshang Primary School,2.08,0,Pasir Ris Central Hawker Centre,0.91,1,Downtown,1.29,2,Tampines North,1.25,4,2
555 PASIR RIS ST 51,Pasir Ris Town Park,0.39,3,White Sands,0.55,5,Gongshang Primary School,1.23,3,Pasir Ris Central Hawker Centre,0.6,1,Downtown,1.04,3,Pasir Ris East,0.84,4,1
557 PASIR RIS ST 51,Pasir Ris Town Park,0.5,3,White Sands,0.66,5,Gongshang Primary School,1.13,3,Pasir Ris Central Hawker Centre,0.71,1,Downtown,1.14,3,Pasir Ris East,0.83,4,1
217 PASIR RIS ST 21,Pasir Ris Town Park,0.99,2,Downtown East,0.95,2,Pasir Ris Primary School,0.4,2,Pasir Ris Central Hawker Centre,1.15,1,Jalan Besar,1.03,2,Pasir Ris East,0.2,3,1
161 PASIR RIS ST 13,Pasir Ris Town Park,1.36,2,Downtown East,1.52,2,Pasir Ris Primary School,0.96,3,Pasir Ris Central Hawker Centre,1.58,1,Tampines,1.56,3,Pasir Ris East,0.59,4,1
250 PASIR RIS ST 21,Pasir Ris Town Park,1.17,2,Downtown East,1.03,2,Pasir Ris Primary School,0.24,1,Pasir Ris Central Hawker Centre,1.31,1,Jalan Besar,1.06,2,Pasir Ris East,0.43,3,1
630 PASIR RIS DR 3,Pasir Ris Town Park,1.47,3,Pasir Ris West Plaza,0.56,3,Gongshang Primary School,2.5,0,Pasir Ris Central Hawker Centre,1.28,1,Downtown,1.56,2,Tampines North,1.17,4,2
237 PASIR RIS ST 21,Pasir Ris Town Park,1.19,2,Downtown East,0.84,2,Pasir Ris Primary School,0.18,1,Pasir Ris Central Hawker Centre,1.26,1,Jalan Besar,0.79,2,Pasir Ris East,0.73,3,1
612 ELIAS RD,Pasir Ris Town Park,1.21,3,Pasir Ris West Plaza,0.85,3,Gongshang Primary School,2.08,0,Pasir Ris Central Hawker Centre,1.07,1,Downtown,1.47,3,Tampines North,1.06,4,1
208 PASIR RIS ST 21,Pasir Ris Town Park,1.2,2,Downtown East,1.28,2,Pasir Ris Primary School,0.69,2,Pasir Ris Central Hawker Centre,1.4,1,Jalan Besar,1.37,3,Pasir Ris East,0.37,4,1
244 PASIR RIS ST 21,Pasir Ris Town Park,1.22,2,Downtown East,1.0,2,Pasir Ris Primary School,0.12,1,Pasir Ris Central Hawker Centre,1.34,1,Jalan Besar,1.0,2,Pasir Ris East,0.55,3,1
207 PASIR RIS ST 21,Pasir Ris Town Park,1.24,2,Downtown East,1.3,2,Pasir Ris Primary School,0.68,2,Pasir Ris Central Hawker Centre,1.43,1,Jalan Besar,1.38,3,Pasir Ris East,0.4,4,1
158 PASIR RIS ST 13,Pasir Ris Town Park,1.33,2,Downtown East,1.45,2,Pasir Ris Primary School,0.86,3,Pasir Ris Central Hawker Centre,1.53,1,Jalan Besar,1.54,3,Pasir Ris East,0.52,4,1
713 PASIR RIS ST 72,Pasir Ris Park,1.21,1,Pasir Ris West Plaza,0.35,2,Waterway Primary School,2.8,0,Pasir Ris Central Hawker Centre,1.83,1,Pasir Ris,1.51,1,Loyang,1.15,3,2
500 PASIR RIS ST 52,Pasir Ris Town Park,0.88,3,White Sands,0.58,3,Pasir Ris Primary School,1.92,1,Pasir Ris Central Hawker Centre,0.69,1,Downtown,1.02,2,Downtown,1.02,4,2
510 PASIR RIS ST 52,Pasir Ris Town Park,0.99,3,White Sands,0.68,3,Pasir Ris Primary School,2.06,0,Pasir Ris Central Hawker Centre,0.81,1,Downtown,1.17,2,Downtown,1.17,4,2
129 PASIR RIS ST 11,Pasir Ris Town Park,0.66,3,White Sands,0.93,4,Pasir Ris Primary School,1.03,3,Pasir Ris Central Hawker Centre,0.89,1,Downtown,1.15,3,Pasir Ris East,0.48,4,1
540 PASIR RIS ST 51,Pasir Ris Town Park,0.3,3,White Sands,0.35,5,Gongshang Primary School,1.36,2,Pasir Ris Central Hawker Centre,0.45,1,Downtown,0.96,3,Downtown,0.96,5,2
135 EDGEDALE PLAINS,Sengkang Sculpture Park,1.51,1,Punggol Plaza,0.41,6,Horizon Primary School,0.91,5,One Punggol Hawker Centre,1.87,1,Coral Edge,0.35,13,Coral Edge,0.35,13,0
102D PUNGGOL FIELD,Sengkang Sculpture Park,1.03,2,Rivervale Mall,0.7,6,Punggol View Primary School,0.74,8,One Punggol Hawker Centre,1.07,3,Cove,0.12,17,Cove,0.12,19,2
101D PUNGGOL FIELD,Sengkang Sculpture Park,1.12,2,Rivervale Mall,0.72,6,Punggol View Primary School,0.74,8,One Punggol Hawker Centre,1.08,3,Cove,0.09,17,Cove,0.09,19,2
173C PUNGGOL FIELD,Sengkang Sculpture Park,1.54,3,Punggol Plaza,0.35,6,Horizon Primary School,0.49,6,One Punggol Hawker Centre,1.47,1,Coral Edge,0.34,16,Coral Edge,0.34,17,1
133 EDGEDALE PLAINS,Sengkang Sculpture Park,1.56,1,Punggol Plaza,0.31,6,Horizon Primary School,0.8,5,One Punggol Hawker Centre,1.82,1,Coral Edge,0.25,14,Coral Edge,0.25,14,0
178 EDGEFIELD PLAINS,Punggol Waterway Park,1.34,3,Oasis Terraces,0.65,6,Horizon Primary School,0.55,7,One Punggol Hawker Centre,1.05,2,Cove,0.28,14,Cove,0.28,15,1
202B PUNGGOL FIELD,Sengkang Sculpture Park,0.97,3,Rivervale Mall,0.78,7,Punggol View Primary School,0.66,8,One Punggol Hawker Centre,0.99,3,Cove,0.19,16,Cove,0.19,18,2
105C EDGEFIELD PLAINS,Sengkang Sculpture Park,1.03,2,Rivervale Mall,0.62,6,Punggol View Primary School,0.83,8,One Punggol Hawker Centre,1.17,3,Cove,0.18,16,Cove,0.18,18,2
196A PUNGGOL FIELD,Sengkang Sculpture Park,1.21,2,Rivervale Mall,0.81,6,Punggol View Primary School,0.68,8,One Punggol Hawker Centre,1.02,2,Cove,0.09,16,Cove,0.09,17,1
196D PUNGGOL FIELD,Sengkang Sculpture Park,1.28,3,Oasis Terraces,0.75,7,Punggol View Primary School,0.65,7,One Punggol Hawker Centre,0.98,2,Cove,0.15,14,Cove,0.15,15,1
126C EDGEDALE PLAINS,Sengkang Sculpture Park,1.55,2,Punggol Plaza,0.27,6,Horizon Primary School,0.69,6,One Punggol Hawker Centre,1.7,1,Coral Edge,0.21,15,Coral Edge,0.21,15,0
104A EDGEFIELD PLAINS,Sengkang Sculpture Park,0.95,3,Rivervale Mall,0.51,6,Punggol Green Primary School,0.88,8,One Punggol Hawker Centre,1.26,3,Cove,0.29,18,Cove,0.29,19,1
294 PUNGGOL CTRL,Punggol Waterway Park,0.93,3,Waterway Point,0.5,7,Punggol View Primary School,0.29,8,One Punggol Hawker Centre,0.62,3,Cove,0.39,15,Cove,0.39,16,1
636B PUNGGOL DR,Coney Island Park,1.36,3,Oasis Terraces,0.27,4,Horizon Primary School,0.1,6,One Punggol Hawker Centre,1.32,2,Kadaloor,0.33,12,Kadaloor,0.33,13,1
204A PUNGGOL FIELD,Sengkang Sculpture Park,0.81,3,Rivervale Mall,0.75,7,Punggol Green Primary School,0.56,8,One Punggol Hawker Centre,1.06,3,Cove,0.34,18,Cove,0.34,19,1
175A PUNGGOL FIELD,Sengkang Sculpture Park,1.39,3,Punggol Plaza,0.57,6,Horizon Primary School,0.55,7,One Punggol Hawker Centre,1.28,2,Cove,0.39,15,Cove,0.39,16,1
101A PUNGGOL FIELD,Sengkang Sculpture Park,1.08,2,Rivervale Mall,0.65,6,Punggol View Primary School,0.8,8,One Punggol Hawker Centre,1.14,3,Cove,0.15,16,Cove,0.15,18,2
636A PUNGGOL DR,Coney Island Park,1.35,2,Oasis Terraces,0.29,4,Horizon Primary School,0.1,6,One Punggol Hawker Centre,1.34,2,Kadaloor,0.3,12,Kadaloor,0.3,13,1
118 EDGEFIELD PLAINS,Sengkang Sculpture Park,1.05,2,Rivervale Mall,0.48,6,Horizon Primary School,0.89,8,One Punggol Hawker Centre,1.33,2,Cove,0.34,16,Cove,0.34,18,2
632B PUNGGOL DR,Coney Island Park,1.38,3,Oasis Terraces,0.21,4,Horizon Primary School,0.15,7,One Punggol Hawker Centre,1.23,2,Kadaloor,0.41,11,Kadaloor,0.41,12,1
203B PUNGGOL FIELD,Sengkang Sculpture Park,0.83,3,Rivervale Mall,0.65,6,Punggol Green Primary School,0.66,8,One Punggol Hawker Centre,1.13,3,Cove,0.31,19,Cove,0.31,20,1
638A PUNGGOL DR,Coney Island Park,1.29,2,Oasis Terraces,0.35,4,Horizon Primary School,0.18,6,One Punggol Hawker Centre,1.43,2,Kadaloor,0.2,10,Kadaloor,0.2,11,1
195C PUNGGOL RD,Punggol Waterway Park,1.12,3,Oasis Terraces,0.74,7,Punggol View Primary School,0.48,7,One Punggol Hawker Centre,0.82,2,Cove,0.22,16,Cove,0.22,17,1
204D PUNGGOL FIELD,Sengkang Sculpture Park,0.75,3,Rivervale Mall,0.71,6,Punggol Green Primary School,0.56,8,One Punggol Hawker Centre,1.12,3,Cove,0.39,19,Cove,0.39,20,1
181 EDGEFIELD PLAINS,Punggol Waterway Park,1.39,3,Oasis Terraces,0.62,6,Horizon Primary School,0.49,7,One Punggol Hawker Centre,1.1,2,Cove,0.34,13,Cove,0.34,14,1
130 EDGEDALE PLAINS,Sengkang Sculpture Park,1.49,1,Punggol Plaza,0.35,6,Horizon Primary School,0.8,6,One Punggol Hawker Centre,1.76,1,Coral Edge,0.29,15,Coral Edge,0.29,15,0
102B PUNGGOL FIELD,Sengkang Sculpture Park,1.08,2,Rivervale Mall,0.77,7,Punggol View Primary School,0.67,8,One Punggol Hawker Centre,1.01,3,Cove,0.06,16,Cove,0.06,18,2
165A PUNGGOL CTRL,Coney Island Park,1.76,2,Punggol Plaza,0.21,5,Horizon Primary School,0.53,5,One Punggol Hawker Centre,1.83,1,Punggol,0.21,11,Punggol,0.21,12,1
642D PUNGGOL DR,Coney Island Park,1.34,3,Oasis Terraces,0.53,4,Horizon Primary School,0.28,5,One Punggol Hawker Centre,1.61,2,Kadaloor,0.11,9,Kadaloor,0.11,11,2
204C PUNGGOL FIELD,Sengkang Sculpture Park,0.78,3,Rivervale Mall,0.66,6,Punggol Green Primary School,0.63,8,One Punggol Hawker Centre,1.14,3,Cove,0.35,19,Cove,0.35,20,1
176D EDGEFIELD PLAINS,Sengkang Sculpture Park,1.45,3,Punggol Plaza,0.57,6,Horizon Primary School,0.47,7,One Punggol Hawker Centre,1.25,2,Cove,0.42,14,Cove,0.42,15,1
635A PUNGGOL DR,Coney Island Park,1.31,2,Oasis Terraces,0.21,4,Horizon Primary School,0.16,6,One Punggol Hawker Centre,1.28,2,Kadaloor,0.35,11,Kadaloor,0.35,12,1
106A PUNGGOL FIELD,Sengkang Sculpture Park,1.3,2,Punggol Plaza,0.58,6,Horizon Primary School,0.65,7,One Punggol Hawker Centre,1.34,2,Cove,0.4,15,Cove,0.4,16,1
101C PUNGGOL FIELD,Sengkang Sculpture Park,1.15,2,Rivervale Mall,0.69,6,Horizon Primary School,0.78,8,One Punggol Hawker Centre,1.13,2,Cove,0.15,16,Cove,0.15,17,1
195D PUNGGOL RD,Punggol Waterway Park,1.09,3,Oasis Terraces,0.7,7,Punggol View Primary School,0.47,7,One Punggol Hawker Centre,0.8,2,Cove,0.26,15,Cove,0.26,16,1
633B PUNGGOL DR,Coney Island Park,1.33,3,Oasis Terraces,0.17,4,Horizon Primary School,0.18,7,One Punggol Hawker Centre,1.23,2,Kadaloor,0.4,11,Kadaloor,0.4,12,1
138 EDGEDALE PLAINS,Sengkang Sculpture Park,1.47,1,Punggol Plaza,0.4,6,Horizon Primary School,0.85,6,One Punggol Hawker Centre,1.79,1,Coral Edge,0.33,15,Coral Edge,0.33,15,0
195E PUNGGOL RD,Punggol Waterway Park,1.06,3,Oasis Terraces,0.68,7,Punggol View Primary School,0.44,7,One Punggol Hawker Centre,0.76,2,Cove,0.3,14,Cove,0.3,15,1
633A PUNGGOL DR,Coney Island Park,1.33,3,Oasis Terraces,0.16,4,Horizon Primary School,0.2,7,One Punggol Hawker Centre,1.2,2,Kadaloor,0.43,11,Kadaloor,0.43,12,1
635C PUNGGOL DR,Coney Island Park,1.3,2,Oasis Terraces,0.26,4,Horizon Primary School,0.15,6,One Punggol Hawker Centre,1.34,2,Kadaloor,0.29,12,Kadaloor,0.29,13,1
186 PUNGGOL CTRL,Punggol Waterway Park,1.54,3,Oasis Terraces,0.52,6,Horizon Primary School,0.28,7,One Punggol Hawker Centre,1.27,2,Coral Edge,0.54,13,Coral Edge,0.54,14,1
116 EDGEFIELD PLAINS,Sengkang Sculpture Park,1.13,2,Rivervale Mall,0.45,6,Horizon Primary School,0.86,8,One Punggol Hawker Centre,1.43,1,Cove,0.44,16,Cove,0.44,18,2
174A EDGEDALE PLAINS,Sengkang Sculpture Park,1.62,3,Punggol Plaza,0.31,6,Horizon Primary School,0.42,6,One Punggol Hawker Centre,1.49,1,Coral Edge,0.31,15,Coral Edge,0.31,16,1
103C EDGEFIELD PLAINS,Sengkang Sculpture Park,0.9,3,Rivervale Mall,0.56,6,Punggol Green Primary School,0.81,8,One Punggol Hawker Centre,1.21,3,Cove,0.27,18,Cove,0.27,19,1
638C PUNGGOL DR,Coney Island Park,1.29,3,Oasis Terraces,0.42,4,Horizon Primary School,0.22,6,One Punggol Hawker Centre,1.51,2,Kadaloor,0.13,9,Kadaloor,0.13,11,2
199D PUNGGOL FIELD,Punggol Waterway Park,1.18,2,Waterway Point,0.79,7,Punggol View Primary School,0.53,8,One Punggol Hawker Centre,0.87,2,Cove,0.13,16,Cove,0.13,17,1
126D EDGEDALE PLAINS,Sengkang Sculpture Park,1.59,1,Punggol Plaza,0.24,6,Horizon Primary School,0.69,6,One Punggol Hawker Centre,1.73,1,Coral Edge,0.18,15,Coral Edge,0.18,15,0
173B PUNGGOL FIELD,Sengkang Sculpture Park,1.49,3,Punggol Plaza,0.42,6,Horizon Primary School,0.5,6,One Punggol Hawker Centre,1.41,1,Coral Edge,0.4,16,Coral Edge,0.4,17,1
196B PUNGGOL FIELD,Sengkang Sculpture Park,1.23,2,Rivervale Mall,0.8,6,Punggol View Primary School,0.71,8,One Punggol Hawker Centre,1.04,2,Cove,0.12,16,Cove,0.12,17,1
165B PUNGGOL CTRL,Coney Island Park,1.77,3,Punggol Plaza,0.19,5,Horizon Primary School,0.5,5,One Punggol Hawker Centre,1.8,1,Punggol,0.2,11,Punggol,0.2,12,1
109A EDGEDALE PLAINS,Sengkang Sculpture Park,1.46,2,Punggol Plaza,0.36,6,Horizon Primary School,0.66,6,One Punggol Hawker Centre,1.59,1,Coral Edge,0.31,16,Coral Edge,0.31,16,0
174D EDGEDALE PLAINS,Sengkang Sculpture Park,1.51,3,Punggol Plaza,0.47,6,Horizon Primary School,0.44,6,One Punggol Hawker Centre,1.34,2,Coral Edge,0.47,14,Coral Edge,0.47,15,1
110C PUNGGOL FIELD,Sengkang Sculpture Park,1.48,2,Punggol Plaza,0.36,6,Horizon Primary School,0.59,6,One Punggol Hawker Centre,1.53,1,Coral Edge,0.33,16,Coral Edge,0.33,17,1
172A EDGEDALE PLAINS,Sengkang Sculpture Park,1.63,3,Punggol Plaza,0.22,6,Horizon Primary School,0.52,6,One Punggol Hawker Centre,1.6,1,Coral Edge,0.2,14,Coral Edge,0.2,14,0
295 PUNGGOL CTRL,Punggol Waterway Park,1.01,2,Waterway Point,0.58,7,Punggol View Primary School,0.36,8,One Punggol Hawker Centre,0.7,3,Cove,0.31,15,Cove,0.31,16,1
128D PUNGGOL FIELD WALK,Sengkang Sculpture Park,1.71,1,Punggol Plaza,0.19,6,Horizon Primary School,0.75,5,One Punggol Hawker Centre,1.86,1,Coral Edge,0.12,12,Coral Edge,0.12,12,0
203A PUNGGOL FIELD,Sengkang Sculpture Park,0.89,3,Rivervale Mall,0.7,6,Punggol Green Primary School,0.67,8,One Punggol Hawker Centre,1.07,3,Cove,0.25,19,Cove,0.25,20,1
641A PUNGGOL DR,Coney Island Park,1.3,3,Oasis Terraces,0.63,4,Waterway Primary School,0.18,4,One Punggol Hawker Centre,1.73,1,Kadaloor,0.12,9,Kadaloor,0.12,11,2
