flat,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
520 BEDOK NTH AVE 1,Bedok North,0.4569140471509555,3,Bedok North,0.4698230294985361,4,1
116 BEDOK RESERVOIR RD,Kaki Bukit,0.8358655385571974,5,Kaki Bukit,0.8358655385571974,5,0
59 CHAI CHEE RD,Bedok North,0.7619848828082681,5,Bedok,0.8529022213357552,6,1
122 BEDOK NTH ST 2,Tanah Merah,0.9335112238677022,5,Bedok North,0.7811984579972582,7,2
530 BEDOK NTH ST 3,Bedok Reservoir,0.7813452616372719,4,Bedok Reservoir,0.7813452616372719,4,0
401 BEDOK NTH AVE 3,Bedok North,0.8944332985933995,5,Bedok North,0.510414127986686,6,1
546 BEDOK NTH ST 3,Bedok North,0.4966282179403498,4,Bedok North,0.709835950590604,5,1
138 BEDOK NTH ST 2,Tanah Merah,1.0895263685332826,6,Bedok North,0.6781807431595221,8,2
28 NEW UPP CHANGI RD,Bedok,0.7944632424839871,3,Bedok North,0.6022068283966603,5,2
410 BEDOK NTH AVE 2,Bedok North,0.5698325854777342,4,Bedok North,0.1255688748704862,5,1
149 BEDOK RESERVOIR RD,Bedok Reservoir,0.8644060620356756,4,Bedok Reservoir,0.8644060620356756,3,0
214 BEDOK NTH ST 1,Bedok,0.5335281791808386,4,Bedok North,0.2338428651193946,6,2
146 BEDOK RESERVOIR RD,Bedok Reservoir,0.9676955640855426,4,Bedok Reservoir,0.9676955640855426,3,0
163 BEDOK STH RD,Tanah Merah,1.088293464266762,1,Bayshore,0.8743594036142213,5,4
144 BEDOK RESERVOIR RD,Bedok Reservoir,0.9055379258786505,4,Bedok Reservoir,0.9055379258786505,3,0
169 BEDOK STH AVE 3,Tanah Merah,1.02021899364049,3,Bayshore,0.8612222006281738,7,4
52 NEW UPP CHANGI RD,Tanah Merah,0.7431753729309528,4,Tanah Merah,0.7431753729309528,7,3
15 BEDOK STH RD,Bedok,0.938159161619566,3,Bedok South,0.5567941337535561,5,2
107 BEDOK RESERVOIR RD,Kaki Bukit,0.9562918806567512,5,Kaki Bukit,0.9562918806567512,5,0
706 BEDOK NTH RD,Bedok Reservoir,0.1687574088843934,5,Bedok Reservoir,0.1687574088843934,5,0
420 BEDOK NTH ST 1,Bedok North,0.2580469948657409,4,Bedok North,0.2318142369039549,5,1
708 BEDOK NTH RD,Bedok Reservoir,0.2012913061317951,5,Bedok Reservoir,0.2012913061317951,5,0
156 BEDOK STH AVE 3,Tanah Merah,1.2482625090628332,1,Bayshore,0.6714366311162625,5,4
713 BEDOK RESERVOIR RD,Bedok Reservoir,0.2082697656717717,3,Bedok Reservoir,0.2082697656717717,3,0
44 BEDOK STH RD,Tanah Merah,1.0565318792762213,3,Bayshore,0.8866303449733934,6,3
522 BEDOK NTH AVE 1,Bedok North,0.4577405157047838,3,Bedok North,0.5764716661056332,4,1
93 BEDOK NTH AVE 4,Tanah Merah,0.6501521552090521,5,Tanah Merah,0.6501521552090521,5,0
712 BEDOK RESERVOIR RD,Bedok Reservoir,0.2409765306321493,3,Bedok Reservoir,0.2409765306321493,3,0
672 JLN DAMAI,Kaki Bukit,0.801543333227486,5,Kaki Bukit,0.801543333227486,5,0
159 BEDOK STH AVE 3,Tanah Merah,1.1636179264813145,1,Bayshore,0.7517933861445345,5,4
112 BEDOK NTH RD,Bedok North,1.0839990296802593,6,Bedok North,0.665320207520386,7,1
147 BEDOK RESERVOIR RD,Bedok Reservoir,0.9872259439930182,4,Bedok Reservoir,0.9872259439930182,3,0
22 BEDOK STH AVE 1,Bedok,0.5808610009286642,3,Bedok North,0.5351148960046938,5,2
658 JLN TENAGA,Kaki Bukit,0.5166168765701061,6,Kaki Bukit,0.5166168765701061,6,0
765 BEDOK RESERVOIR VIEW,Tampines West,1.0909890315681372,6,Tampines West,1.0909890315681372,6,0
180 BEDOK NTH RD,Tanah Merah,0.6616346480135374,4,Tanah Merah,0.6616346480135374,7,3
63 CHAI CHEE RD,Bedok North,0.6084217098236413,4,Bedok,0.7387202346191066,5,1
761 BEDOK RESERVOIR VIEW,Tampines West,1.1420130773935078,6,Bedok North,1.0473558236512983,6,0
185 BEDOK NTH RD,Tanah Merah,0.6943163270545145,4,Tanah Merah,0.6943163270545145,7,3
115 LENGKONG TIGA,Kembangan,0.3888784532876706,8,Kembangan,0.3888784532876706,7,0
55 NEW UPP CHANGI RD,Tanah Merah,0.6656948979045204,4,Tanah Merah,0.6656948979045204,7,3
635 BEDOK RESERVOIR RD,Kaki Bukit,0.5331757493033471,6,Kaki Bukit,0.5331757493033471,6,0
516 BEDOK NTH AVE 2,Bedok North,0.6114881981677183,5,Bedok North,0.4315323574432536,6,1
721 BEDOK RESERVOIR RD,Bedok Reservoir,0.6210117882576547,4,Bedok Reservoir,0.6210117882576547,4,0
33 CHAI CHEE AVE,Bedok,0.2345484840286469,4,Bedok,0.2345484840286469,5,1
636 BEDOK RESERVOIR RD,Kaki Bukit,0.4680702734109428,6,Kaki Bukit,0.4680702734109428,6,0
634 BEDOK RESERVOIR RD,Kaki Bukit,0.5779281588943459,6,Kaki Bukit,0.5779281588943459,6,0
20 BEDOK STH RD,Bedok,0.8291277463577218,2,Bedok South,0.2390219127510866,4,2
24 SIN MING RD,Bright Hill,0.4958428096928868,5,Bright Hill,0.7511757283100964,6,1
406 SIN MING AVE,Bishan,0.3475543286002829,5,Bright Hill,0.1905741858579761,6,1
105 BISHAN ST 12,Marymount,1.2363352838167898,5,Marymount,1.2363352838167898,5,0
185 BISHAN ST 13,Lorong Chuan,1.0972284864443551,4,Lorong Chuan,1.0972284864443551,5,1
308 SHUNFU RD,Bright Hill,0.9744209526798676,3,Bright Hill,1.2816341897434511,3,0
311 SHUNFU RD,Bright Hill,1.058286528607007,3,Bright Hill,1.294575104920909,3,0
109 BISHAN ST 12,Marymount,1.227479308374714,5,Marymount,1.227479308374714,5,0
125 BISHAN ST 12,Marymount,0.96043897169166,4,Marymount,0.96043897169166,4,0
281 BISHAN ST 24,Bishan,1.2733461131199788,4,Bright Hill,1.1411396697095375,5,1
177 BISHAN ST 13,Marymount,0.9083821272409024,4,Marymount,0.9083821272409024,5,1
130 BISHAN ST 12,Marymount,0.9050642081609092,4,Marymount,0.9050642081609092,4,0
443 SIN MING AVE,Bright Hill,0.1216066444485114,4,Bright Hill,0.4686713254737926,4,0
249 BISHAN ST 22,Bishan,0.9623668902816735,4,Teck Ghee,0.9200308898113848,5,1
193 BISHAN ST 13,Marymount,1.1346332844994216,4,Marymount,1.1346332844994216,5,1
293 BISHAN ST 22,Bishan,1.451502071587245,5,Teck Ghee,1.1733464396271818,6,1
447 BRIGHT HILL DR,Bright Hill,0.098800194292124,4,Bright Hill,0.5682544551112184,4,0
250 BISHAN ST 22,Bishan,0.9366460964352008,4,Teck Ghee,0.8962889994808799,5,1
232 BISHAN ST 22,Ang Mo Kio,1.2710298690108397,5,Teck Ghee,1.0017141226620625,6,1
243 BISHAN ST 22,Ang Mo Kio,0.9845431225547095,4,Teck Ghee,0.8618745937154819,5,1
450 SIN MING AVE,Bright Hill,0.2586593686784757,4,Bright Hill,0.6890827028401683,4,0
272 BISHAN ST 24,Bright Hill,1.1643225188272457,4,Bright Hill,1.0498756030195884,5,1
214 BISHAN ST 23,Ang Mo Kio,1.3480667107576378,5,Teck Ghee,0.9405621596435684,6,1
147 BISHAN ST 11,Marymount,0.4387951885864081,7,Marymount,0.4387951885864081,7,0
444 SIN MING AVE,Bright Hill,0.1042973477649603,4,Bright Hill,0.51392490226823,4,0
145 BISHAN ST 11,Marymount,0.5815047297660796,6,Marymount,0.5815047297660796,6,0
167 BISHAN ST 13,Lorong Chuan,0.8404186654170595,6,Lorong Chuan,0.8404186654170595,6,0
163 BISHAN ST 13,Lorong Chuan,0.7521459806925632,6,Lorong Chuan,0.7521459806925632,6,0
265 BISHAN ST 24,Bishan,0.9951412302425514,4,Bright Hill,0.8374889615535223,5,1
194 BISHAN ST 13,Marymount,1.0728608609682155,4,Marymount,1.0728608609682155,5,1
164 BISHAN ST 13,Lorong Chuan,0.7484433293340093,6,Lorong Chuan,0.7484433293340093,7,1
181 BISHAN ST 13,Lorong Chuan,1.065646787439407,4,Lorong Chuan,1.065646787439407,5,1
288 BISHAN ST 24,Bishan,1.3433613624381089,5,Teck Ghee,1.152611646390715,6,1
261 BISHAN ST 22,Bishan,1.039007212342023,4,Bright Hill,0.9322601354339798,5,1
240 BISHAN ST 22,Ang Mo Kio,0.9954788078527056,4,Teck Ghee,0.829631168960512,5,1
446 BRIGHT HILL DR,Bright Hill,0.0415087625132575,4,Bright Hill,0.5696444494089606,4,0
109 BT BATOK WEST AVE 6,Bukit Batok,0.1472893928500414,4,Bukit Batok,0.1472893928500414,8,4
275 BT BATOK EAST AVE 4,Hillview,1.03857057797848,2,Hillview,1.03857057797848,4,2
420 BT BATOK WEST AVE 2,Keat Hong,1.3633122531551585,4,Bukit Batok West,0.5690625064160916,6,2
407 BT BATOK WEST AVE 4,Keat Hong,1.1208497167518174,5,Bukit Batok West,0.8147712629794006,7,2
152 BT BATOK ST 11,Bukit Batok,0.4011259253062447,4,Bukit Batok,0.4011259253062447,8,4
505 BT BATOK ST 52,Bukit Batok,0.985020088264486,2,Bukit Batok West,0.9518444648409002,4,2
417 BT BATOK WEST AVE 4,Keat Hong,1.3488218651890806,4,Bukit Batok West,0.5895519294064607,6,2
333 BT BATOK ST 32,Keat Hong,1.27465116736887,5,Bukit Batok West,0.726806299268727,7,2
256 BT BATOK EAST AVE 4,Hillview,0.7554030222585811,2,Hillview,0.7554030222585811,4,2
134 BT BATOK WEST AVE 6,Bukit Batok,0.6789481894245949,5,Bukit Batok,0.6789481894245949,8,3
530 BT BATOK ST 51,Hillview,1.125255741318386,3,Bukit Batok West,0.4545544518601994,5,2
364 BT BATOK ST 31,Hillview,1.37643803604343,4,Bukit Batok West,0.4057566772908294,6,2
346 BT BATOK ST 34,Hillview,1.3221551788509152,5,Bukit Batok West,0.6485412384343812,7,2
229 BT BATOK EAST AVE 3,Bukit Batok,0.8855260970733524,2,Bukit Batok,0.8855260970733524,4,2
215 BT BATOK ST 21,Bukit Batok,0.704703297611393,2,Bukit Batok,0.704703297611393,4,2
322 BT BATOK ST 33,Keat Hong,1.5248599220237051,4,Bukit Batok West,0.4492340578115372,6,2
167 BT BATOK WEST AVE 8,Bukit Batok,0.5430745978788027,5,Bukit Batok,0.5430745978788027,9,4
228 BT BATOK CTRL,Bukit Batok,0.8058424292299653,2,Bukit Batok,0.8058424292299653,4,2
135 BT BATOK WEST AVE 6,Bukit Batok,0.6318270440592674,5,Bukit Batok,0.6318270440592674,8,3
160 BT BATOK ST 11,Bukit Batok,0.642291908725037,4,Bukit Batok,0.642291908725037,8,4
130 BT BATOK WEST AVE 6,Bukit Batok,0.5742792504031742,5,Bukit Batok,0.5742792504031742,8,3
536 BT BATOK ST 52,Hillview,1.1262606593298847,3,Bukit Batok West,0.4922240267859954,5,2
338 BT BATOK ST 34,Bukit Gombak,1.2524429909941566,6,Bukit Batok West,0.7546344786935992,8,2
178 BT BATOK WEST AVE 8,Bukit Batok,0.4945791074918318,5,Bukit Batok,0.4945791074918318,9,4
231 BT BATOK EAST AVE 5,Bukit Batok,0.8979869559865696,2,Bukit Batok,0.8979869559865696,4,2
349 BT BATOK ST 34,Hillview,1.4035420422050489,5,Bukit Batok West,0.5566247678303173,7,2
511 BT BATOK ST 52,Hillview,0.9510835976364238,3,Bukit Batok West,0.9065650378359849,5,2
323 BT BATOK ST 33,Hillview,1.5191774253494388,4,Bukit Batok West,0.3870746153949618,6,2
371 BT BATOK ST 31,Hillview,1.18991144751101,4,Bukit Batok West,0.4214534023102039,6,2
149 BT BATOK WEST AVE 6,Bukit Batok,0.4710320595694081,4,Bukit Batok,0.4710320595694081,8,4
307 BT BATOK ST 31,Bukit Batok,1.350073806396341,4,Bukit Batok West,0.111647452786431,6,2
236 BT BATOK EAST AVE 5,Hillview,1.0335363014877788,2,Hillview,1.0335363014877788,4,2
243 BT BATOK EAST AVE 5,Hillview,0.978674282657756,2,Hillview,0.978674282657756,4,2
266 BT BATOK EAST AVE 4,Hillview,0.8630402385439745,3,Hillview,0.8630402385439745,5,2
339 BT BATOK ST 34,Bukit Gombak,1.2590849253843406,5,Bukit Batok West,0.7305177017579627,7,2
289G BT BATOK ST 25,Bukit Batok,1.3102633273488309,3,Toh Guan,1.099763781527915,5,2
291E BT BATOK ST 24,Bukit Batok,0.906365278808936,2,Toh Guan,0.7187171529721341,4,2
391 BT BATOK WEST AVE 5,Bukit Gombak,0.93174661734187,7,Bukit Gombak,0.93174661734187,8,1
211 BT BATOK ST 21,Bukit Batok,0.3692568731420687,4,Bukit Batok,0.3692568731420687,7,3
384 BT BATOK WEST AVE 5,Bukit Gombak,1.1485087045304443,5,Bukit Batok West,0.8024570894667538,6,1
118 BT BATOK WEST AVE 6,Bukit Batok,0.4466573090707847,5,Bukit Batok,0.4466573090707847,8,3
289E BT BATOK ST 25,Bukit Batok,1.3673288133569652,3,Toh Guan,1.0630321419228663,5,2
288G BT BATOK ST 25,Hillview,1.3455878442476268,3,Toh Guan,1.157196084850856,5,2
192 BT BATOK WEST AVE 6,Bukit Batok,0.255723222360201,5,Bukit Batok,0.255723222360201,9,4
290D BT BATOK EAST AVE 3,Bukit Batok,1.172090824560881,2,Toh Guan,0.954621784062205,4,2
140 BT BATOK ST 11,Bukit Batok,0.6349167892058195,4,Bukit Batok,0.6349167892058195,7,3
330 BT BATOK ST 33,Keat Hong,1.384767956956132,6,Bukit Batok West,0.6510552229080654,8,2
389 BT BATOK WEST AVE 5,Bukit Gombak,1.014371730099227,6,Bukit Batok West,1.0108016548005112,7,1
221 BT BATOK EAST AVE 3,Bukit Batok,0.756695102383517,2,Bukit Batok,0.756695102383517,4,2
115 BT BATOK WEST AVE 6,Bukit Batok,0.35516115680764,5,Bukit Batok,0.35516115680764,8,3
366 BT BATOK ST 31,Hillview,1.4106797054116382,4,Bukit Batok West,0.3534992290255155,6,2
356 BT BATOK ST 31,Hillview,1.2653177713919666,5,Bukit Batok West,0.6220359473776723,7,2
125 BT BATOK CTRL,Bukit Batok,0.6112245060700671,5,Bukit Batok,0.6112245060700671,8,3
526 BT BATOK ST 51,Hillview,1.117533134030429,3,Bukit Batok West,0.4315817079224544,5,2
290C BT BATOK EAST AVE 3,Bukit Batok,1.1574751172046045,2,Toh Guan,0.9141748465161856,4,2
290B BT BATOK ST 24,Bukit Batok,1.1000583866532103,2,Toh Guan,0.8238338689311201,4,2
2 JLN BT HO SWEE,Havelock,0.1703273338805438,10,Havelock,0.1703273338805438,10,0
45 TELOK BLANGAH DR,Telok Blangah,0.4923226835134127,4,Telok Blangah,0.4923226835134127,4,0
136 JLN BT MERAH,Tiong Bahru,1.027525561106618,7,Tiong Bahru,1.027525561106618,7,0
28 JLN BT MERAH,Redhill,0.9589050616090486,4,Redhill,0.9589050616090486,4,0
1 TELOK BLANGAH CRES,Redhill,0.8693332086740191,6,Redhill,0.8693332086740191,6,0
34 JLN BT HO SWEE,Havelock,0.6433169639907305,8,Havelock,0.6433169639907305,8,0
12 TAMAN HO SWEE,Havelock,0.0742349361174538,13,Havelock,0.0742349361174538,13,0
8 JLN BT HO SWEE,Havelock,0.1395959925624494,10,Havelock,0.1395959925624494,10,0
14 TAMAN HO SWEE,Havelock,0.0960431528609125,12,Havelock,0.0960431528609125,12,0
113 JLN BT MERAH,Tiong Bahru,1.0565955693179006,7,Tiong Bahru,1.0565955693179006,7,0
145 JLN BT MERAH,Tiong Bahru,0.926315359394036,10,Tiong Bahru,0.926315359394036,10,0
28 JLN KLINIK,Havelock,0.5208157372739853,8,Havelock,0.5208157372739853,8,0
16 TELOK BLANGAH CRES,Redhill,1.0832077838144751,5,Redhill,1.0832077838144751,5,0
24 BEO CRES,Havelock,0.4885529971963455,8,Havelock,0.4885529971963455,8,0
30 JLN KLINIK,Havelock,0.5245929558997172,8,Havelock,0.5245929558997172,8,0
15 TELOK BLANGAH CRES,Redhill,1.1654359490744317,5,Redhill,1.1654359490744317,5,0
104 BT PURMEI RD,HarbourFront,1.107884400219869,5,HarbourFront,1.107884400219869,5,0
129 BT MERAH VIEW,Redhill,0.7387598249745735,5,Redhill,0.7387598249745735,5,0
102 BT PURMEI RD,HarbourFront,1.132415017883456,5,HarbourFront,1.132415017883456,5,0
60 TELOK BLANGAH HTS,Telok Blangah,0.6107449613831262,4,Telok Blangah,0.6107449613831262,4,0
48 LENGKOK BAHRU,Redhill,0.8177361863042701,4,Redhill,0.8177361863042701,4,0
34 TELOK BLANGAH WAY,HarbourFront,1.0847300530632122,4,HarbourFront,1.0847300530632122,4,0
26C JLN MEMBINA,Redhill,0.9174987649231412,5,Redhill,0.9174987649231412,5,0
105 BT PURMEI RD,HarbourFront,1.064168578339247,5,HarbourFront,1.064168578339247,5,0
129 KIM TIAN RD,Tiong Bahru,0.7093448275633114,7,Tiong Bahru,0.7093448275633114,7,0
29 LIM LIAK ST,Tiong Bahru,0.4091073374541231,9,Tiong Bahru,0.4091073374541231,9,0
104B DEPOT RD,Telok Blangah,0.8364505128801215,4,Telok Blangah,0.8364505128801215,4,0
111A DEPOT RD,Telok Blangah,0.69104161731906,4,Telok Blangah,0.69104161731906,4,0
37 LIM LIAK ST,Tiong Bahru,0.3956525735085667,9,Tiong Bahru,0.3956525735085667,9,0
104A DEPOT RD,Telok Blangah,0.8511184252393236,4,Telok Blangah,0.8511184252393236,4,0
12 JLN BT MERAH,Queenstown,1.0724164084089978,6,Queenstown,1.0724164084089978,6,0
119C KIM TIAN RD,Tiong Bahru,0.8021440482716136,6,Tiong Bahru,0.8021440482716136,6,0
86 TELOK BLANGAH HTS,Telok Blangah,0.2636085881751391,4,Telok Blangah,0.2636085881751391,4,0
123 KIM TIAN RD,Tiong Bahru,0.576716972698919,7,Tiong Bahru,0.576716972698919,7,0
85 TELOK BLANGAH HTS,Telok Blangah,0.3148289654083515,4,Telok Blangah,0.3148289654083515,4,0
69 REDHILL CL,Redhill,0.217895591234699,6,Redhill,0.217895591234699,6,0
52 TELOK BLANGAH DR,Telok Blangah,0.5228353532745665,4,Telok Blangah,0.5228353532745665,4,0
73 TELOK BLANGAH HTS,Telok Blangah,0.2791652702802208,4,Telok Blangah,0.2791652702802208,4,0
118A JLN MEMBINA,Tiong Bahru,1.0099232653297805,6,Tiong Bahru,1.0099232653297805,6,0
87 ZION RD,Havelock,0.2430072171648383,12,Havelock,0.2430072171648383,12,0
106B DEPOT RD,Telok Blangah,0.7508684727045053,4,Telok Blangah,0.7508684727045053,4,0
49 TELOK BLANGAH DR,Telok Blangah,0.5832231734532967,4,Telok Blangah,0.5832231734532967,4,0
120A KIM TIAN PL,Tiong Bahru,0.7120293791038002,6,Tiong Bahru,0.7120293791038002,6,0
1 DELTA AVE,Great World,0.4080165108873071,9,Great World,0.4080165108873071,9,0
119D KIM TIAN RD,Tiong Bahru,0.7556841767487674,6,Tiong Bahru,0.7556841767487674,6,0
109 GANGSA RD,Petir,0.1306493995562693,12,Petir,0.1306493995562693,12,0
216 PETIR RD,Pending,0.4133734195845311,11,Pending,0.4133734195845311,11,0
108 GANGSA RD,Petir,0.0675436280816895,12,Petir,0.0675436280816895,12,0
220 PETIR RD,Pending,0.2520539816230381,11,Pending,0.2520539816230381,11,0
125 PENDING RD,Bukit Panjang,0.1385380079900292,12,Bukit Panjang,0.1385380079900292,12,0
217 PETIR RD,Pending,0.288380845368571,11,Pending,0.288380845368571,11,0
148 GANGSA RD,Petir,0.2110693650952421,12,Petir,0.2110693650952421,12,0
412 SAUJANA RD,Fajar,0.335273943701931,12,Fajar,0.335273943701931,12,0
275 BANGKIT RD,Pending,0.4041797647150759,11,Pending,0.4041797647150759,11,0
142 PETIR RD,Petir,0.2077935109220249,12,Petir,0.2077935109220249,12,0
207 PETIR RD,Pending,0.4814028656700041,10,Pending,0.4814028656700041,10,0
415 SAUJANA RD,Fajar,0.3047507098790931,12,Fajar,0.3047507098790931,12,0
401 FAJAR RD,Fajar,0.2669081325901122,12,Fajar,0.2669081325901122,12,0
421 FAJAR RD,Fajar,0.3367816717586714,12,Fajar,0.3367816717586714,12,0
257 BANGKIT RD,Bangkit,0.1787758278572926,11,Bangkit,0.1787758278572926,11,0
435 BT PANJANG RING RD,Segar,0.3357631748818069,11,Segar,0.3357631748818069,11,0
242 BT PANJANG RING RD,Bangkit,0.0907248045461835,11,Bangkit,0.0907248045461835,11,0
620 BT PANJANG RING RD,Senja,0.1681197525478305,13,Senja,0.1681197525478305,13,0
533 BT PANJANG RING RD,Jelapang,0.2149796919056671,13,Jelapang,0.2149796919056671,13,0
441 FAJAR RD,Fajar,0.1998449584847153,12,Fajar,0.1998449584847153,12,0
203 PETIR RD,Pending,0.5854913776334378,10,Pending,0.5854913776334378,10,0
235 BT PANJANG RING RD,Bukit Panjang,0.1249289079701173,12,Bukit Panjang,0.1249289079701173,12,0
418 FAJAR RD,Fajar,0.3891827037927781,12,Fajar,0.3891827037927781,12,0
530 JELAPANG RD,Jelapang,0.23835412256773,12,Jelapang,0.23835412256773,12,0
406 FAJAR RD,Fajar,0.3770846937119843,12,Fajar,0.3770846937119843,12,0
481 SEGAR RD,Segar,0.1751938445081985,9,Segar,0.1751938445081985,9,0
141 PETIR RD,Petir,0.2676825140873433,12,Petir,0.2676825140873433,12,0
204 PETIR RD,Pending,0.5130304169381239,10,Pending,0.5130304169381239,10,0
403 FAJAR RD,Fajar,0.3574928091058879,12,Fajar,0.3574928091058879,12,0
402 FAJAR RD,Bukit Panjang,0.3154220047081368,12,Bukit Panjang,0.3154220047081368,12,0
619 BT PANJANG RING RD,Senja,0.2344282367782857,13,Senja,0.2344282367782857,13,0
508 JELAPANG RD,Segar,0.4508460693390158,11,Segar,0.4508460693390158,11,0
519 JELAPANG RD,Jelapang,0.2245397794364763,11,Jelapang,0.2245397794364763,11,0
522 JELAPANG RD,Jelapang,0.1869406955812679,12,Jelapang,0.1869406955812679,12,0
272 BANGKIT RD,Bangkit,0.3378174893745748,11,Bangkit,0.3378174893745748,11,0
484 SEGAR RD,Segar,0.0939829702751052,10,Segar,0.0939829702751052,10,0
601 SENJA RD,Senja,0.4245635502715277,13,Senja,0.4245635502715277,13,0
448 BT PANJANG RING RD,Fajar,0.2759375322985794,10,Fajar,0.2759375322985794,10,0
213 PETIR RD,Pending,0.5058080362793766,10,Pending,0.5058080362793766,10,0
434 BT PANJANG RING RD,Segar,0.3555654807862629,11,Segar,0.3555654807862629,11,0
512 JELAPANG RD,Jelapang,0.4192451935650285,11,Jelapang,0.4192451935650285,11,0
627 SENJA RD,Senja,0.1233563894724378,14,Senja,0.1233563894724378,15,1
535 BT PANJANG RING RD,Jelapang,0.2896099820714322,13,Jelapang,0.2896099820714322,13,0
166 GANGSA RD,Petir,0.1432326150762474,12,Petir,0.1432326150762474,12,0
626 SENJA RD,Senja,0.0703184463697473,13,Senja,0.0703184463697473,13,0
419 FAJAR RD,Fajar,0.3093562915291052,12,Fajar,0.3093562915291052,12,0
623 SENJA RD,Senja,0.235065112481852,13,Senja,0.235065112481852,13,0
175 LOMPANG RD,Petir,0.2354179702758353,12,Petir,0.2354179702758353,12,0
479 SEGAR RD,Segar,0.1931289060252837,9,Segar,0.1931289060252837,9,0
630 SENJA RD,Senja,0.1867983429698325,14,Senja,0.1867983429698325,14,0
540 JELAPANG RD,Jelapang,0.3919963353321677,13,Jelapang,0.3919963353321677,13,0
182 JELEBU RD,Petir,0.4268817154568664,13,Petir,0.4268817154568664,13,0
470 SEGAR RD,Segar,0.095074906140097,9,Segar,0.095074906140097,9,0
529 JELAPANG RD,Jelapang,0.0906944099573961,12,Jelapang,0.0906944099573961,12,0
483 SEGAR RD,Segar,0.1098761404075897,10,Segar,0.1098761404075897,10,0
478 SEGAR RD,Segar,0.1823001226397966,9,Segar,0.1823001226397966,9,0
605 SENJA RD,Senja,0.5044655885152213,13,Senja,0.5044655885152213,13,0
179 LOMPANG RD,Petir,0.2883751407195191,12,Petir,0.2883751407195191,12,0
254 BANGKIT RD,Bangkit,0.1424749991684225,11,Bangkit,0.1424749991684225,11,0
503 JELAPANG RD,Jelapang,0.3529303651602188,12,Jelapang,0.3529303651602188,12,0
653 SENJA LINK,Jelapang,0.068599994220986,13,Jelapang,0.068599994220986,13,0
185 JELEBU RD,Phoenix,0.4471004678914936,13,Phoenix,0.4471004678914936,13,0
542 JELAPANG RD,Jelapang,0.4230046332480591,13,Jelapang,0.4230046332480591,13,0
543 JELAPANG RD,Jelapang,0.4724193005532983,13,Jelapang,0.4724193005532983,13,0
5 TOH YI DR,Beauty World,0.402288751013344,3,Beauty World,0.402288751013344,4,1
14 TOH YI DR,Beauty World,0.4299482307636385,3,Beauty World,0.4299482307636385,4,1
8 JLN KUKOH,Outram Park,0.4048169110640687,18,Outram Park,0.4048169110640687,18,0
263 WATERLOO ST,Somerset,0.2288652816318406,22,Somerset,0.2288652816318406,23,1
4 TG PAGAR PLAZA,Maxwell,0.4251089772612412,11,Maxwell,0.4251089772612412,11,0
661 BUFFALO RD,Little India,0.2826378970142706,20,Little India,0.4640043753578992,22,2
662 BUFFALO RD,Little India,0.3020553837224854,20,Little India,0.4993449731727825,22,2
671B KLANG LANE,Little India,0.23021953195027,17,Little India,0.1591235306097826,19,2
19 TECK WHYE LANE,Teck Whye,0.2290466717235382,10,Teck Whye,0.2290466717235382,11,1
105 TECK WHYE LANE,Teck Whye,0.4137846214552597,10,Teck Whye,0.4137846214552597,11,1
2 TECK WHYE AVE,Teck Whye,0.2124545764269504,9,Teck Whye,0.2124545764269504,10,1
10 TECK WHYE AVE,Teck Whye,0.193411918763011,13,Teck Whye,0.193411918763011,14,1
484A CHOA CHU KANG AVE 5,Keat Hong,0.6908939475899353,4,Keat Hong,0.6908939475899353,6,2
103 TECK WHYE LANE,Teck Whye,0.4640486399758635,12,Teck Whye,0.4640486399758635,13,1
685A CHOA CHU KANG CRES,Yew Tee,0.6958162677048857,2,Yew Tee,0.6958162677048857,2,0
659 CHOA CHU KANG CRES,Yew Tee,0.533641894825159,2,Yew Tee,0.533641894825159,3,1
423 CHOA CHU KANG AVE 4,South View,0.7643502407734601,5,Choa Chu Kang West,0.4069078073751077,7,2
702 CHOA CHU KANG ST 53,Yew Tee,0.6519710944010181,6,Yew Tee,0.6519710944010181,7,1
297A CHOA CHU KANG AVE 2,Keat Hong,0.275720136345265,5,Keat Hong,0.275720136345265,6,1
684D CHOA CHU KANG CRES,Kranji,0.7381980016887194,2,Kranji,0.7381980016887194,2,0
408 CHOA CHU KANG AVE 3,Keat Hong,0.6484184172738051,4,Choa Chu Kang West,0.6287793243378187,6,2
672A CHOA CHU KANG CRES,Yew Tee,0.485519277958547,2,Yew Tee,0.485519277958547,3,1
483 CHOA CHU KANG AVE 5,Keat Hong,0.5622638461816123,4,Keat Hong,0.5622638461816123,6,2
470 CHOA CHU KANG AVE 3,Keat Hong,0.7382710148460774,4,Keat Hong,0.7382710148460774,6,2
610 CHOA CHU KANG ST 62,Yew Tee,0.3288117354789052,2,Yew Tee,0.3288117354789052,3,1
762 CHOA CHU KANG NTH 5,Yew Tee,0.6446555225676106,6,Yew Tee,0.6446555225676106,7,1
676A CHOA CHU KANG CRES,Yew Tee,0.4822744299936604,2,Yew Tee,0.4822744299936604,3,1
667 CHOA CHU KANG CRES,Yew Tee,0.6664309547863416,2,Yew Tee,0.6664309547863416,2,0
421 CHOA CHU KANG AVE 4,South View,0.7139616577876209,5,Choa Chu Kang West,0.4203650755394107,7,2
