flat,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
101 ANG MO KIO AVE 3,Mayflower,0.2724205905037467,6,Mayflower,0.2724205905037467,7,1
354 ANG MO KIO ST 32,Ang Mo Kio,0.842077499299837,4,Teck Ghee,0.2235707327996795,7,3
648 ANG MO KIO AVE 5,Mayflower,0.7665762697764998,4,Mayflower,0.7665762697764998,5,1
351 ANG MO KIO ST 32,Ang Mo Kio,0.6888471374670526,4,Teck Ghee,0.1573659116586853,7,3
716 ANG MO KIO AVE 6,Ang Mo Kio,0.2439351315979369,4,Ang Mo Kio,0.2439351315979369,6,2
700A ANG MO KIO AVE 6,Ang Mo Kio,0.1178249317571041,4,Ang Mo Kio,0.1178249317571041,6,2
596D ANG MO KIO ST 52,Ang Mo Kio,0.5037571841204003,3,Ang Mo Kio,0.5037571841204003,5,2
460 ANG MO KIO AVE 10,Ang Mo Kio,1.3886654909458036,2,Tavistock,0.8264749665479284,5,3
700B ANG MO KIO AVE 6,Ang Mo Kio,0.1167127350736591,5,Ang Mo Kio,0.1167127350736591,6,1
437 ANG MO KIO AVE 10,Ang Mo Kio,0.7371990247855901,3,Teck Ghee,0.3110564917071723,5,2
253 ANG MO KIO ST 21,Bishan,0.5082175091622068,6,Bishan,0.5082175091622068,7,1
596C ANG MO KIO ST 52,Ang Mo Kio,0.4246635188860054,3,Ang Mo Kio,0.4246635188860054,6,3
316A ANG MO KIO ST 31,Ang Mo Kio,0.5394421009876743,4,Teck Ghee,0.4597023790284642,5,1
439 ANG MO KIO AVE 10,Ang Mo Kio,0.8040734060556125,4,Teck Ghee,0.2931114850971985,6,2
350 ANG MO KIO ST 32,Ang Mo Kio,0.7336777027554716,4,Teck Ghee,0.2308520891910899,7,3
353 ANG MO KIO ST 32,Ang Mo Kio,0.7961329442757196,4,Teck Ghee,0.1831810104464503,7,3
700C ANG MO KIO AVE 6,Ang Mo Kio,0.0697962634814861,3,Ang Mo Kio,0.0697962634814861,5,2
620 BEDOK RESERVOIR RD,Bedok Reservoir,0.3865327944524541,5,Bedok Reservoir,0.3865327944524541,5,0
618 BEDOK RESERVOIR RD,Bedok Reservoir,0.537719609426107,5,Bedok Reservoir,0.537719609426107,5,0
504 BEDOK NTH ST 3,Bedok North,0.8509955302424989,5,Bedok North,0.5377071611988486,6,1
503 BEDOK NTH ST 3,Bedok North,0.8274766469178677,5,Bedok North,0.4991347525343126,6,1
525 BEDOK NTH ST 3,Bedok North,0.9370145580911052,5,Bedok North,0.828360246387455,5,0
709 BEDOK RESERVOIR RD,Bedok Reservoir,0.2301164475820649,3,Bedok Reservoir,0.2301164475820649,3,0
74 BEDOK NTH RD,Tanah Merah,0.4896857289036109,4,Tanah Merah,0.4896857289036109,7,3
20 CHAI CHEE RD,Bedok North,0.4474458919665738,4,Bedok,0.5918410481408107,5,1
528 BEDOK NTH ST 3,Bedok Reservoir,0.830597520080929,4,Bedok Reservoir,0.830597520080929,4,0
3 BEDOK STH AVE 1,Bedok,0.6530914351019094,3,Bedok South,0.6036498649302027,5,2
109 BEDOK NTH RD,Bedok North,1.0834147665845963,6,Bedok North,0.6951968028084548,7,1
632 BEDOK RESERVOIR RD,Bedok Reservoir,0.8566317034958839,6,Bedok Reservoir,0.8566317034958839,6,0
21 CHAI CHEE RD,Bedok North,0.5046208630324966,4,Bedok,0.625767855698209,5,1
89 BEDOK NTH ST 4,Tanah Merah,0.9564218989733856,5,Tanah Merah,0.9564218989733856,6,1
534 BEDOK NTH ST 3,Bedok Reservoir,0.6044244247125847,3,Bedok Reservoir,0.6044244247125847,3,0
614 BEDOK RESERVOIR RD,Bedok Reservoir,0.6052477003878145,5,Bedok Reservoir,0.6052477003878145,5,0
609 BEDOK RESERVOIR RD,Bedok Reservoir,1.037930258848894,6,Bedok Reservoir,1.037930258848894,5,0
136 BEDOK RESERVOIR RD,Bedok Reservoir,0.8388932621065868,5,Bedok Reservoir,0.8388932621065868,4,0
76 BEDOK NTH RD,Tanah Merah,0.4722481167009154,5,Tanah Merah,0.4722481167009154,8,3
529 BEDOK NTH ST 3,Bedok Reservoir,0.7097754036759034,4,Bedok Reservoir,0.7097754036759034,4,0
126 BEDOK NTH ST 2,Tanah Merah,0.8164389553289366,5,Tanah Merah,0.8164389553289366,7,2
18 BEDOK STH RD,Bedok,0.8807246524627467,3,Bedok South,0.4824112841191435,5,2
57 CHAI CHEE DR,Bedok North,0.7358751386366822,4,Bedok,0.8592134718167119,5,1
37 CHAI CHEE AVE,Bedok North,0.1422103783455197,4,Bedok,0.2156922666605384,5,1
110 BEDOK NTH RD,Bedok North,1.1035315051465269,6,Bedok North,0.7260943522490731,7,1
4 BEDOK STH AVE 1,Bedok,0.6514254003710022,3,Bedok North,0.596086188580539,5,2
424 BEDOK NTH AVE 1,Bedok North,0.2194917075019249,4,Bedok North,0.4015212320354852,5,1
158 BEDOK STH AVE 3,Tanah Merah,1.2020971476882645,1,Bayshore,0.6934671167750414,5,4
