town,flat,flat_model,lease_commence_date,resale_price
YISHUN,203 YISHUN ST 21,New Generation,1985,510000
YISHUN,862 YISHUN AVE 4,Model A,1988,380000
YISHUN,147 YISHUN ST 11,New Generation,1985,375000
YISHUN,202 YISHUN ST 21,New Generation,1985,393800
YISHUN,217 YISHUN ST 21,New Generation,1985,385000
YISHUN,218 YISHUN ST 21,New Generation,1985,360000
YISHUN,253 YISHUN RING RD,Simplified,1985,400000
YISHUN,245 YISHUN AVE 9,Simplified,1985,400000
YISHUN,262 YISHUN ST 22,Model A,1985,510000
YISHUN,746 YISHUN ST 72,New Generation,1984,400000
YISHUN,437 YISHUN AVE 6,Simplified,1988,420000
YISHUN,741 YISHUN AVE 5,New Generation,1985,400800
YISHUN,249 YISHUN AVE 9,Simplified,1985,363000
YISHUN,254 YISHUN RING RD,Simplified,1985,385000
YISHUN,783 YISHUN RING RD,Model A,1987,510000
YISHUN,329 YISHUN RING RD,Simplified,1988,404000
YISHUN,849 YISHUN RING RD,Model A,1999,390000
YISHUN,745 YISHUN ST 72,New Generation,1985,426888
YISHUN,839 YISHUN ST 81,Model A,1987,425000
YISHUN,173 YISHUN AVE 7,Improved,1987,563000
YISHUN,403 YISHUN AVE 6,Simplified,1988,416000
YISHUN,718 YISHUN ST 71,Simplified,1987,435000
YISHUN,433 YISHUN AVE 6,Model A,1988,435000
YISHUN,250 YISHUN AVE 9,Simplified,1985,422000
YISHUN,101 YISHUN AVE 5,New Generation,1978,335000
YISHUN,389 YISHUN AVE 6,Simplified,1988,410000
YISHUN,638 YISHUN ST 61,Model A,1987,485000
YISHUN,778 YISHUN AVE 2,Model A,1989,495000
YISHUN,435 YISHUN AVE 6,Simplified,1988,385000
YISHUN,766 YISHUN AVE 3,Simplified,1985,460000
YISHUN,233 YISHUN ST 21,New Generation,1985,355000
YISHUN,367 YISHUN RING RD,Improved,1988,635000
YISHUN,111 YISHUN RING RD,New Generation,1982,385800
YISHUN,609 YISHUN ST 61,Model A,1986,475000
YISHUN,868 YISHUN ST 81,Simplified,1987,432000
YISHUN,399 YISHUN AVE 6,Model A,1989,378000
YISHUN,634 YISHUN ST 61,Simplified,1987,410000
YISHUN,647 YISHUN ST 61,Improved,1987,588000
YISHUN,785 YISHUN AVE 2,Improved,1988,595000
YISHUN,415 YISHUN AVE 11,Improved,1993,600000
YISHUN,765 YISHUN ST 72,Simplified,1985,446000
YISHUN,247 YISHUN AVE 9,Simplified,1985,410000
YISHUN,730 YISHUN ST 71,Simplified,1987,385000
YISHUN,175 YISHUN AVE 7,Model A,1986,453000
YISHUN,274 YISHUN ST 22,Model A,1986,460000
YISHUN,613 YISHUN ST 61,Improved,1987,610000
YISHUN,363 YISHUN RING RD,Model A,1988,398000
YISHUN,756 YISHUN ST 72,Simplified,1985,485000
YISHUN,283 YISHUN AVE 6,Model A,1985,358000
YISHUN,398 YISHUN RING RD,Improved,1988,505000
YISHUN,787 YISHUN RING RD,Improved,1988,620000
YISHUN,768 YISHUN AVE 3,Simplified,1985,415000
YISHUN,302 YISHUN CTRL,Model A,1988,495000
YISHUN,626 YISHUN ST 61,Simplified,1987,418000
YISHUN,610 YISHUN ST 61,Simplified,1986,415000
YISHUN,308 YISHUN RING RD,Improved,1988,580000
YISHUN,167 YISHUN RING RD,Simplified,1987,408000
YISHUN,816 YISHUN ST 81,Model A,1988,525000
YISHUN,289 YISHUN AVE 6,Simplified,1987,430000
YISHUN,617 YISHUN RING RD,Model A,1988,408000
YISHUN,210 YISHUN ST 21,New Generation,1985,365000
YISHUN,204 YISHUN ST 21,New Generation,1985,365000
YISHUN,737 YISHUN ST 72,New Generation,1985,478000
YISHUN,115B YISHUN RING RD,Improved,2001,500000
YISHUN,833 YISHUN ST 81,Model A,1988,540000
YISHUN,170 YISHUN AVE 7,Improved,1986,620000
YISHUN,159 YISHUN ST 11,Improved,1985,600000
YISHUN,749 YISHUN ST 72,New Generation,1984,515000
YISHUN,272 YISHUN ST 22,Improved,1987,495000
YISHUN,412 YISHUN RING RD,Model A,1993,468000
YISHUN,357 YISHUN RING RD,Improved,1988,590000
YISHUN,622 YISHUN RING RD,Model A,1987,460000
YISHUN,296 YISHUN ST 20,Model A,2000,495000
YISHUN,644 YISHUN ST 61,Simplified,1988,428000
YISHUN,860 YISHUN AVE 4,Model A,1988,497000
YISHUN,298 YISHUN ST 20,Improved,2000,625000
YISHUN,800 YISHUN RING RD,Simplified,1987,475000
YISHUN,212 YISHUN ST 21,Improved,1985,498000
YISHUN,775 YISHUN RING RD,Improved,1986,650000
YISHUN,297 YISHUN ST 20,Improved,2000,578000
YISHUN,238 YISHUN RING RD,Improved,1985,535000
YISHUN,636 YISHUN ST 61,Improved,1987,585000
YISHUN,657 YISHUN AVE 4,Improved,1987,562000
YISHUN,624 YISHUN RING RD,Model A,1987,578000
YISHUN,866 YISHUN ST 81,Model A,1988,500000
YISHUN,809 YISHUN RING RD,Improved,1987,650888
YISHUN,326 YISHUN RING RD,Apartment,1988,790000
YISHUN,850 YISHUN ST 81,Improved,1988,670000
YISHUN,360 YISHUN RING RD,Apartment,1988,738000
YISHUN,405 YISHUN AVE 6,Maisonette,1988,788000
YISHUN,324 YISHUN CTRL,Apartment,1988,680000
YISHUN,606 YISHUN ST 61,Apartment,1987,740000
YISHUN,851 YISHUN ST 81,Improved,1988,660000
YISHUN,361 YISHUN RING RD,Maisonette,1988,735000
YISHUN,611 YISHUN ST 61,Apartment,1987,780000
YISHUN,877 YISHUN ST 81,Apartment,1987,812000
YISHUN,640A YISHUN ST 61,Apartment,1992,800000
ANG MO KIO,226E ANG MO KIO AVE 1,Improved,1994,276800
ANG MO KIO,180 ANG MO KIO AVE 5,New Generation,1981,390000
ANG MO KIO,538 ANG MO KIO AVE 5,New Generation,1980,400000
ANG MO KIO,727 ANG MO KIO AVE 6,New Generation,1980,353000
ANG MO KIO,153 ANG MO KIO AVE 5,New Generation,1981,403000
ANG MO KIO,536 ANG MO KIO AVE 10,New Generation,1980,470000
ANG MO KIO,559 ANG MO KIO AVE 10,New Generation,1980,430000
ANG MO KIO,456 ANG MO KIO AVE 10,New Generation,1980,468000
ANG MO KIO,541 ANG MO KIO AVE 10,New Generation,1981,371000
ANG MO KIO,214 ANG MO KIO AVE 3,New Generation,1976,320000
ANG MO KIO,452 ANG MO KIO AVE 10,New Generation,1979,328000
ANG MO KIO,441 ANG MO KIO AVE 10,New Generation,1979,370000
ANG MO KIO,129 ANG MO KIO AVE 3,New Generation,1979,370000
ANG MO KIO,728 ANG MO KIO AVE 6,New Generation,1980,380000
ANG MO KIO,534 ANG MO KIO AVE 10,New Generation,1980,462000
ANG MO KIO,608 ANG MO KIO AVE 5,New Generation,1980,456500
ANG MO KIO,223 ANG MO KIO AVE 1,New Generation,1978,350000
ANG MO KIO,462 ANG MO KIO AVE 10,New Generation,1980,398888
ANG MO KIO,152 ANG MO KIO AVE 5,New Generation,1981,403000
ANG MO KIO,639 ANG MO KIO AVE 6,New Generation,1980,386000
ANG MO KIO,444 ANG MO KIO AVE 10,New Generation,1979,363000
ANG MO KIO,432 ANG MO KIO AVE 10,New Generation,1979,345000
ANG MO KIO,215 ANG MO KIO AVE 1,Adjoined flat,1976,895000
ANG MO KIO,112 ANG MO KIO AVE 4,New Generation,1978,380000
ANG MO KIO,107 ANG MO KIO AVE 4,New Generation,1978,420000
ANG MO KIO,163 ANG MO KIO AVE 4,New Generation,1980,346800
ANG MO KIO,646 ANG MO KIO AVE 6,New Generation,1980,428000
ANG MO KIO,644 ANG MO KIO AVE 4,New Generation,1980,445000
ANG MO KIO,302 ANG MO KIO AVE 3,New Generation,1978,415000
ANG MO KIO,255 ANG MO KIO AVE 4,New Generation,1977,398000
ANG MO KIO,319 ANG MO KIO AVE 1,New Generation,1977,420000
ANG MO KIO,229 ANG MO KIO AVE 3,New Generation,1978,430000
ANG MO KIO,611 ANG MO KIO AVE 5,New Generation,1980,378000
ANG MO KIO,612 ANG MO KIO AVE 4,New Generation,1980,466000
ANG MO KIO,175 ANG MO KIO AVE 4,New Generation,1981,490000
ANG MO KIO,211 ANG MO KIO AVE 3,New Generation,1977,351888
ANG MO KIO,436 ANG MO KIO AVE 10,New Generation,1979,505000
ANG MO KIO,562 ANG MO KIO AVE 3,New Generation,1980,405000
ANG MO KIO,461 ANG MO KIO AVE 10,New Generation,1980,368000
ANG MO KIO,221 ANG MO KIO AVE 1,Improved,1993,650000
ANG MO KIO,205 ANG MO KIO AVE 1,New Generation,1977,515000
ANG MO KIO,522 ANG MO KIO AVE 5,New Generation,1980,528888
ANG MO KIO,578 ANG MO KIO AVE 10,New Generation,1980,440000
ANG MO KIO,443 ANG MO KIO AVE 10,New Generation,1979,435000
ANG MO KIO,635 ANG MO KIO AVE 6,New Generation,1980,345000
ANG MO KIO,301 ANG MO KIO AVE 3,New Generation,1978,416000
ANG MO KIO,327 ANG MO KIO AVE 3,New Generation,1977,488000
ANG MO KIO,423 ANG MO KIO AVE 3,Improved,1993,640000
ANG MO KIO,622 ANG MO KIO AVE 9,New Generation,1980,515000
ANG MO KIO,620 ANG MO KIO AVE 9,Improved,1980,620000
ANG MO KIO,324 ANG MO KIO AVE 3,New Generation,1978,560000
ANG MO KIO,501 ANG MO KIO AVE 5,Improved,1981,665000
ANG MO KIO,617 ANG MO KIO AVE 4,Model A,1996,570000
ANG MO KIO,609 ANG MO KIO AVE 4,Model A,1993,560000
ANG MO KIO,553 ANG MO KIO AVE 10,Improved,1980,723000
ANG MO KIO,315A ANG MO KIO ST 31,Model A,2006,625888
BEDOK,101 BEDOK NTH AVE 4,Improved,1978,298000
BEDOK,535 BEDOK NTH ST 3,Improved,1986,296000
BEDOK,501 BEDOK NTH ST 3,Improved,1978,330000
BEDOK,502 BEDOK NTH ST 3,Improved,1978,340000
BEDOK,19 CHAI CHEE RD,Improved,1972,325000
BEDOK,54 CHAI CHEE ST,New Generation,1981,345000
BEDOK,548 BEDOK NTH AVE 1,New Generation,1980,348000
BEDOK,84 BEDOK NTH ST 4,New Generation,1978,352000
BEDOK,107 BEDOK NTH RD,New Generation,1977,425000
BEDOK,533 BEDOK NTH ST 3,New Generation,1980,433000
BEDOK,702 BEDOK RESERVOIR RD,New Generation,1980,360000
BEDOK,520 BEDOK NTH AVE 1,New Generation,1979,355000
BEDOK,116 BEDOK RESERVOIR RD,New Generation,1986,373000
BEDOK,59 CHAI CHEE RD,Model A,1984,478000
BEDOK,122 BEDOK NTH ST 2,Adjoined flat,1978,875000
BEDOK,530 BEDOK NTH ST 3,New Generation,1979,368000
BEDOK,401 BEDOK NTH AVE 3,New Generation,1979,450000
BEDOK,546 BEDOK NTH ST 3,New Generation,1980,366000
BEDOK,138 BEDOK NTH ST 2,New Generation,1978,508000
BEDOK,28 NEW UPP CHANGI RD,Improved,1977,390000
BEDOK,410 BEDOK NTH AVE 2,New Generation,1980,421000
BEDOK,149 BEDOK RESERVOIR RD,Simplified,1987,585000
BEDOK,214 BEDOK NTH ST 1,New Generation,1980,410000
BEDOK,146 BEDOK RESERVOIR RD,Model A,1986,513000
BEDOK,163 BEDOK STH RD,Simplified,1985,468000
BEDOK,144 BEDOK RESERVOIR RD,Model A,1987,540000
BEDOK,169 BEDOK STH AVE 3,Simplified,1985,465000
BEDOK,52 NEW UPP CHANGI RD,Improved,1977,440000
BEDOK,15 BEDOK STH RD,Improved,1976,450000
BEDOK,107 BEDOK RESERVOIR RD,New Generation,1985,523000
BEDOK,706 BEDOK NTH RD,New Generation,1980,535000
BEDOK,420 BEDOK NTH ST 1,New Generation,1979,385000
BEDOK,708 BEDOK NTH RD,New Generation,1980,493000
BEDOK,156 BEDOK STH AVE 3,Improved,1985,740000
BEDOK,713 BEDOK RESERVOIR RD,New Generation,1981,370000
BEDOK,44 BEDOK STH RD,Improved,1977,375000
BEDOK,522 BEDOK NTH AVE 1,New Generation,1979,395000
BEDOK,93 BEDOK NTH AVE 4,New Generation,1979,450000
BEDOK,712 BEDOK RESERVOIR RD,New Generation,1981,362000
BEDOK,672 JLN DAMAI,Model A,1996,598888
BEDOK,159 BEDOK STH AVE 3,Simplified,1985,530000
BEDOK,112 BEDOK NTH RD,Standard,1978,560000
BEDOK,147 BEDOK RESERVOIR RD,Improved,1987,620000
BEDOK,22 BEDOK STH AVE 1,New Generation,1977,378000
BEDOK,658 JLN TENAGA,Improved,1996,805000
BEDOK,765 BEDOK RESERVOIR VIEW,Premium Apartment,2000,780888
BEDOK,180 BEDOK NTH RD,Model A,2006,685000
BEDOK,63 CHAI CHEE RD,Model A,1984,610000
BEDOK,761 BEDOK RESERVOIR VIEW,Premium Apartment,2000,768000
BEDOK,185 BEDOK NTH RD,Model A,2005,680000
BEDOK,115 LENGKONG TIGA,Model A,1989,660000
BEDOK,55 NEW UPP CHANGI RD,Standard,1977,585000
BEDOK,635 BEDOK RESERVOIR RD,Apartment,1993,740000
BEDOK,516 BEDOK NTH AVE 2,Improved,1979,610000
BEDOK,721 BEDOK RESERVOIR RD,Maisonette,1984,800000
BEDOK,33 CHAI CHEE AVE,Standard,1975,668000
BEDOK,636 BEDOK RESERVOIR RD,Apartment,1993,865000
BEDOK,634 BEDOK RESERVOIR RD,Apartment,1993,750000
BEDOK,20 BEDOK STH RD,Standard,1976,693000
BISHAN,24 SIN MING RD,Improved,1973,325000
BISHAN,406 SIN MING AVE,Simplified,1987,485000
BISHAN,105 BISHAN ST 12,Simplified,1985,478888
BISHAN,185 BISHAN ST 13,Simplified,1988,710000
BISHAN,308 SHUNFU RD,New Generation,1984,665000
BISHAN,311 SHUNFU RD,New Generation,1984,650000
BISHAN,109 BISHAN ST 12,Simplified,1985,540000
BISHAN,125 BISHAN ST 12,Improved,1987,838000
BISHAN,281 BISHAN ST 24,Model A,1992,570000
BISHAN,177 BISHAN ST 13,Improved,1987,880000
BISHAN,130 BISHAN ST 12,Model A,1986,740000
BISHAN,443 SIN MING AVE,Model A,1990,608000
BISHAN,249 BISHAN ST 22,Model A,1992,788000
BISHAN,193 BISHAN ST 13,Simplified,1987,650000
BISHAN,293 BISHAN ST 22,Premium Apartment,1998,980000
BISHAN,447 BRIGHT HILL DR,Improved,1990,808000
BISHAN,250 BISHAN ST 22,Model A,1992,745000
BISHAN,232 BISHAN ST 22,Model A,1992,668000
BISHAN,243 BISHAN ST 22,Model A,1992,670000
BISHAN,450 SIN MING AVE,Improved,1989,900000
BISHAN,272 BISHAN ST 24,Model A,1992,735000
BISHAN,214 BISHAN ST 23,Model A,1992,650000
BISHAN,147 BISHAN ST 11,Simplified,1987,490000
BISHAN,444 SIN MING AVE,Improved,1990,905000
BISHAN,145 BISHAN ST 11,Simplified,1987,500000
BISHAN,167 BISHAN ST 13,Simplified,1988,608000
BISHAN,163 BISHAN ST 13,Improved,1988,958000
BISHAN,265 BISHAN ST 24,Model A,1992,630000
BISHAN,194 BISHAN ST 13,Improved,1987,928888
BISHAN,164 BISHAN ST 13,Improved,1988,880000
BISHAN,181 BISHAN ST 13,Improved,1987,868000
BISHAN,288 BISHAN ST 24,Premium Apartment,1998,950000
BISHAN,261 BISHAN ST 22,Maisonette,1992,1165000
BISHAN,240 BISHAN ST 22,Maisonette,1992,972000
BISHAN,446 BRIGHT HILL DR,Improved,1990,818000
BUKIT BATOK,109 BT BATOK WEST AVE 6,Improved,1985,336000
BUKIT BATOK,275 BT BATOK EAST AVE 4,Simplified,1987,250000
BUKIT BATOK,420 BT BATOK WEST AVE 2,New Generation,1988,355000
BUKIT BATOK,407 BT BATOK WEST AVE 4,New Generation,1988,460000
BUKIT BATOK,152 BT BATOK ST 11,New Generation,1998,335000
BUKIT BATOK,505 BT BATOK ST 52,Improved,1988,318000
BUKIT BATOK,417 BT BATOK WEST AVE 4,Model A,1986,498000
BUKIT BATOK,333 BT BATOK ST 32,Simplified,1987,330000
BUKIT BATOK,256 BT BATOK EAST AVE 4,New Generation,1985,430000
BUKIT BATOK,134 BT BATOK WEST AVE 6,New Generation,1984,358000
BUKIT BATOK,530 BT BATOK ST 51,Simplified,1987,325000
BUKIT BATOK,364 BT BATOK ST 31,New Generation,1987,482000
BUKIT BATOK,346 BT BATOK ST 34,Model A,1986,375000
BUKIT BATOK,229 BT BATOK EAST AVE 3,New Generation,1985,455000
BUKIT BATOK,215 BT BATOK ST 21,New Generation,1984,365000
BUKIT BATOK,322 BT BATOK ST 33,New Generation,1985,346000
BUKIT BATOK,167 BT BATOK WEST AVE 8,Model A,1984,330000
BUKIT BATOK,228 BT BATOK CTRL,New Generation,1985,390000
BUKIT BATOK,135 BT BATOK WEST AVE 6,New Generation,1984,365000
BUKIT BATOK,160 BT BATOK ST 11,Model A,1984,372500
BUKIT BATOK,130 BT BATOK WEST AVE 6,Model A,1984,380000
BUKIT BATOK,536 BT BATOK ST 52,Model A,1986,550000
BUKIT BATOK,338 BT BATOK ST 34,Simplified,1986,443000
BUKIT BATOK,178 BT BATOK WEST AVE 8,Model A,1984,360000
BUKIT BATOK,231 BT BATOK EAST AVE 5,New Generation,1985,385000
BUKIT BATOK,349 BT BATOK ST 34,Simplified,1987,421888
BUKIT BATOK,511 BT BATOK ST 52,Simplified,1986,425000
BUKIT BATOK,323 BT BATOK ST 33,Simplified,1987,355000
BUKIT BATOK,371 BT BATOK ST 31,Simplified,1988,255000
BUKIT BATOK,149 BT BATOK WEST AVE 6,New Generation,1984,368000
BUKIT BATOK,307 BT BATOK ST 31,New Generation,1985,450888
BUKIT BATOK,236 BT BATOK EAST AVE 5,Improved,1985,628000
BUKIT BATOK,243 BT BATOK EAST AVE 5,Improved,1985,528000
BUKIT BATOK,266 BT BATOK EAST AVE 4,Simplified,1985,425000
BUKIT BATOK,339 BT BATOK ST 34,Model A,1987,380000
BUKIT BATOK,289G BT BATOK ST 25,Model A,1998,520000
BUKIT BATOK,291E BT BATOK ST 24,Improved,1998,650000
BUKIT BATOK,391 BT BATOK WEST AVE 5,Model A,2004,508000
BUKIT BATOK,211 BT BATOK ST 21,Model A,1985,526000
BUKIT BATOK,384 BT BATOK WEST AVE 5,Model A,2005,495000
BUKIT BATOK,118 BT BATOK WEST AVE 6,Model A,1984,510000
BUKIT BATOK,289E BT BATOK ST 25,Model A,1998,520000
BUKIT BATOK,288G BT BATOK ST 25,Improved,1997,625000
BUKIT BATOK,192 BT BATOK WEST AVE 6,Improved,1997,665000
BUKIT BATOK,290D BT BATOK EAST AVE 3,Model A,1998,570000
BUKIT BATOK,140 BT BATOK ST 11,Maisonette,1984,915000
BUKIT BATOK,330 BT BATOK ST 33,Maisonette,1986,801500
BUKIT BATOK,389 BT BATOK WEST AVE 5,Improved,2005,677000
BUKIT BATOK,221 BT BATOK EAST AVE 3,Apartment,1985,750000
BUKIT BATOK,115 BT BATOK WEST AVE 6,Model A,1985,790000
BUKIT BATOK,366 BT BATOK ST 31,Maisonette,1986,780000
BUKIT BATOK,356 BT BATOK ST 31,Maisonette,1986,750000
BUKIT BATOK,125 BT BATOK CTRL,Maisonette,1985,850000
BUKIT BATOK,526 BT BATOK ST 51,Maisonette,1986,740000
BUKIT BATOK,290C BT BATOK EAST AVE 3,Apartment,1997,800000
BUKIT BATOK,290B BT BATOK ST 24,Apartment,1997,800000
BUKIT MERAH,2 JLN BT HO SWEE,Standard,1971,270000
BUKIT MERAH,45 TELOK BLANGAH DR,Improved,1976,300000
BUKIT MERAH,136 JLN BT MERAH,Improved,1975,365000
BUKIT MERAH,28 JLN BT MERAH,Standard,1967,300000
BUKIT MERAH,1 TELOK BLANGAH CRES,Improved,1983,390000
BUKIT MERAH,34 JLN BT HO SWEE,Standard,1971,362000
BUKIT MERAH,12 TAMAN HO SWEE,Standard,1970,310000
BUKIT MERAH,8 JLN BT HO SWEE,Standard,1971,315000
BUKIT MERAH,14 TAMAN HO SWEE,Standard,1970,330000
BUKIT MERAH,113 JLN BT MERAH,Standard,1969,360000
BUKIT MERAH,145 JLN BT MERAH,New Generation,1981,383888
BUKIT MERAH,28 JLN KLINIK,Standard,1969,315000
BUKIT MERAH,16 TELOK BLANGAH CRES,Improved,1975,340000
BUKIT MERAH,24 BEO CRES,Standard,1971,280000
BUKIT MERAH,30 JLN KLINIK,Standard,1969,380000
BUKIT MERAH,15 TELOK BLANGAH CRES,Improved,1975,305000
BUKIT MERAH,104 BT PURMEI RD,Model A,1984,440000
BUKIT MERAH,129 BT MERAH VIEW,Improved,1973,430000
BUKIT MERAH,102 BT PURMEI RD,Model A,1984,430000
BUKIT MERAH,60 TELOK BLANGAH HTS,New Generation,1976,410000
BUKIT MERAH,48 LENGKOK BAHRU,Improved,1986,735000
BUKIT MERAH,34 TELOK BLANGAH WAY,Improved,1976,520000
BUKIT MERAH,26C JLN MEMBINA,Model A,2009,840000
BUKIT MERAH,105 BT PURMEI RD,New Generation,1983,620000
BUKIT MERAH,129 KIM TIAN RD,Improved,1976,548000
BUKIT MERAH,29 LIM LIAK ST,Standard,1973,750000
BUKIT MERAH,104B DEPOT RD,Model A,2000,670000
BUKIT MERAH,111A DEPOT RD,Improved,2006,830000
BUKIT MERAH,37 LIM LIAK ST,Standard,1974,705000
BUKIT MERAH,104A DEPOT RD,Improved,2000,805000
BUKIT MERAH,12 JLN BT MERAH,Improved,1996,870000
BUKIT MERAH,119C KIM TIAN RD,Improved,2003,968000
BUKIT MERAH,86 TELOK BLANGAH HTS,Improved,2003,855000
BUKIT MERAH,123 KIM TIAN RD,Improved,1995,968000
BUKIT MERAH,85 TELOK BLANGAH HTS,Improved,2003,905000
BUKIT MERAH,69 REDHILL CL,Improved,2001,860000
BUKIT MERAH,52 TELOK BLANGAH DR,Standard,1978,788000
BUKIT MERAH,73 TELOK BLANGAH HTS,Standard,1978,708888
BUKIT MERAH,118A JLN MEMBINA,Model A,2003,828000
BUKIT MERAH,87 ZION RD,Improved,1974,980000
BUKIT MERAH,106B DEPOT RD,Improved,2000,788000
BUKIT MERAH,49 TELOK BLANGAH DR,Standard,1976,868000
BUKIT MERAH,120A KIM TIAN PL,Improved,2001,885000
BUKIT MERAH,1 DELTA AVE,Improved,1983,860000
BUKIT MERAH,119D KIM TIAN RD,Improved,2002,950000
BUKIT PANJANG,109 GANGSA RD,Simplified,1988,425000
BUKIT PANJANG,216 PETIR RD,Model A,1989,376000
BUKIT PANJANG,108 GANGSA RD,Model A,1986,388000
BUKIT PANJANG,220 PETIR RD,Model A,1989,395000
BUKIT PANJANG,125 PENDING RD,Model A,1987,420000
BUKIT PANJANG,217 PETIR RD,Simplified,1987,438000
BUKIT PANJANG,148 GANGSA RD,Model A,1988,560000
BUKIT PANJANG,412 SAUJANA RD,Simplified,1988,390000
BUKIT PANJANG,275 BANGKIT RD,Model A,1988,490000
BUKIT PANJANG,142 PETIR RD,Model A,1988,395000
BUKIT PANJANG,207 PETIR RD,Simplified,1988,410000
BUKIT PANJANG,415 SAUJANA RD,Model A,1989,432000
BUKIT PANJANG,401 FAJAR RD,Model A,1988,480000
BUKIT PANJANG,421 FAJAR RD,Improved,1989,590000
BUKIT PANJANG,257 BANGKIT RD,Model A,1989,480888
BUKIT PANJANG,435 BT PANJANG RING RD,Simplified,1988,435000
BUKIT PANJANG,242 BT PANJANG RING RD,Model A,1988,418000
BUKIT PANJANG,620 BT PANJANG RING RD,Improved,2001,588000
BUKIT PANJANG,533 BT PANJANG RING RD,Model A,1999,480000
BUKIT PANJANG,441 FAJAR RD,Model A,1989,485000
BUKIT PANJANG,203 PETIR RD,Model A,1988,480000
BUKIT PANJANG,235 BT PANJANG RING RD,Model A,1988,480000
BUKIT PANJANG,418 FAJAR RD,Improved,1989,600000
BUKIT PANJANG,530 JELAPANG RD,Model A,1999,480000
BUKIT PANJANG,406 FAJAR RD,Improved,1989,633000
BUKIT PANJANG,481 SEGAR RD,Premium Apartment,2002,570000
BUKIT PANJANG,141 PETIR RD,Model A,1988,435000
BUKIT PANJANG,204 PETIR RD,Model A,1988,508000
BUKIT PANJANG,403 FAJAR RD,Simplified,1988,418888
BUKIT PANJANG,402 FAJAR RD,Model A,1988,465000
BUKIT PANJANG,619 BT PANJANG RING RD,Model A,2001,455000
BUKIT PANJANG,508 JELAPANG RD,Model A2,1998,480888
BUKIT PANJANG,519 JELAPANG RD,Model A,1998,532000
BUKIT PANJANG,522 JELAPANG RD,Apartment,1998,840000
BUKIT PANJANG,272 BANGKIT RD,Model A,1988,478000
BUKIT PANJANG,484 SEGAR RD,Premium Apartment,2002,615000
BUKIT PANJANG,601 SENJA RD,Model A2,1999,620000
BUKIT PANJANG,448 BT PANJANG RING RD,Model A,1997,425000
BUKIT PANJANG,213 PETIR RD,Improved,1988,580000
BUKIT PANJANG,434 BT PANJANG RING RD,Improved,1989,590000
BUKIT PANJANG,512 JELAPANG RD,Improved,1998,560000
BUKIT PANJANG,627 SENJA RD,Premium Apartment,2004,585000
BUKIT PANJANG,535 BT PANJANG RING RD,Model A,1999,470000
BUKIT PANJANG,166 GANGSA RD,Model A,1998,660000
BUKIT PANJANG,626 SENJA RD,Premium Apartment,2005,660000
BUKIT PANJANG,419 FAJAR RD,Improved,1989,610000
BUKIT PANJANG,623 SENJA RD,Improved,2001,530000
BUKIT PANJANG,175 LOMPANG RD,Model A,1997,680000
BUKIT PANJANG,479 SEGAR RD,Premium Apartment,2002,635000
BUKIT PANJANG,630 SENJA RD,Premium Apartment,2004,495000
BUKIT PANJANG,540 JELAPANG RD,Improved,1999,800888
BUKIT PANJANG,182 JELEBU RD,Premium Apartment,2003,840000
BUKIT PANJANG,470 SEGAR RD,Premium Apartment,2002,646000
BUKIT PANJANG,529 JELAPANG RD,Model A,1999,430000
BUKIT PANJANG,483 SEGAR RD,Premium Apartment,2002,495000
BUKIT PANJANG,478 SEGAR RD,Premium Apartment,2003,562000
BUKIT PANJANG,605 SENJA RD,Improved,1999,790000
BUKIT PANJANG,179 LOMPANG RD,Improved,2001,580000
BUKIT PANJANG,254 BANGKIT RD,Maisonette,1988,852000
BUKIT PANJANG,503 JELAPANG RD,Maisonette,1998,850000
BUKIT PANJANG,653 SENJA LINK,Premium Apartment,2001,560000
BUKIT PANJANG,185 JELEBU RD,Premium Apartment,2003,798000
BUKIT PANJANG,542 JELAPANG RD,Apartment,1999,870000
BUKIT PANJANG,543 JELAPANG RD,Maisonette,1999,935000
BUKIT TIMAH,5 TOH YI DR,Model A,1989,800000
BUKIT TIMAH,14 TOH YI DR,Model A,1988,615000
CENTRAL AREA,8 JLN KUKOH,Improved,1971,300000
CENTRAL AREA,263 WATERLOO ST,Improved,1978,469999
CENTRAL AREA,4 TG PAGAR PLAZA,Improved,1977,470000
CENTRAL AREA,661 BUFFALO RD,Improved,1982,535000
CENTRAL AREA,662 BUFFALO RD,Improved,1982,539888
CENTRAL AREA,671B KLANG LANE,Model A,2003,600000
CHOA CHU KANG,19 TECK WHYE LANE,New Generation,1981,410000
CHOA CHU KANG,105 TECK WHYE LANE,Model A,1989,383888
CHOA CHU KANG,2 TECK WHYE AVE,Model A,1984,460000
CHOA CHU KANG,10 TECK WHYE AVE,New Generation,1978,330000
CHOA CHU KANG,484A CHOA CHU KANG AVE 5,Model A2,1999,457500
CHOA CHU KANG,103 TECK WHYE LANE,Model A,1989,446888
CHOA CHU KANG,685A CHOA CHU KANG CRES,Improved,2002,540000
CHOA CHU KANG,659 CHOA CHU KANG CRES,Premium Apartment,1999,680000
