flat,park,park_dist,num_park_2km
342 WOODLANDS AVE 1,Marsiling Park,1.345400655450605,1
847 WOODLANDS ST 82,Admiralty Park,1.3876996624048612,3
271 YISHUN ST 22,Yishun Neighbourhood Park,0.5794417206943738,3
107 YISHUN RING RD,Sembawang Park,0.7414161910920135,4
127 YISHUN ST 11,Yishun Neighbourhood Park,0.608532441739322,4
640 YISHUN ST 61,Yishun Pond Park,0.761073176727737,4
393 YISHUN AVE 6,Yishun Pond Park,0.9425270723511335,2
263 YISHUN ST 22,Yishun Neighbourhood Park,0.4723188457625743,4
108 YISHUN RING RD,Sembawang Park,0.823070466298162,4
125 YISHUN ST 11,Yishun Neighbourhood Park,0.6726983352295509,4
269 YISHUN ST 22,Yishun Neighbourhood Park,0.5784337531535821,3
237 YISHUN RING RD,Yishun Neighbourhood Park,0.6317031363972537,4
797 YISHUN RING RD,Lower Seletar Reservoir Park,1.0889472566951839,3
604 YISHUN ST 61,Yishun Pond Park,0.8424493758534749,4
165 YISHUN RING RD,Yishun Neighbourhood Park,0.4350153091562554,4
118 YISHUN RING RD,Yishun Neighbourhood Park,0.7517133136152778,4
220 YISHUN ST 21,Yishun Neighbourhood Park,0.4544186799192785,4
605 YISHUN ST 61,Yishun Pond Park,0.7918901584401804,4
123 YISHUN ST 11,Yishun Neighbourhood Park,0.5174495744533141,4
321 YISHUN CTRL,Yishun Pond Park,0.2004278252372709,4
152 YISHUN ST 11,Yishun Pond Park,0.6891441286276813,4
632 YISHUN ST 61,Yishun Pond Park,1.0285829264628095,3
731 YISHUN ST 72,Sembawang Park,0.692811290153137,4
701 YISHUN AVE 5,Sembawang Park,0.5923224482706841,4
708 YISHUN AVE 5,Sembawang Park,0.37187877640142125,4
126 YISHUN ST 11,Yishun Neighbourhood Park,0.7404257842121561,4
362 YISHUN RING RD,Yishun Pond Park,0.5430076681496823,3
241 YISHUN RING RD,Yishun Pond Park,0.4859951139560248,4
242 YISHUN RING RD,Yishun Pond Park,0.5396271689614361,4
354 YISHUN RING RD,Yishun Pond Park,0.6176672783676495,2
740 YISHUN AVE 5,Sembawang Park,0.8868806382471953,4
703 YISHUN AVE 5,Sembawang Park,0.5629061899957323,4
122 YISHUN ST 11,Yishun Neighbourhood Park,0.5426548042707605,4
228 YISHUN ST 21,Yishun Neighbourhood Park,0.3733590191892348,4
117 YISHUN RING RD,Yishun Neighbourhood Park,0.8654645287620697,4
141 YISHUN RING RD,Sembawang Park,0.7728996328062706,4
720 YISHUN ST 71,Sembawang Park,0.40047950592668324,5
148 YISHUN ST 11,Yishun Neighbourhood Park,0.7136377015061675,4
208 YISHUN ST 21,Yishun Pond Park,0.4454533995683525,4
146 YISHUN ST 11,Yishun Neighbourhood Park,0.8035264362084286,4
423 YISHUN AVE 11,Yishun Pond Park,1.0583703528264776,1
203 YISHUN ST 21,Yishun Pond Park,0.48455011596033226,4
862 YISHUN AVE 4,Yishun Pond Park,1.1805799700882265,3
147 YISHUN ST 11,Yishun Neighbourhood Park,0.8052295868164461,4
202 YISHUN ST 21,Yishun Pond Park,0.43628608951167,4
217 YISHUN ST 21,Yishun Neighbourhood Park,0.5801893143094753,4
218 YISHUN ST 21,Yishun Neighbourhood Park,0.5412586564176424,4
253 YISHUN RING RD,Yishun Neighbourhood Park,0.6922289351012474,4
245 YISHUN AVE 9,Yishun Pond Park,0.7767872295901135,3
262 YISHUN ST 22,Yishun Neighbourhood Park,0.49552451851661516,4
746 YISHUN ST 72,Yishun Pond Park,0.7427746646913658,4
437 YISHUN AVE 6,Yishun Pond Park,1.0758217408541795,1
741 YISHUN AVE 5,Yishun Pond Park,0.8126174437445552,4
249 YISHUN AVE 9,Yishun Neighbourhood Park,0.7936769005750106,3
254 YISHUN RING RD,Yishun Neighbourhood Park,0.6946697022884399,4
783 YISHUN RING RD,Sembawang Park,0.9322421863384547,4
329 YISHUN RING RD,Yishun Pond Park,0.39463442641944874,4
849 YISHUN RING RD,Lower Seletar Reservoir Park,0.9311848319638881,3
745 YISHUN ST 72,Yishun Pond Park,0.7493201917799106,4
839 YISHUN ST 81,Lower Seletar Reservoir Park,0.749328621985612,3
173 YISHUN AVE 7,Yishun Neighbourhood Park,0.45649547777021326,4
403 YISHUN AVE 6,Yishun Pond Park,0.9500750581217475,2
718 YISHUN ST 71,Sembawang Park,0.36195601842590375,5
433 YISHUN AVE 6,Yishun Pond Park,1.1101518528925978,1
250 YISHUN AVE 9,Yishun Neighbourhood Park,0.7641993720834044,3
101 YISHUN AVE 5,Sembawang Park,0.5751296500509391,4
389 YISHUN AVE 6,Yishun Pond Park,0.90638680918606,3
638 YISHUN ST 61,Yishun Pond Park,0.8532872856395786,4
778 YISHUN AVE 2,Yishun Pond Park,0.93437680533,4
435 YISHUN AVE 6,Yishun Pond Park,1.0776356741906388,1
766 YISHUN AVE 3,Yishun Pond Park,0.7629386481624075,5
233 YISHUN ST 21,Yishun Neighbourhood Park,0.4541500832024108,4
367 YISHUN RING RD,Yishun Pond Park,0.5958951740619132,3
111 YISHUN RING RD,Yishun Neighbourhood Park,0.8843773265932553,4
609 YISHUN ST 61,Yishun Pond Park,0.861424098417629,4
868 YISHUN ST 81,Lower Seletar Reservoir Park,0.8248786565289228,3
399 YISHUN AVE 6,Yishun Pond Park,0.7821977528302433,3
634 YISHUN ST 61,Yishun Pond Park,0.9896415821260022,3
647 YISHUN ST 61,Yishun Pond Park,0.6595545792923808,4
785 YISHUN AVE 2,Yishun Pond Park,0.9814224117701291,4
415 YISHUN AVE 11,Yishun Pond Park,0.7469286465438627,2
765 YISHUN ST 72,Yishun Pond Park,0.7451247660874704,5
247 YISHUN AVE 9,Yishun Pond Park,0.8237020803404572,3
730 YISHUN ST 71,Sembawang Park,0.6983633467375003,5
175 YISHUN AVE 7,Yishun Neighbourhood Park,0.3007724940164502,4
274 YISHUN ST 22,Yishun Neighbourhood Park,0.4320776549533909,4
613 YISHUN ST 61,Yishun Pond Park,1.0095670691204703,4
363 YISHUN RING RD,Yishun Pond Park,0.5847366550667228,3
756 YISHUN ST 72,Yishun Pond Park,0.7714737665354723,5
283 YISHUN AVE 6,Yishun Park,0.46241921109149936,3
398 YISHUN RING RD,Yishun Pond Park,0.7192828050855014,3
787 YISHUN RING RD,Sembawang Park,0.9131918001822015,4
768 YISHUN AVE 3,Yishun Pond Park,0.7816597447909631,5
302 YISHUN CTRL,Yishun Pond Park,0.24779165767613087,4
626 YISHUN ST 61,Lower Seletar Reservoir Park,1.004572473045964,3
610 YISHUN ST 61,Yishun Pond Park,0.9145879578699081,4
308 YISHUN RING RD,Yishun Pond Park,0.38024999772468154,4
167 YISHUN RING RD,Yishun Neighbourhood Park,0.33680523353538144,4
816 YISHUN ST 81,Lower Seletar Reservoir Park,0.33693659007735216,3
289 YISHUN AVE 6,Yishun Park,0.391993922514381,3
617 YISHUN RING RD,Yishun Pond Park,1.0796659298905984,3
210 YISHUN ST 21,Yishun Pond Park,0.4081108825428732,4
204 YISHUN ST 21,Yishun Pond Park,0.5719754955680949,4
737 YISHUN ST 72,Sembawang Park,0.8559988011785205,4
115B YISHUN RING RD,Sembawang Park,0.8548045279848856,4
833 YISHUN ST 81,Lower Seletar Reservoir Park,0.6310760929582343,3
170 YISHUN AVE 7,Yishun Neighbourhood Park,0.2753933760295897,4
159 YISHUN ST 11,Yishun Neighbourhood Park,0.561735793655716,4
749 YISHUN ST 72,Yishun Pond Park,0.6647325360922459,4
272 YISHUN ST 22,Yishun Neighbourhood Park,0.4995150434870485,3
412 YISHUN RING RD,Yishun Pond Park,0.8087676844676794,2
357 YISHUN RING RD,Yishun Pond Park,0.6935442873046382,2
622 YISHUN RING RD,Lower Seletar Reservoir Park,1.051416933578584,3
296 YISHUN ST 20,Yishun Neighbourhood Park,0.26244042556027164,4
644 YISHUN ST 61,Yishun Pond Park,0.7354266447073157,4
860 YISHUN AVE 4,Yishun Pond Park,1.1065595877433263,3
298 YISHUN ST 20,Yishun Neighbourhood Park,0.21469002698405146,4
800 YISHUN RING RD,Lower Seletar Reservoir Park,1.00867854363346,3
212 YISHUN ST 21,Yishun Pond Park,0.5257642766639944,4
775 YISHUN RING RD,Sembawang Park,0.8398183256038195,4
297 YISHUN ST 20,Yishun Neighbourhood Park,0.2177475337975666,4
238 YISHUN RING RD,Yishun Pond Park,0.5846965972696547,4
636 YISHUN ST 61,Yishun Pond Park,0.8918476343586678,3
657 YISHUN AVE 4,Yishun Pond Park,0.6228500107051954,4
624 YISHUN RING RD,Lower Seletar Reservoir Park,1.052143044586409,3
866 YISHUN ST 81,Lower Seletar Reservoir Park,0.8850954661427374,3
809 YISHUN RING RD,Lower Seletar Reservoir Park,0.7732439183775994,3
326 YISHUN RING RD,Yishun Pond Park,0.32609275590099224,4
850 YISHUN ST 81,Lower Seletar Reservoir Park,0.9016758882738184,3
360 YISHUN RING RD,Yishun Pond Park,0.6259535572135196,3
405 YISHUN AVE 6,Yishun Pond Park,1.030923336542482,2
324 YISHUN CTRL,Yishun Pond Park,0.23451123797822898,4
606 YISHUN ST 61,Yishun Pond Park,0.8301332582288435,4
851 YISHUN ST 81,Lower Seletar Reservoir Park,0.9064848652314893,3
361 YISHUN RING RD,Yishun Pond Park,0.6529371066032418,3
611 YISHUN ST 61,Yishun Pond Park,0.9489244127880799,4
877 YISHUN ST 81,Lower Seletar Reservoir Park,0.66766357045813,3
640A YISHUN ST 61,Yishun Pond Park,0.77597418784919,4
226E ANG MO KIO AVE 1,Bishan-Ang Mo Kio Park,0.4156815329589806,3
180 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.5810895510361339,3
538 ANG MO KIO AVE 5,Ang Mo Kio Town Garden East,0.6291066284491035,2
727 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.36496943880599525,3
153 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.261714097742092,3
536 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.5809121533370357,2
559 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.8219287111039076,2
456 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.9907039453011734,2
541 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.6747852411726969,2
214 ANG MO KIO AVE 3,Bishan-Ang Mo Kio Park,0.6173793129547974,3
452 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.6671852301402935,2
441 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.6574242081412887,3
129 ANG MO KIO AVE 3,Ang Mo Kio Town Garden West,0.4827061255422568,3
728 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.34864394771147866,3
534 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.5543378725594986,2
608 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.8441432064132606,3
223 ANG MO KIO AVE 1,Bishan-Ang Mo Kio Park,0.22503156466626817,3
462 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.9367444454606214,2
152 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.41713398639856,3
639 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.6399160562582995,3
444 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.7259890195954201,2
432 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.4361189472103609,3
215 ANG MO KIO AVE 1,Bishan-Ang Mo Kio Park,0.6290417556225618,3
112 ANG MO KIO AVE 4,Bishan-Ang Mo Kio Park,0.677973365624315,3
107 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.6918186572310958,3
163 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.5362724084159988,3
646 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.5851101068752201,3
644 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.5946180452060357,3
302 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.667849482326847,3
255 ANG MO KIO AVE 4,Bishan-Ang Mo Kio Park,0.6341876770453889,3
319 ANG MO KIO AVE 1,Ang Mo Kio Town Garden East,0.7080920393320707,3
229 ANG MO KIO AVE 3,Bishan-Ang Mo Kio Park,0.48236242770627413,3
611 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.7809829838651077,3
612 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.7132167119940784,3
175 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.6707120362820427,3
211 ANG MO KIO AVE 3,Ang Mo Kio Town Garden West,0.5678445940810861,3
436 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.5427544050824585,3
562 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.9522744946300717,2
461 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.8471481622970144,2
221 ANG MO KIO AVE 1,Bishan-Ang Mo Kio Park,0.37871593365864936,3
205 ANG MO KIO AVE 1,Ang Mo Kio Town Garden West,0.8022023793685739,3
522 ANG MO KIO AVE 5,Ang Mo Kio Town Garden East,0.3141240066356626,3
578 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.5135995450265092,2
443 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.7487095923116457,2
635 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.7327005235785629,3
301 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.624400016101542,3
327 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.5592469265587109,3
423 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.25124590912281486,3
622 ANG MO KIO AVE 9,Ang Mo Kio Town Garden West,0.9433007029326523,3
620 ANG MO KIO AVE 9,Ang Mo Kio Town Garden West,0.9900769046352101,3
324 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.4778204473616396,3
501 ANG MO KIO AVE 5,Ang Mo Kio Town Garden East,0.6122643117320534,3
617 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.6587863388736671,3
609 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.7844926583409992,3
553 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.7810601565319655,2
315A ANG MO KIO ST 31,Ang Mo Kio Town Garden East,0.821181200245234,3
101 BEDOK NTH AVE 4,Bedok Town Park,1.733469140052571,1
535 BEDOK NTH ST 3,Bedok Town Park,0.22449318911215235,1
501 BEDOK NTH ST 3,Bedok Town Park,1.0277651679974789,1
502 BEDOK NTH ST 3,Bedok Town Park,1.0496273744896667,1
19 CHAI CHEE RD,Bedok Town Park,0.792452659233319,1
54 CHAI CHEE ST,Bedok Town Park,0.5614562290400168,1
548 BEDOK NTH AVE 1,Bedok Town Park,0.6066781831238272,1
84 BEDOK NTH ST 4,Bedok Town Park,1.898486848702212,1
107 BEDOK NTH RD,Bedok Town Park,1.5697441236578031,1
533 BEDOK NTH ST 3,Bedok Town Park,0.22696308577470833,1
702 BEDOK RESERVOIR RD,Bedok Town Park,0.49360675432022455,1
520 BEDOK NTH AVE 1,Bedok Town Park,0.7770865389426818,1
116 BEDOK RESERVOIR RD,Bedok Town Park,1.5700878005660395,1
59 CHAI CHEE RD,Bedok Town Park,1.077290864427128,1
122 BEDOK NTH ST 2,Bedok Town Park,1.83324090535957,1
530 BEDOK NTH ST 3,Bedok Town Park,0.5254011114432056,1
401 BEDOK NTH AVE 3,Bedok Town Park,1.3084247557916722,1
546 BEDOK NTH ST 3,Bedok Town Park,0.5359367763575296,1
138 BEDOK NTH ST 2,Bedok Town Park,1.6313393891080057,1
28 NEW UPP CHANGI RD,Bedok Town Park,1.8389826457396177,2
410 BEDOK NTH AVE 2,Bedok Town Park,1.2779475589212153,1
149 BEDOK RESERVOIR RD,Bedok Town Park,1.0756631215166976,1
214 BEDOK NTH ST 1,Bedok Town Park,1.4706663532452373,1
146 BEDOK RESERVOIR RD,Bedok Town Park,1.1507213860673215,1
163 BEDOK STH RD,East Coast Park,2.3791437783524865,0
144 BEDOK RESERVOIR RD,Bedok Town Park,1.094311589444337,1
169 BEDOK STH AVE 3,East Coast Park,2.2888443325807075,0
52 NEW UPP CHANGI RD,East Coast Park,2.3658101379011565,0
15 BEDOK STH RD,East Coast Park,1.6724227558361215,1
107 BEDOK RESERVOIR RD,Bedok Town Park,1.544493303047301,1
706 BEDOK NTH RD,Bedok Town Park,0.4212455447629048,1
420 BEDOK NTH ST 1,Bedok Town Park,1.033866397433616,1
708 BEDOK NTH RD,Bedok Town Park,0.3452249259639734,1
156 BEDOK STH AVE 3,East Coast Park,2.1833177064949236,0
713 BEDOK RESERVOIR RD,Bedok Town Park,0.21152634648856178,1
44 BEDOK STH RD,East Coast Park,2.0700891093477884,0
522 BEDOK NTH AVE 1,Bedok Town Park,0.6605915453725599,1
93 BEDOK NTH AVE 4,Bedok Town Park,2.1167600438640326,0
712 BEDOK RESERVOIR RD,Bedok Town Park,0.16973873003577095,1
672 JLN DAMAI,Bedok Town Park,1.5342092935285854,1
159 BEDOK STH AVE 3,East Coast Park,2.244532015643897,0
112 BEDOK NTH RD,Bedok Town Park,1.5139379035838567,1
147 BEDOK RESERVOIR RD,Bedok Town Park,1.1775250584611596,1
22 BEDOK STH AVE 1,Bedok Town Park,1.7327567513984612,2
658 JLN TENAGA,Bedok Town Park,1.764398685699728,1
765 BEDOK RESERVOIR VIEW,Bedok Town Park,1.527932720244551,1
180 BEDOK NTH RD,Bedok Town Park,2.2318386678008406,0
63 CHAI CHEE RD,Bedok Town Park,0.9266551341485374,1
761 BEDOK RESERVOIR VIEW,Bedok Town Park,1.3163114244627314,1
185 BEDOK NTH RD,Bedok Town Park,2.2458286365820674,0
115 LENGKONG TIGA,Bedok Town Park,1.7686119152283062,1
55 NEW UPP CHANGI RD,Bedok Town Park,2.428109736372102,0
635 BEDOK RESERVOIR RD,Bedok Town Park,1.9873525782293888,1
516 BEDOK NTH AVE 2,Bedok Town Park,0.9323494027613418,1
721 BEDOK RESERVOIR RD,Bedok Town Park,0.46718339331125763,1
33 CHAI CHEE AVE,Bedok Town Park,1.2131090836790097,2
636 BEDOK RESERVOIR RD,Bedok Town Park,2.0329181134930554,0
634 BEDOK RESERVOIR RD,Bedok Town Park,2.002935140432581,0
20 BEDOK STH RD,East Coast Park,1.2477009464042859,1
24 SIN MING RD,Bishan-Ang Mo Kio Park,1.103958394711223,2
406 SIN MING AVE,Bishan-Ang Mo Kio Park,0.34755432860028296,2
105 BISHAN ST 12,MacRitchie Reservoir Park,1.6074056102173757,2
185 BISHAN ST 13,Toa Payoh Town Park,2.1838904942145385,0
308 SHUNFU RD,MacRitchie Reservoir Park,1.108105677521008,2
311 SHUNFU RD,MacRitchie Reservoir Park,1.2167103605950322,2
109 BISHAN ST 12,MacRitchie Reservoir Park,1.7035978821329567,2
125 BISHAN ST 12,Toa Payoh Town Park,1.8761340623757923,1
281 BISHAN ST 24,Bishan-Ang Mo Kio Park,1.2733461131199788,3
177 BISHAN ST 13,Toa Payoh Town Park,2.0125239509542197,0
130 BISHAN ST 12,Toa Payoh Town Park,1.7328222276464866,2
443 SIN MING AVE,Bishan-Ang Mo Kio Park,0.8162354962016852,2
249 BISHAN ST 22,Bishan-Ang Mo Kio Park,0.9623668902816735,3
193 BISHAN ST 13,Toa Payoh Town Park,2.0317192933932415,0
293 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.4515020715872453,2
447 BRIGHT HILL DR,Bishan-Ang Mo Kio Park,0.9090847674989696,2
250 BISHAN ST 22,Bishan-Ang Mo Kio Park,0.9366460964352007,3
232 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.298042365379731,3
243 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.0319952725558563,3
450 SIN MING AVE,Bishan-Ang Mo Kio Park,0.9995382469786316,2
272 BISHAN ST 24,Bishan-Ang Mo Kio Park,1.2425673819455425,4
214 BISHAN ST 23,Ang Mo Kio Town Garden East,1.4773477921167144,3
147 BISHAN ST 11,Toa Payoh Town Park,1.676781116908786,1
444 SIN MING AVE,Bishan-Ang Mo Kio Park,0.8571614320179166,2
145 BISHAN ST 11,Toa Payoh Town Park,1.7363074271455137,1
167 BISHAN ST 13,Toa Payoh Town Park,2.101651139095988,0
163 BISHAN ST 13,Toa Payoh Town Park,2.144246200428941,0
265 BISHAN ST 24,Bishan-Ang Mo Kio Park,0.9951412302425514,3
194 BISHAN ST 13,Toa Payoh Town Park,2.000787639682998,0
164 BISHAN ST 13,Toa Payoh Town Park,2.179783222845132,0
181 BISHAN ST 13,Toa Payoh Town Park,2.128122073283823,0
288 BISHAN ST 24,Bishan-Ang Mo Kio Park,1.3433613624381089,3
261 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.0390072123420233,3
240 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.0982276265155082,3
446 BRIGHT HILL DR,Bishan-Ang Mo Kio Park,0.9208835819750415,2
109 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.5806208552289998,2
275 BT BATOK EAST AVE 4,Bukit Batok Nature Park,0.7338208631224182,3
420 BT BATOK WEST AVE 2,Bukit Batok Town Park,1.236892148870678,1
407 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.3651655996438512,1
152 BT BATOK ST 11,Chinese Garden,1.4435549637892007,3
505 BT BATOK ST 52,Bukit Batok Town Park,0.6662222033968719,2
417 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.1852514915394035,1
333 BT BATOK ST 32,Bukit Batok Town Park,1.1453935114496476,1
256 BT BATOK EAST AVE 4,Bukit Batok Town Park,0.8003484990274032,3
134 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.4130634810724763,2
530 BT BATOK ST 51,Bukit Batok Town Park,0.5382809504423431,2
364 BT BATOK ST 31,Bukit Batok Town Park,0.7903762751459943,1
346 BT BATOK ST 34,Bukit Batok Town Park,0.7894403173916562,1
229 BT BATOK EAST AVE 3,Bukit Batok Town Park,1.0351261205708446,2
215 BT BATOK ST 21,Bukit Batok Town Park,1.22387789693199,2
322 BT BATOK ST 33,Bukit Batok Town Park,0.9987155073144434,1
167 BT BATOK WEST AVE 8,Chinese Garden,1.1765300541583126,3
228 BT BATOK CTRL,Bukit Batok Town Park,1.0093981916741916,2
135 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.4033625155873104,2
160 BT BATOK ST 11,Chinese Garden,1.2661683772886123,3
130 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.3136749084557724,2
536 BT BATOK ST 52,Bukit Batok Town Park,0.5564859353420539,2
338 BT BATOK ST 34,Bukit Batok Town Park,0.8660592339573028,1
178 BT BATOK WEST AVE 8,Chinese Garden,1.1732374807795396,3
231 BT BATOK EAST AVE 5,Bukit Batok Town Park,0.9490235811387961,2
349 BT BATOK ST 34,Bukit Batok Town Park,0.8470353840818052,1
511 BT BATOK ST 52,Bukit Batok Town Park,0.5782893451360254,2
323 BT BATOK ST 33,Bukit Batok Town Park,0.9316102900869572,1
371 BT BATOK ST 31,Bukit Batok Town Park,0.5900687101167292,1
149 BT BATOK WEST AVE 6,Chinese Garden,1.5049864403044195,2
307 BT BATOK ST 31,Bukit Batok Town Park,0.849233851750708,1
236 BT BATOK EAST AVE 5,Bukit Batok Town Park,0.9117505062533159,2
243 BT BATOK EAST AVE 5,Bukit Batok Town Park,0.8834918522646057,2
266 BT BATOK EAST AVE 4,Bukit Batok Nature Park,0.57478112718924,3
339 BT BATOK ST 34,Bukit Batok Town Park,0.8283569561043831,1
289G BT BATOK ST 25,Bukit Batok Nature Park,0.7370027445071998,3
291E BT BATOK ST 24,Bukit Batok Nature Park,1.2150846410996718,2
391 BT BATOK WEST AVE 5,Bukit Batok Town Park,0.9739741798078354,1
211 BT BATOK ST 21,Bukit Batok Town Park,1.4123058671169237,2
384 BT BATOK WEST AVE 5,Bukit Batok Town Park,0.7106781459832633,1
118 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.32475889948459,2
289E BT BATOK ST 25,Bukit Batok Nature Park,0.736696141159021,3
288G BT BATOK ST 25,Bukit Batok Nature Park,0.6559864333822899,3
192 BT BATOK WEST AVE 6,Chinese Garden,1.3882550598376207,3
290D BT BATOK EAST AVE 3,Bukit Batok Nature Park,0.8997638432619872,2
140 BT BATOK ST 11,Bukit Batok Town Park,1.5208231288433427,2
330 BT BATOK ST 33,Bukit Batok Town Park,1.0347942905932648,1
389 BT BATOK WEST AVE 5,Bukit Batok Town Park,0.9470036837919152,1
221 BT BATOK EAST AVE 3,Bukit Batok Town Park,1.1398734655805607,2
115 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.3787571034631958,2
366 BT BATOK ST 31,Bukit Batok Town Park,0.8181233381094425,1
356 BT BATOK ST 31,Bukit Batok Town Park,0.7240494383975825,1
125 BT BATOK CTRL,Bukit Batok Town Park,1.1644237140976508,2
526 BT BATOK ST 51,Bukit Batok Town Park,0.5140699526606544,2
290C BT BATOK EAST AVE 3,Bukit Batok Nature Park,0.932899083393206,2
290B BT BATOK ST 24,Bukit Batok Nature Park,1.0236219942722375,2
2 JLN BT HO SWEE,Tiong Bahru Park,0.7988806621045337,6
45 TELOK BLANGAH DR,Labrador Park,0.6871353988532727,5
136 JLN BT MERAH,Mount Faber Park,0.9642170744747826,5
28 JLN BT MERAH,Telok Blangah Hill Park,0.8405054985353535,5
1 TELOK BLANGAH CRES,The Southern Ridges,0.7634014279782588,5
34 JLN BT HO SWEE,Tiong Bahru Park,0.276362867288505,3
12 TAMAN HO SWEE,Pearl's Hill City Park,0.747765439916539,7
8 JLN BT HO SWEE,Pearl's Hill City Park,0.8094788300692537,6
14 TAMAN HO SWEE,Pearl's Hill City Park,0.8099726693408862,6
113 JLN BT MERAH,Tiong Bahru Park,0.7940739292786331,5
145 JLN BT MERAH,Mount Faber Park,1.1924025164814,4
28 JLN KLINIK,Tiong Bahru Park,0.3945665846786315,3
16 TELOK BLANGAH CRES,Mount Faber Park,0.5781933727344724,4
24 BEO CRES,Tiong Bahru Park,0.43741668088115726,3
30 JLN KLINIK,Tiong Bahru Park,0.3916405641203373,3
15 TELOK BLANGAH CRES,Mount Faber Park,0.46206695549712007,5
104 BT PURMEI RD,Mount Faber Park,0.546429754075343,5
129 BT MERAH VIEW,Tiong Bahru Park,0.4319225182750263,5
102 BT PURMEI RD,Mount Faber Park,0.6689539441201436,5
60 TELOK BLANGAH HTS,The Southern Ridges,0.2630528930564122,6
48 LENGKOK BAHRU,Telok Blangah Hill Park,0.9335333136731663,5
34 TELOK BLANGAH WAY,Mount Faber Park,0.20621561547280093,4
26C JLN MEMBINA,Tiong Bahru Park,0.5146662205084084,5
105 BT PURMEI RD,Mount Faber Park,0.4433438477520332,4
129 KIM TIAN RD,Tiong Bahru Park,0.8301426572888487,4
29 LIM LIAK ST,Tiong Bahru Park,0.6724628342189016,4
104B DEPOT RD,Telok Blangah Hill Park,0.251211860419357,6
111A DEPOT RD,Telok Blangah Hill Park,0.32577761102890396,6
37 LIM LIAK ST,Tiong Bahru Park,0.6935872086709157,5
104A DEPOT RD,Telok Blangah Hill Park,0.265751707186921,6
12 JLN BT MERAH,Telok Blangah Hill Park,1.0374563903022038,5
119C KIM TIAN RD,Tiong Bahru Park,0.731172868892719,5
86 TELOK BLANGAH HTS,Telok Blangah Hill Park,0.32230753664881,5
123 KIM TIAN RD,Tiong Bahru Park,0.6149379041531123,4
85 TELOK BLANGAH HTS,Telok Blangah Hill Park,0.2709904417872646,5
69 REDHILL CL,Tiong Bahru Park,0.9269030213882539,4
52 TELOK BLANGAH DR,The Southern Ridges,0.4844322424472234,5
73 TELOK BLANGAH HTS,The Southern Ridges,0.3512420971210721,5
118A JLN MEMBINA,Tiong Bahru Park,0.6678584638458385,5
87 ZION RD,Tiong Bahru Park,0.9522285579086632,6
