flat,park,park_dist,num_park_2km
630 WOODLANDS RING RD,Admiralty Park,2.2339082267124994,0
684B WOODLANDS DR 73,Admiralty Park,1.6687811105398653,1
858 WOODLANDS ST 83,Admiralty Park,1.5223482921794067,1
719 WOODLANDS AVE 6,Admiralty Park,1.416223309171263,1
722 WOODLANDS AVE 6,Admiralty Park,1.0127264939951701,1
735 WOODLANDS CIRCLE,Admiralty Park,1.1673008598255565,1
662 WOODLANDS RING RD,Admiralty Park,2.0522171094923256,0
351 WOODLANDS AVE 1,Marsiling Park,1.5318556079870371,1
702 WOODLANDS DR 40,Admiralty Park,1.3812807199880144,1
11 MARSILING DR,Marsiling Park,0.3778741793120134,2
613 WOODLANDS AVE 4,Admiralty Park,2.1656613347192244,0
628A WOODLANDS RING RD,Admiralty Park,2.1743377549330054,0
643 WOODLANDS RING RD,Admiralty Park,1.9108443108238817,1
301 WOODLANDS ST 31,Marsiling Park,1.256203572344184,1
350 WOODLANDS AVE 3,Marsiling Park,1.24173043642988,1
686C WOODLANDS DR 73,Admiralty Park,1.7923768280837635,1
792 WOODLANDS AVE 6,Admiralty Park,1.4950598134734832,1
826 WOODLANDS ST 81,Marsiling Park,1.612596998065581,3
581 WOODLANDS DR 16,Admiralty Park,2.6655371270738075,0
788B WOODLANDS CRES,Admiralty Park,1.283090517028933,1
366 WOODLANDS AVE 5,Marsiling Park,1.6577685836029503,1
833 WOODLANDS ST 83,Admiralty Park,1.6418278203262202,3
647 WOODLANDS RING RD,Admiralty Park,1.864057125855173,1
356 WOODLANDS AVE 5,Marsiling Park,1.4872905697287084,1
650 WOODLANDS RING RD,Admiralty Park,1.8160108806972286,1
818 WOODLANDS ST 82,Admiralty Park,1.5153275239137507,3
803 WOODLANDS ST 81,Marsiling Park,1.3230941455656493,3
103 YISHUN RING RD,Sembawang Park,0.7224215922527054,4
628 YISHUN ST 61,Lower Seletar Reservoir Park,1.1312853478779632,3
714 YISHUN ST 71,Sembawang Park,0.2821238675443056,5
132 YISHUN ST 11,Yishun Neighbourhood Park,0.702705804750545,4
114 YISHUN RING RD,Sembawang Park,0.9327910421746665,4
214 YISHUN ST 21,Yishun Pond Park,0.5775711853090735,4
707 YISHUN AVE 5,Sembawang Park,0.42643106752316107,4
279 YISHUN ST 22,Yishun Neighbourhood Park,0.2563712837569004,4
345 YISHUN AVE 11,Yishun Pond Park,0.45187535067456014,3
244 YISHUN RING RD,Yishun Pond Park,0.6674060097560466,4
419 YISHUN AVE 11,Yishun Pond Park,0.9213170886056855,1
150 YISHUN ST 11,Yishun Neighbourhood Park,0.7676931659276699,4
620 YISHUN RING RD,Lower Seletar Reservoir Park,1.0961261846384354,3
306 YISHUN CTRL,Yishun Pond Park,0.3607631348973235,4
128 YISHUN ST 11,Yishun Neighbourhood Park,0.6062689076291814,4
136 YISHUN RING RD,Yishun Neighbourhood Park,0.7557361761453533,4
332 YISHUN RING RD,Yishun Pond Park,0.47832296495108717,3
113 YISHUN RING RD,Yishun Neighbourhood Park,0.7574069593864873,4
618 YISHUN RING RD,Yishun Pond Park,1.116282994151509,3
841 YISHUN ST 81,Lower Seletar Reservoir Park,0.7873235327563063,3
386 YISHUN RING RD,Yishun Pond Park,0.7248198381005595,3
838 YISHUN ST 81,Lower Seletar Reservoir Park,0.7937304714613856,3
221 YISHUN ST 21,Yishun Neighbourhood Park,0.4556685782786183,4
871 YISHUN ST 81,Lower Seletar Reservoir Park,0.7923441427461306,3
835 YISHUN ST 81,Lower Seletar Reservoir Park,0.6524242551454059,3
793 YISHUN RING RD,Sembawang Park,0.9311418574174483,4
352 YISHUN RING RD,Yishun Pond Park,0.5601334397138602,3
258 YISHUN ST 22,Yishun Neighbourhood Park,0.5899437999738599,4
387 YISHUN RING RD,Yishun Pond Park,0.8253435342835435,3
625 ANG MO KIO AVE 9,Ang Mo Kio Town Garden West,0.9088379951143971,3
554 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.8465328799030044,2
256 ANG MO KIO AVE 4,Bishan-Ang Mo Kio Park,0.6031456150835257,3
557 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.8144140801754127,2
422 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.33584667527491086,3
412 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.9263925923673688,2
633 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.7796075549372133,3
470 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,1.0059870410243819,2
210 ANG MO KIO AVE 3,Ang Mo Kio Town Garden West,0.6208702884457221,3
131 ANG MO KIO AVE 3,Ang Mo Kio Town Garden West,0.37124954076821837,3
729 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.33409138027171187,3
616 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.5905224908495474,3
77 BEDOK NTH RD,Bedok Town Park,2.2756208831246707,0
606 BEDOK RESERVOIR RD,Bedok Town Park,1.0141846950988236,1
550 BEDOK NTH AVE 1,Bedok Town Park,0.5111484606681959,1
135 BEDOK NTH ST 2,Bedok Town Park,1.6955486115890261,1
44 CHAI CHEE ST,Bedok Town Park,0.7007127412114558,1
119 BEDOK RESERVOIR RD,Bedok Town Park,1.4802875621748965,1
622 BEDOK RESERVOIR RD,Bedok Town Park,0.6076806929052335,1
134 BEDOK RESERVOIR RD,Bedok Town Park,1.0716650784666317,1
34 BEDOK STH AVE 2,East Coast Park,1.9322036742529065,1
172 BEDOK STH RD,East Coast Park,2.2746353287787002,0
422 BEDOK NTH RD,Bedok Town Park,0.9639537150562606,1
132 BEDOK NTH ST 2,Bedok Town Park,1.7590694534451317,1
603 BEDOK RESERVOIR RD,Bedok Town Park,1.2027402290331242,1
10 CHAI CHEE RD,Bedok Town Park,0.8337255746836963,1
130 BEDOK NTH ST 2,Bedok Town Park,1.7988796396865143,1
650 JLN TENAGA,Bedok Town Park,1.6679356660017652,1
659 JLN TENAGA,Bedok Town Park,1.7764976483533894,1
655 JLN TENAGA,Bedok Town Park,1.7286034806748583,1
94D BEDOK NTH AVE 4,Bedok Town Park,2.1105344989939954,0
413 BEDOK NTH AVE 2,Bedok Town Park,1.072770441756688,1
221B BEDOK CTRL,Bedok Town Park,1.7053431446856018,1
407 BEDOK NTH AVE 3,Bedok Town Park,1.42193447562138,1
633 BEDOK RESERVOIR RD,Bedok Town Park,1.9570481337633852,1
94B BEDOK NTH AVE 4,Bedok Town Park,2.286031038563191,0
189 BISHAN ST 13,Toa Payoh Town Park,2.2183771281424476,0
127 BISHAN ST 12,Toa Payoh Town Park,1.7673670917568378,1
448 BRIGHT HILL DR,Bishan-Ang Mo Kio Park,0.9234800701962513,2
215 BISHAN ST 23,Ang Mo Kio Town Garden East,1.5157744171070608,3
106 BISHAN ST 12,MacRitchie Reservoir Park,1.6654090115750337,2
161 BISHAN ST 13,Toa Payoh Town Park,2.1081871833694357,0
221 BISHAN ST 23,Ang Mo Kio Town Garden East,1.4284233449109196,3
173 BISHAN ST 13,Toa Payoh Town Park,2.028622616945005,0
183 BISHAN ST 13,Ang Mo Kio Town Garden East,2.248368580090594,0
261 BT BATOK EAST AVE 4,Bukit Batok Nature Park,0.749107134413965,3
208 BT BATOK ST 21,Bukit Batok Town Park,1.502977615044661,3
133 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.3692603485013952,2
358 BT BATOK ST 31,Bukit Batok Town Park,0.6974316676932591,1
186 BT BATOK WEST AVE 6,Chinese Garden,1.3478084338944984,3
191 BT BATOK WEST AVE 6,Chinese Garden,1.4462139151657851,3
105 BT BATOK CTRL,Bukit Batok Town Park,1.3789248530195453,3
203 BT BATOK ST 21,Bukit Batok Town Park,1.3585312252420783,3
204 BT BATOK ST 21,Bukit Batok Town Park,1.2844888621768347,3
114 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.449467310101339,2
106 BT BATOK CTRL,Bukit Batok Town Park,1.4047244866709074,3
216 BT BATOK ST 21,Bukit Batok Town Park,1.1811967961720964,2
287 BT BATOK EAST AVE 3,Bukit Batok Nature Park,0.7100142509218675,3
138 JLN BT MERAH,Mount Faber Park,0.8660065907180906,5
40 BEO CRES,Tiong Bahru Park,0.3629972348199436,3
59 TELOK BLANGAH HTS,The Southern Ridges,0.4182858176443379,6
37 TELOK BLANGAH RISE,Mount Faber Park,0.23889730779965912,4
25 TELOK BLANGAH CRES,Mount Faber Park,0.41895503946470486,5
27A JLN MEMBINA,Tiong Bahru Park,0.5714298737060765,5
112A DEPOT RD,Telok Blangah Hill Park,0.3947126009549309,6
82 REDHILL LANE,Tiong Bahru Park,0.5810195375432257,4
230 PENDING RD,Zhenghua Park,1.1251757563678062,2
126 PENDING RD,Zhenghua Park,1.3091824174909117,2
136 PETIR RD,Zhenghua Park,1.285416866451138,2
237 BT PANJANG RING RD,Zhenghua Park,1.441861361142784,2
523 JELAPANG RD,Choa Chu Kang Park,1.9691259657874105,1
618 SENJA RD,Choa Chu Kang Park,1.5893703795543208,1
526 JELAPANG RD,Choa Chu Kang Park,1.9752120032971017,1
238 BT PANJANG RING RD,Zhenghua Park,1.5526443232026592,2
408 FAJAR RD,Zhenghua Park,1.8489134281128452,1
8 EMPRESS RD,National Orchid Garden,1.0205010703258621,2
3 QUEEN'S RD,National Orchid Garden,0.8794971184709973,2
13 TOH YI DR,Bukit Batok Nature Park,1.2924083548265513,3
7 TOH YI DR,Hindhede Nature Park,1.4159182841335438,3
30 KELANTAN RD,Kallang Riverside Park,1.288610712092585,7
532 UPP CROSS ST,Hong Lim Park,0.2783392152597728,11
7 TG PAGAR PLAZA,Tanjong Pagar Park,0.3618175866557574,6
25 TECK WHYE LANE,Choa Chu Kang Park,1.7282845353847556,1
119 TECK WHYE LANE,Choa Chu Kang Park,1.4502830788982375,1
136 TECK WHYE LANE,Choa Chu Kang Park,1.400605268772537,1
285 CHOA CHU KANG AVE 3,Choa Chu Kang Park,1.5440471860171117,1
213 CHOA CHU KANG CTRL,Choa Chu Kang Park,1.126107535135604,1
297B CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.7630509143338406,1
104 TECK WHYE LANE,Choa Chu Kang Park,1.7355170333779337,1
788 CHOA CHU KANG NTH 6,Choa Chu Kang Park,0.3976979377650615,1
787 CHOA CHU KANG NTH 6,Choa Chu Kang Park,0.4134349826996272,1
672B CHOA CHU KANG CRES,Choa Chu Kang Park,1.0939149006925437,1
162 JLN TECK WHYE,Choa Chu Kang Park,1.5993882623474,1
641 CHOA CHU KANG ST 64,Choa Chu Kang Park,0.6810864339248848,1
617 CHOA CHU KANG NTH 7,Choa Chu Kang Park,0.9509946567717562,1
109 TECK WHYE LANE,Choa Chu Kang Park,1.544515009900671,1
511 CHOA CHU KANG ST 51,Choa Chu Kang Park,0.9383110885593202,1
296A CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.8835407799429418,1
639 CHOA CHU KANG ST 64,Choa Chu Kang Park,0.6190937172985548,1
287 CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.6764751224448537,1
426 CLEMENTI AVE 3,West Coast Park,1.2051526690186363,2
431 CLEMENTI AVE 3,West Coast Park,0.9227529201552246,2
324 CLEMENTI AVE 5,West Coast Park,1.2695461280408598,2
206 CLEMENTI AVE 6,West Coast Park,0.9088121456388928,1
70 CIRCUIT RD,Kallang Riverside Park,2.95975940188839,0
328 UBI AVE 1,Bedok Town Park,2.0936080118999594,0
22 HAIG RD,Kallang Riverside Park,3.080700193831305,0
50 SIMS DR,Kallang Riverside Park,1.5177523786412868,1
413 EUNOS RD 5,Bedok Town Park,3.1558648960761198,0
250 HOUGANG AVE 3,Japanese Cemetery Park,1.7174799812935242,1
127 HOUGANG AVE 1,Japanese Cemetery Park,1.6805175090072062,1
109 HOUGANG AVE 1,Japanese Cemetery Park,1.769138553572783,1
511 HOUGANG AVE 10,Punggol Park,1.045383677008261,2
709 HOUGANG AVE 2,Japanese Cemetery Park,1.250842311494834,2
404 HOUGANG AVE 10,Punggol Park,0.43299204154215754,1
308 HOUGANG AVE 5,Punggol Park,1.2093333982946146,1
336 HOUGANG AVE 7,Punggol Park,0.9610836261735012,1
706 HOUGANG AVE 2,Japanese Cemetery Park,1.3013409553565791,2
503 HOUGANG AVE 8,Punggol Park,1.0852714092907592,2
570 HOUGANG ST 51,Punggol Park,0.907751823185064,2
332 HOUGANG AVE 5,Punggol Park,1.0461577366693184,1
101 HOUGANG AVE 1,Japanese Cemetery Park,1.971280736097525,1
410 HOUGANG AVE 10,Punggol Park,0.4600727868074723,1
159 HOUGANG ST 11,Japanese Cemetery Park,1.5611346120032878,1
973 HOUGANG ST 91,Japanese Cemetery Park,1.4128399937381677,2
251 HOUGANG AVE 3,Japanese Cemetery Park,1.7363265219400452,1
452 HOUGANG AVE 10,Punggol Park,0.08392930033359929,2
302 HOUGANG AVE 5,Punggol Park,1.0358696812010173,2
103 HOUGANG AVE 1,Japanese Cemetery Park,1.8589108916292958,1
560 HOUGANG ST 51,Punggol Park,0.8147911934121752,2
431 HOUGANG AVE 6,Punggol Park,0.42011352843238275,1
33 TEBAN GDNS RD,West Coast Park,1.5081000409320053,1
32 TEBAN GDNS RD,West Coast Park,1.762692585095447,1
221A JURONG EAST ST 21,Chinese Garden,0.43158781818461295,2
274 TOH GUAN RD,Chinese Garden,1.5518616986140283,3
281 TOH GUAN RD,Chinese Garden,1.5409696560351174,2
109 JURONG EAST ST 13,Chinese Garden,0.5539348070474435,2
286B TOH GUAN RD,Chinese Garden,1.4352716742614142,2
207 BOON LAY PL,Jurong Central Park,1.1283251407965789,2
429 JURONG WEST AVE 1,Chinese Garden,1.4116466201217237,2
422 JURONG WEST ST 42,Chinese Garden,1.1348408508153547,2
419 JURONG WEST ST 42,Chinese Garden,1.1448331507042326,2
965 JURONG WEST ST 93,Jurong Central Park,1.7540495337248296,1
479 JURONG WEST ST 41,Japanese Garden,1.0484999102977646,2
730 JURONG WEST ST 72,Jurong Central Park,1.3779477477131281,1
489 JURONG WEST AVE 1,Chinese Garden,0.9825684173087459,2
272A JURONG WEST ST 24,Jurong Central Park,1.3768948326945327,1
745 JURONG WEST ST 73,Jurong Central Park,1.48347136298309,1
184 YUNG SHENG RD,Japanese Garden,0.9742004531408872,3
654B JURONG WEST ST 61,Jurong Central Park,1.1316274496624474,1
265 BOON LAY DR,Jurong Central Park,0.8497486619841921,1
367 CORPORATION DR,Japanese Garden,1.1114254967208121,3
659D JURONG WEST ST 65,Jurong Central Park,0.6342897224733524,1
634 JURONG WEST ST 65,Jurong Central Park,1.1486335735015292,1
819 JURONG WEST ST 81,Jurong Central Park,1.6710418893992163,1
323 TAH CHING RD,Japanese Garden,0.6175292871573654,3
670A JURONG WEST ST 65,Jurong Central Park,0.8691720241915094,1
675B JURONG WEST ST 64,Jurong Central Park,0.9700540434787053,1
612 JURONG WEST ST 65,Jurong Central Park,0.8196401724074047,1
274B JURONG WEST ST 25,Jurong Central Park,1.7113258974230898,1
752 JURONG WEST ST 74,Jurong Central Park,1.4900120008737345,1
660B JURONG WEST ST 64,Jurong Central Park,0.4669590777971853,1
680A JURONG WEST CTRL 1,Jurong Central Park,0.7666609335477474,1
162 YUNG PING RD,Japanese Garden,1.284153950143801,3
701 JURONG WEST ST 71,Jurong Central Park,1.481632640339991,1
710 JURONG WEST ST 71,Jurong Central Park,1.5470093023604692,1
101 JLN RAJAH,Toa Payoh Town Park,0.356357068870204,1
49 DORSET RD,Istana Park,1.6666763445923867,4
39 UPP BOON KENG RD,Kallang Riverside Park,1.430544278977828,1
46 OWEN RD,Toa Payoh Town Park,1.7341071071959206,3
113 WHAMPOA RD,Toa Payoh Town Park,1.1555808667556342,1
14A UPP BOON KENG RD,Kallang Riverside Park,0.9264254498917217,1
39 JLN BAHAGIA,Toa Payoh Town Park,0.9856099775564126,1
5 MARINE TER,East Coast Park,1.370797899450561,1
75 MARINE DR,East Coast Park,2.465676928887606,0
151 PASIR RIS ST 13,Pasir Ris Town Park,1.4569893929925266,2
181 PASIR RIS ST 11,Pasir Ris Town Park,1.1988432426368036,3
568 PASIR RIS ST 51,Pasir Ris Town Park,0.4986507962913282,3
479 PASIR RIS DR 4,Pasir Ris Town Park,0.8539833454898189,2
104 PASIR RIS ST 12,Pasir Ris Town Park,0.7998753901873068,3
518 PASIR RIS ST 52,Pasir Ris Town Park,0.929046856303977,3
613 ELIAS RD,Pasir Ris Town Park,1.276604529224112,3
446 PASIR RIS DR 6,Pasir Ris Town Park,0.584830315381599,3
748 PASIR RIS ST 71,Pasir Ris Park,1.3776242916752426,1
482 PASIR RIS DR 4,Pasir Ris Town Park,0.8456977135257912,2
631 PASIR RIS DR 3,Pasir Ris Town Park,1.587882131985586,3
140 PASIR RIS ST 11,Pasir Ris Town Park,1.1233724172473656,3
135 PASIR RIS ST 11,Pasir Ris Town Park,0.9526751364472642,3
220 PASIR RIS ST 21,Pasir Ris Town Park,1.0326142326557324,2
153 PASIR RIS ST 13,Pasir Ris Town Park,1.437000374389749,2
268 PASIR RIS ST 21,Pasir Ris Town Park,1.3626570756277985,2
136 PASIR RIS ST 11,Pasir Ris Town Park,0.9721809967673855,3
222 PASIR RIS ST 21,Pasir Ris Town Park,1.0442842343982042,2
541 PASIR RIS ST 51,Pasir Ris Town Park,0.2897006192085492,3
422 PASIR RIS DR 6,Pasir Ris Town Park,0.25990521973797936,3
410 PASIR RIS DR 6,Pasir Ris Town Park,0.21880474316422038,3
609 ELIAS RD,Pasir Ris Town Park,1.1675200121644354,3
531 PASIR RIS DR 1,Pasir Ris Town Park,0.22888040499221943,3
106B PUNGGOL FIELD,Sengkang Sculpture Park,1.2697987800939465,2
128C PUNGGOL FIELD WALK,Sengkang Sculpture Park,1.7773829309901468,2
175C PUNGGOL FIELD,Sengkang Sculpture Park,1.317494730381809,3
162A PUNGGOL CTRL,Coney Island Park,1.6633423562204595,4
167B PUNGGOL EAST,Pasir Ris Park,1.7277859153567479,2
110D PUNGGOL FIELD,Sengkang Sculpture Park,1.496545093603381,2
102A PUNGGOL FIELD,Sengkang Sculpture Park,1.0952177532916045,2
126B EDGEDALE PLAINS,Sengkang Sculpture Park,1.5970884425008351,2
646 PUNGGOL CTRL,Coney Island Park,1.4049828929148471,3
60 C'WEALTH DR,One-north Park,0.8809734511725666,2
18 GHIM MOH RD,One-north Park,0.8857423773839975,1
89 C'WEALTH DR,One-north Park,0.9857242816229095,3
34 TANGLIN HALT RD,One-north Park,1.090866025160404,2
167 STIRLING RD,Telok Blangah Hill Park,1.5201229705586512,5
166 STIRLING RD,Kent Ridge Park,1.5768438386635943,4
46 HOLLAND DR,One-north Park,0.6693692302060252,1
1 GHIM MOH RD,One-north Park,1.170764601973789,1
55 STIRLING RD,One-north Park,1.653989520542249,1
491 ADMIRALTY LINK,Admiralty Park,2.4418306101877967,0
360A ADMIRALTY DR,Admiralty Park,2.2848090709508404,0
418 CANBERRA RD,Yishun Park,2.1820878227756793,0
475 SEMBAWANG DR,Yishun Park,2.3112017997208056,0
410 SEMBAWANG DR,Yishun Park,2.344257487234323,0
354C ADMIRALTY DR,Yishun Park,2.1829115849625724,0
351B CANBERRA RD,Yishun Park,2.027424928654748,0
502A WELLINGTON CIRCLE,Yishun Park,1.8957583240345595,1
350C CANBERRA RD,Yishun Park,1.938187825781991,1
302B ANCHORVALE LINK,Sengkang Sculpture Park,1.0278488765158056,3
186D RIVERVALE DR,Sengkang Sculpture Park,0.9795982965493576,2
301C ANCHORVALE DR,Sengkang Sculpture Park,0.9456700738363926,3
292A COMPASSVALE ST,Sengkang Sculpture Park,0.2830712230954268,3
186A RIVERVALE DR,Sengkang Sculpture Park,1.010843476575706,3
228B COMPASSVALE WALK,Sengkang Sculpture Park,0.9216083226336165,3
261C SENGKANG EAST WAY,Sengkang Sculpture Park,0.27009113471346347,3
311C ANCHORVALE LANE,Sengkang Riverside Park,0.8162836107336026,2
192B RIVERVALE DR,Sengkang Sculpture Park,0.7043569586069939,4
228A COMPASSVALE WALK,Sengkang Sculpture Park,0.9679785094664669,3
436A FERNVALE RD,Sengkang Riverside Park,1.351737170305573,1
318D ANCHORVALE LINK,Sengkang Riverside Park,0.6300262948241994,3
312B ANCHORVALE LANE,Sengkang Riverside Park,0.7607595006031834,3
262C COMPASSVALE ST,Sengkang Sculpture Park,0.1872348017285629,3
324C SENGKANG EAST WAY,Sengkang Sculpture Park,0.6117973373998973,3
105 SERANGOON NTH AVE 1,Japanese Cemetery Park,0.9266486744029911,1
4 LOR LEW LIAN,Japanese Cemetery Park,1.667225657896482,1
521 SERANGOON NTH AVE 4,Japanese Cemetery Park,0.9794035601254574,1
512 SERANGOON NTH AVE 4,Japanese Cemetery Park,0.70968182645057,1
233 SERANGOON AVE 3,Japanese Cemetery Park,1.4252639779484884,1
7 LOR LEW LIAN,Japanese Cemetery Park,1.7885401141161446,1
125 SERANGOON NTH AVE 1,Japanese Cemetery Park,0.5547048594033424,1
535 SERANGOON NTH AVE 4,Japanese Cemetery Park,0.9763479649628546,1
102 TAMPINES ST 11,Sun Plaza Park,1.360528729248718,2
138 TAMPINES ST 11,Sun Plaza Park,1.49419128563056,1
261 TAMPINES ST 21,Sun Plaza Park,0.952617852608793,3
103 TAMPINES ST 11,Sun Plaza Park,1.268429681892344,2
274 TAMPINES ST 22,Sun Plaza Park,1.366869145447618,2
847 TAMPINES ST 83,Sun Plaza Park,1.193792123390195,2
275 TAMPINES ST 22,Sun Plaza Park,1.4330889727170326,2
207 TAMPINES ST 21,Sun Plaza Park,1.2604696732824974,2
824 TAMPINES ST 81,Sun Plaza Park,1.6385593962067468,2
461 TAMPINES ST 44,Tampines Eco Green,0.8771342399600779,3
455 TAMPINES ST 42,Tampines Eco Green,0.9545714983698461,3
493B TAMPINES AVE 9,Tampines Eco Green,0.4626903777373838,3
354 TAMPINES ST 33,Tampines Eco Green,1.8583792542415587,1
319 TAMPINES ST 33,Sun Plaza Park,1.6666193714233788,2
448 TAMPINES ST 42,Tampines Eco Green,0.7708413729178827,3
489C TAMPINES ST 45,Tampines Eco Green,0.9549118387743546,3
933 TAMPINES ST 91,Sun Plaza Park,1.5937909929415062,1
393 TAMPINES AVE 7,Tampines Eco Green,1.362754979771652,3
107 SIMEI ST 1,Sun Plaza Park,1.9970195405452413,1
871A TAMPINES ST 84,Sun Plaza Park,1.4006116927590895,1
450F TAMPINES ST 42,Tampines Eco Green,0.8415425405062327,3
349 TAMPINES ST 33,Tampines Eco Green,2.0089170706246335,0
493C TAMPINES ST 43,Tampines Eco Green,0.4270524984764125,3
728 TAMPINES ST 71,Sun Plaza Park,1.0308397096982684,2
350 TAMPINES ST 33,Tampines Eco Green,1.9884761034575757,1
253 SIMEI ST 1,Sun Plaza Park,2.129464527678149,0
366 TAMPINES ST 34,Tampines Eco Green,1.6188022152342907,3
720 TAMPINES ST 72,Sun Plaza Park,0.8527102079471054,2
816 TAMPINES AVE 4,Sun Plaza Park,1.4136850930213485,1
724 TAMPINES ST 71,Sun Plaza Park,1.001318371059235,2
495C TAMPINES ST 43,Tampines Eco Green,0.3875923482280219,3
310 TAMPINES ST 32,Tampines Eco Green,1.5127345451198984,2
124 TAMPINES ST 11,Sun Plaza Park,1.6590921112567334,1
895A TAMPINES ST 81,Sun Plaza Park,1.7623340579360118,2
842B TAMPINES ST 82,Sun Plaza Park,1.1329814540851277,2
148 POTONG PASIR AVE 1,Toa Payoh Town Park,2.2468877963996823,0
112 LOR 1 TOA PAYOH,Toa Payoh Town Park,1.246061714942986,2
83 LOR 2 TOA PAYOH,Toa Payoh Town Park,0.5790343749469772,2
85B LOR 4 TOA PAYOH,Toa Payoh Town Park,0.6366987682817025,2
244 KIM KEAT LINK,Toa Payoh Town Park,0.9399234073574042,1
179 TOA PAYOH CTRL,Toa Payoh Town Park,0.4426242731497832,1
81B LOR 4 TOA PAYOH,Toa Payoh Town Park,0.6339199411465891,2
84 LOR 2 TOA PAYOH,Toa Payoh Town Park,0.5171508577206995,2
133 POTONG PASIR AVE 1,Toa Payoh Town Park,2.042213265729547,0
84A LOR 2 TOA PAYOH,Toa Payoh Town Park,0.5401483030006763,2
12 MARSILING LANE,Marsiling Park,0.4290311519640966,2
13 MARSILING LANE,Marsiling Park,0.46263443978427554,2
324 WOODLANDS ST 32,Marsiling Park,1.3537673748054002,1
619 WOODLANDS DR 52,Admiralty Park,2.2856456137829104,0
604 WOODLANDS DR 42,Admiralty Park,1.8645930277419207,1
625B WOODLANDS DR 52,Admiralty Park,2.3210896690775913,0
796 WOODLANDS DR 72,Admiralty Park,1.4362461228818713,1
892B WOODLANDS DR 50,Marsiling Park,1.682126540162382,2
165 WOODLANDS ST 13,Marsiling Park,1.0771847750119896,1
352 WOODLANDS AVE 1,Marsiling Park,1.5865019405978023,1
683C WOODLANDS DR 62,Admiralty Park,1.6487533104518535,1
174 WOODLANDS ST 13,Marsiling Park,1.0674624275522413,1
689D WOODLANDS DR 75,Admiralty Park,1.7893570992615628,1
711 WOODLANDS DR 70,Admiralty Park,1.421647976918017,1
660 WOODLANDS RING RD,Admiralty Park,2.0605036596916673,0
418 WOODLANDS ST 41,Marsiling Park,1.5322146905472376,1
690D WOODLANDS DR 75,Admiralty Park,1.8325545092113265,1
690B WOODLANDS DR 75,Admiralty Park,1.8082702018346184,1
896A WOODLANDS DR 50,Admiralty Park,1.9625596723760086,1
142 MARSILING RD,Marsiling Park,0.6524134295986956,2
820 WOODLANDS ST 82,Admiralty Park,1.552543228910376,3
172 YISHUN AVE 7,Yishun Neighbourhood Park,0.4708605852047912,4
717 YISHUN ST 71,Sembawang Park,0.300910394346643,5
705 YISHUN AVE 5,Sembawang Park,0.5804942477109228,4
270 YISHUN ST 22,Yishun Neighbourhood Park,0.5370074196820751,3
257 YISHUN RING RD,Yishun Neighbourhood Park,0.5914409389725929,4
780 YISHUN RING RD,Sembawang Park,0.9286128577370133,4
663 YISHUN AVE 4,Yishun Pond Park,0.8781227982206788,3
794 YISHUN RING RD,Sembawang Park,0.9989444857988269,4
201 YISHUN ST 21,Yishun Pond Park,0.37769945097964047,4
762 YISHUN ST 72,Yishun Pond Park,0.7141038186660246,5
227 YISHUN ST 21,Yishun Neighbourhood Park,0.33812413190204604,4
810 YISHUN RING RD,Lower Seletar Reservoir Park,0.7176342737478962,3
651 YISHUN AVE 4,Yishun Pond Park,0.5048480757736012,4
865 YISHUN ST 81,Lower Seletar Reservoir Park,0.9375195025462286,3
355 YISHUN RING RD,Yishun Pond Park,0.59576101594978,2
855 YISHUN RING RD,Lower Seletar Reservoir Park,1.0413107958022496,3
330 ANG MO KIO AVE 1,Ang Mo Kio Town Garden East,0.9154601677154847,3
468 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.9119279951277877,2
118 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.8372228525802653,3
742 BEDOK RESERVOIR RD,Bedok Town Park,0.4085799674180582,1
32 CHAI CHEE AVE,Bedok Town Park,1.2174907885890747,2
521 BEDOK NTH AVE 1,Bedok Town Park,0.6963553642268207,1
539 BEDOK NTH ST 3,Bedok Town Park,0.47439943517897015,1
423 BEDOK NTH AVE 1,Bedok Town Park,0.9173115799378463,1
527 BEDOK NTH ST 3,Bedok Town Park,0.6488213360692976,1
509 BEDOK NTH ST 3,Bedok Town Park,0.98406572001706,1
626 BEDOK RESERVOIR RD,Bedok Town Park,0.7419233218256882,1
605 BEDOK RESERVOIR RD,Bedok Town Park,1.0862017983541725,1
408 BEDOK NTH AVE 2,Bedok Town Park,1.337747213478269,1
613A BEDOK RESERVOIR RD,Bedok Town Park,0.5502477520115573,1
649 JLN TENAGA,Bedok Town Park,1.8202328403297394,1
181 BEDOK NTH RD,Bedok Town Park,2.2721200857924324,0
